sigx1,sigx2,sigh1,sigh2,success_rate
0.04,0.04,1.0,2.0,0.133
2.2,2.2,0.32,0.64,0.72
1.64,1.64,0.68,1.36,0.882
0.6,0.6,0.64,1.28,0.792
3.0,3.0,0.92,1.84,0.851
3.24,3.24,0.36,0.72,0.593
0.8,0.8,0.84,1.68,0.825
3.8,3.8,0.76,1.52,0.721
2.72,2.72,0.72,1.44,0.85
1.08,1.08,0.28,0.56,0.914
0.84,0.84,0.08,0.16,0.858
0.04,0.04,0.24,0.48,0.429
1.92,1.92,0.88,1.76,0.875
0.32,0.32,0.44,0.88,0.789
2.48,2.48,0.52,1.04,0.797
3.0,3.0,0.16,0.32,0.445
3.8,3.8,0.0,0.0,0.332
1.92,1.92,0.12,0.24,0.607
1.36,1.36,0.48,0.96,0.883
3.52,3.52,0.56,1.12,0.649
2.24,2.24,0.32,0.64,0.734
0.08,0.08,1.0,2.0,0.249
1.68,1.68,0.68,1.36,0.869
0.64,0.64,0.64,1.28,0.828
0.84,0.84,0.84,1.68,0.819
3.28,3.28,0.36,0.72,0.569
3.04,3.04,0.92,1.84,0.853
2.76,2.76,0.72,1.44,0.827
1.12,1.12,0.28,0.56,0.918
3.84,3.84,0.76,1.52,0.725
0.88,0.88,0.08,0.16,0.865
0.08,0.08,0.24,0.48,0.639
1.96,1.96,0.88,1.76,0.876
1.96,1.96,0.12,0.24,0.575
0.36,0.36,0.44,0.88,0.813
3.04,3.04,0.16,0.32,0.47
3.84,3.84,0.0,0.0,0.303
2.52,2.52,0.52,1.04,0.791
1.4,1.4,0.48,0.96,0.897
3.56,3.56,0.56,1.12,0.697
2.28,2.28,0.32,0.64,0.727
0.12,0.12,1.0,2.0,0.325
1.72,1.72,0.68,1.36,0.866
0.68,0.68,0.64,1.28,0.835
3.32,3.32,0.36,0.72,0.577
0.88,0.88,0.84,1.68,0.832
1.16,1.16,0.28,0.56,0.866
3.08,3.08,0.92,1.84,0.855
2.8,2.8,0.72,1.44,0.843
3.88,3.88,0.76,1.52,0.725
0.12,0.12,0.24,0.48,0.714
0.92,0.92,0.08,0.16,0.887
2.0,2.0,0.12,0.24,0.582
0.4,0.4,0.44,0.88,0.813
2.0,2.0,0.88,1.76,0.864
3.08,3.08,0.16,0.32,0.429
3.88,3.88,0.0,0.0,0.314
1.44,1.44,0.48,0.96,0.892
2.56,2.56,0.52,1.04,0.787
3.6,3.6,0.56,1.12,0.675
2.32,2.32,0.32,0.64,0.701
0.16,0.16,1.0,2.0,0.392
0.72,0.72,0.64,1.28,0.837
1.76,1.76,0.68,1.36,0.882
3.36,3.36,0.36,0.72,0.53
1.2,1.2,0.28,0.56,0.887
0.92,0.92,0.84,1.68,0.844
3.12,3.12,0.92,1.84,0.819
3.92,3.92,0.76,1.52,0.742
2.04,2.04,0.12,0.24,0.536
0.16,0.16,0.24,0.48,0.761
2.84,2.84,0.72,1.44,0.806
0.44,0.44,0.44,0.88,0.82
0.96,0.96,0.08,0.16,0.87
2.04,2.04,0.88,1.76,0.862
3.12,3.12,0.16,0.32,0.447
1.48,1.48,0.48,0.96,0.863
2.6,2.6,0.52,1.04,0.796
3.92,3.92,0.0,0.0,0.324
3.64,3.64,0.56,1.12,0.646
0.2,0.2,1.0,2.0,0.472
0.76,0.76,0.64,1.28,0.835
3.4,3.4,0.36,0.72,0.54
2.36,2.36,0.32,0.64,0.718
1.8,1.8,0.68,1.36,0.868
3.16,3.16,0.92,1.84,0.826
0.96,0.96,0.84,1.68,0.814
1.24,1.24,0.28,0.56,0.895
2.08,2.08,0.12,0.24,0.566
3.96,3.96,0.76,1.52,0.715
0.2,0.2,0.24,0.48,0.788
3.16,3.16,0.16,0.32,0.458
2.88,2.88,0.72,1.44,0.825
0.48,0.48,0.44,0.88,0.818
2.08,2.08,0.88,1.76,0.868
1.0,1.0,0.08,0.16,0.847
0.24,0.24,1.0,2.0,0.531
1.52,1.52,0.48,0.96,0.896
3.68,3.68,0.56,1.12,0.65
2.64,2.64,0.52,1.04,0.775
3.96,3.96,0.0,0.0,0.299
3.44,3.44,0.36,0.72,0.556
0.8,0.8,0.64,1.28,0.877
2.4,2.4,0.32,0.64,0.679
1.84,1.84,0.68,1.36,0.883
1.0,1.0,0.84,1.68,0.838
2.12,2.12,0.12,0.24,0.538
3.2,3.2,0.92,1.84,0.827
1.28,1.28,0.28,0.56,0.914
4.0,4.0,0.76,1.52,0.693
3.2,3.2,0.16,0.32,0.414
0.24,0.24,0.24,0.48,0.828
2.92,2.92,0.72,1.44,0.833
2.12,2.12,0.88,1.76,0.87
0.52,0.52,0.44,0.88,0.84
1.04,1.04,0.08,0.16,0.82
0.28,0.28,1.0,2.0,0.577
1.56,1.56,0.48,0.96,0.877
3.72,3.72,0.56,1.12,0.631
4.0,4.0,0.0,0.0,0.28
2.68,2.68,0.52,1.04,0.769
2.44,2.44,0.32,0.64,0.687
0.84,0.84,0.64,1.28,0.843
3.48,3.48,0.36,0.72,0.561
1.88,1.88,0.68,1.36,0.878
2.16,2.16,0.12,0.24,0.543
0.28,0.28,0.24,0.48,0.83
1.04,1.04,0.84,1.68,0.843
0.0,0.0,0.8,1.6,0.097
3.24,3.24,0.92,1.84,0.827
1.32,1.32,0.28,0.56,0.879
3.24,3.24,0.16,0.32,0.457
0.56,0.56,0.44,0.88,0.846
2.96,2.96,0.72,1.44,0.822
2.16,2.16,0.88,1.76,0.855
1.6,1.6,0.48,0.96,0.864
0.32,0.32,1.0,2.0,0.623
1.08,1.08,0.08,0.16,0.796
3.76,3.76,0.56,1.12,0.658
2.72,2.72,0.52,1.04,0.772
0.0,0.0,0.04,0.08,0.09
2.48,2.48,0.32,0.64,0.701
0.88,0.88,0.64,1.28,0.822
3.52,3.52,0.36,0.72,0.517
1.92,1.92,0.68,1.36,0.88
1.08,1.08,0.84,1.68,0.856
2.2,2.2,0.12,0.24,0.54
0.32,0.32,0.24,0.48,0.831
0.04,0.04,0.8,1.6,0.196
1.36,1.36,0.28,0.56,0.893
3.28,3.28,0.92,1.84,0.817
0.6,0.6,0.44,0.88,0.838
3.28,3.28,0.16,0.32,0.424
3.0,3.0,0.72,1.44,0.807
2.2,2.2,0.88,1.76,0.854
1.64,1.64,0.48,0.96,0.868
2.76,2.76,0.52,1.04,0.724
0.04,0.04,0.04,0.08,0.768
1.12,1.12,0.08,0.16,0.784
0.36,0.36,1.0,2.0,0.694
3.8,3.8,0.56,1.12,0.654
2.52,2.52,0.32,0.64,0.664
0.92,0.92,0.64,1.28,0.847
0.08,0.08,0.8,1.6,0.291
1.96,1.96,0.68,1.36,0.876
3.56,3.56,0.36,0.72,0.542
2.24,2.24,0.12,0.24,0.504
3.32,3.32,0.92,1.84,0.812
1.12,1.12,0.84,1.68,0.832
0.36,0.36,0.24,0.48,0.832
1.4,1.4,0.28,0.56,0.873
0.64,0.64,0.44,0.88,0.868
3.32,3.32,0.16,0.32,0.439
2.24,2.24,0.88,1.76,0.874
3.04,3.04,0.72,1.44,0.819
0.4,0.4,1.0,2.0,0.678
0.08,0.08,0.04,0.08,0.698
1.68,1.68,0.48,0.96,0.896
1.16,1.16,0.08,0.16,0.795
2.8,2.8,0.52,1.04,0.751
3.84,3.84,0.56,1.12,0.647
2.56,2.56,0.32,0.64,0.657
0.96,0.96,0.64,1.28,0.865
0.12,0.12,0.8,1.6,0.366
3.36,3.36,0.16,0.32,0.442
1.16,1.16,0.84,1.68,0.866
3.36,3.36,0.92,1.84,0.821
3.6,3.6,0.36,0.72,0.572
2.28,2.28,0.88,1.76,0.879
2.28,2.28,0.12,0.24,0.531
1.44,1.44,0.28,0.56,0.854
2.0,2.0,0.68,1.36,0.846
0.68,0.68,0.44,0.88,0.854
3.08,3.08,0.72,1.44,0.804
0.4,0.4,0.24,0.48,0.856
0.44,0.44,1.0,2.0,0.677
1.72,1.72,0.48,0.96,0.875
0.12,0.12,0.04,0.08,0.531
2.84,2.84,0.52,1.04,0.733
1.2,1.2,0.08,0.16,0.757
3.88,3.88,0.56,1.12,0.63
2.6,2.6,0.32,0.64,0.651
1.0,1.0,0.64,1.28,0.863
0.16,0.16,0.8,1.6,0.455
1.2,1.2,0.84,1.68,0.839
0.72,0.72,0.44,0.88,0.876
3.4,3.4,0.16,0.32,0.416
2.32,2.32,0.88,1.76,0.871
1.48,1.48,0.28,0.56,0.875
3.12,3.12,0.72,1.44,0.8
2.04,2.04,0.68,1.36,0.883
3.4,3.4,0.92,1.84,0.798
3.64,3.64,0.36,0.72,0.504
2.32,2.32,0.12,0.24,0.489
0.44,0.44,0.24,0.48,0.841
0.48,0.48,1.0,2.0,0.715
1.76,1.76,0.48,0.96,0.863
1.24,1.24,0.08,0.16,0.748
0.16,0.16,0.04,0.08,0.417
2.88,2.88,0.52,1.04,0.744
3.92,3.92,0.56,1.12,0.646
2.64,2.64,0.32,0.64,0.64
0.2,0.2,0.8,1.6,0.568
1.04,1.04,0.64,1.28,0.875
0.76,0.76,0.44,0.88,0.881
3.44,3.44,0.16,0.32,0.43
1.24,1.24,0.84,1.68,0.855
2.36,2.36,0.88,1.76,0.856
3.16,3.16,0.72,1.44,0.763
2.08,2.08,0.68,1.36,0.857
3.44,3.44,0.92,1.84,0.837
2.36,2.36,0.12,0.24,0.499
1.52,1.52,0.28,0.56,0.824
3.68,3.68,0.36,0.72,0.513
0.48,0.48,0.24,0.48,0.874
1.28,1.28,0.08,0.16,0.748
0.52,0.52,1.0,2.0,0.739
2.92,2.92,0.52,1.04,0.752
0.2,0.2,0.04,0.08,0.432
1.8,1.8,0.48,0.96,0.875
0.24,0.24,0.8,1.6,0.592
2.68,2.68,0.32,0.64,0.641
3.96,3.96,0.56,1.12,0.612
1.08,1.08,0.64,1.28,0.875
0.8,0.8,0.44,0.88,0.868
3.48,3.48,0.16,0.32,0.412
2.12,2.12,0.68,1.36,0.849
2.4,2.4,0.88,1.76,0.838
1.56,1.56,0.28,0.56,0.833
1.28,1.28,0.84,1.68,0.864
3.48,3.48,0.92,1.84,0.836
3.2,3.2,0.72,1.44,0.78
0.52,0.52,0.24,0.48,0.888
3.72,3.72,0.36,0.72,0.537
1.32,1.32,0.08,0.16,0.707
2.4,2.4,0.12,0.24,0.487
0.56,0.56,1.0,2.0,0.753
2.96,2.96,0.52,1.04,0.734
1.84,1.84,0.48,0.96,0.867
0.24,0.24,0.04,0.08,0.344
0.84,0.84,0.44,0.88,0.882
0.28,0.28,0.8,1.6,0.602
2.72,2.72,0.32,0.64,0.636
4.0,4.0,0.56,1.12,0.651
3.52,3.52,0.16,0.32,0.437
3.24,3.24,0.72,1.44,0.793
1.12,1.12,0.64,1.28,0.873
2.44,2.44,0.88,1.76,0.864
3.52,3.52,0.92,1.84,0.827
1.6,1.6,0.28,0.56,0.834
1.32,1.32,0.84,1.68,0.87
2.16,2.16,0.68,1.36,0.865
3.76,3.76,0.36,0.72,0.538
2.44,2.44,0.12,0.24,0.488
0.56,0.56,0.24,0.48,0.869
1.36,1.36,0.08,0.16,0.689
0.6,0.6,1.0,2.0,0.786
1.88,1.88,0.48,0.96,0.838
0.28,0.28,0.04,0.08,0.345
3.0,3.0,0.52,1.04,0.693
0.88,0.88,0.44,0.88,0.873
2.76,2.76,0.32,0.64,0.611
0.32,0.32,0.8,1.6,0.685
3.56,3.56,0.16,0.32,0.409
0.0,0.0,0.6,1.2,0.099
3.28,3.28,0.72,1.44,0.776
1.16,1.16,0.64,1.28,0.868
2.48,2.48,0.88,1.76,0.868
2.2,2.2,0.68,1.36,0.859
0.6,0.6,0.24,0.48,0.875
3.56,3.56,0.92,1.84,0.798
1.64,1.64,0.28,0.56,0.82
1.36,1.36,0.84,1.68,0.842
1.4,1.4,0.08,0.16,0.672
3.8,3.8,0.36,0.72,0.548
2.48,2.48,0.12,0.24,0.464
1.92,1.92,0.48,0.96,0.845
3.04,3.04,0.52,1.04,0.716
0.32,0.32,0.04,0.08,0.33
0.64,0.64,1.0,2.0,0.781
0.92,0.92,0.44,0.88,0.888
2.8,2.8,0.32,0.64,0.628
3.6,3.6,0.16,0.32,0.41
0.04,0.04,0.6,1.2,0.228
0.36,0.36,0.8,1.6,0.71
3.32,3.32,0.72,1.44,0.775
1.68,1.68,0.28,0.56,0.806
1.2,1.2,0.64,1.28,0.857
2.52,2.52,0.88,1.76,0.863
1.4,1.4,0.84,1.68,0.84
2.24,2.24,0.68,1.36,0.85
3.6,3.6,0.92,1.84,0.795
1.44,1.44,0.08,0.16,0.657
0.64,0.64,0.24,0.48,0.892
2.52,2.52,0.12,0.24,0.483
3.84,3.84,0.36,0.72,0.537
1.96,1.96,0.48,0.96,0.862
3.08,3.08,0.52,1.04,0.695
0.68,0.68,1.0,2.0,0.777
0.36,0.36,0.04,0.08,0.372
0.96,0.96,0.44,0.88,0.901
2.84,2.84,0.32,0.64,0.635
3.64,3.64,0.16,0.32,0.405
0.08,0.08,0.6,1.2,0.375
3.36,3.36,0.72,1.44,0.768
0.4,0.4,0.8,1.6,0.712
1.24,1.24,0.64,1.28,0.87
1.72,1.72,0.28,0.56,0.82
2.56,2.56,0.88,1.76,0.84
2.28,2.28,0.68,1.36,0.861
1.44,1.44,0.84,1.68,0.868
3.64,3.64,0.92,1.84,0.79
1.48,1.48,0.08,0.16,0.679
0.68,0.68,0.24,0.48,0.886
2.56,2.56,0.12,0.24,0.475
3.88,3.88,0.36,0.72,0.485
0.72,0.72,1.0,2.0,0.791
1.0,1.0,0.44,0.88,0.873
2.88,2.88,0.32,0.64,0.593
2.0,2.0,0.48,0.96,0.844
0.4,0.4,0.04,0.08,0.439
3.12,3.12,0.52,1.04,0.697
0.12,0.12,0.6,1.2,0.484
3.68,3.68,0.16,0.32,0.396
3.4,3.4,0.72,1.44,0.751
1.28,1.28,0.64,1.28,0.884
0.44,0.44,0.8,1.6,0.734
1.76,1.76,0.28,0.56,0.812
2.6,2.6,0.88,1.76,0.869
1.48,1.48,0.84,1.68,0.86
2.32,2.32,0.68,1.36,0.862
0.72,0.72,0.24,0.48,0.902
2.6,2.6,0.12,0.24,0.459
3.92,3.92,0.36,0.72,0.495
1.52,1.52,0.08,0.16,0.615
3.68,3.68,0.92,1.84,0.792
0.76,0.76,1.0,2.0,0.809
3.16,3.16,0.52,1.04,0.689
2.04,2.04,0.48,0.96,0.836
2.92,2.92,0.32,0.64,0.565
1.04,1.04,0.44,0.88,0.899
0.44,0.44,0.04,0.08,0.483
0.16,0.16,0.6,1.2,0.571
3.72,3.72,0.16,0.32,0.395
0.48,0.48,0.8,1.6,0.75
3.44,3.44,0.72,1.44,0.739
1.32,1.32,0.64,1.28,0.881
2.64,2.64,0.88,1.76,0.864
1.8,1.8,0.28,0.56,0.788
0.76,0.76,0.24,0.48,0.894
2.36,2.36,0.68,1.36,0.853
1.52,1.52,0.84,1.68,0.874
2.64,2.64,0.12,0.24,0.468
1.56,1.56,0.08,0.16,0.648
3.96,3.96,0.36,0.72,0.506
3.72,3.72,0.92,1.84,0.792
0.8,0.8,1.0,2.0,0.806
3.2,3.2,0.52,1.04,0.666
2.08,2.08,0.48,0.96,0.826
1.08,1.08,0.44,0.88,0.884
2.96,2.96,0.32,0.64,0.598
0.48,0.48,0.04,0.08,0.572
0.52,0.52,0.8,1.6,0.793
0.2,0.2,0.6,1.2,0.623
3.76,3.76,0.16,0.32,0.389
2.68,2.68,0.88,1.76,0.844
1.36,1.36,0.64,1.28,0.88
3.48,3.48,0.72,1.44,0.739
1.84,1.84,0.28,0.56,0.796
0.8,0.8,0.24,0.48,0.902
1.6,1.6,0.08,0.16,0.583
1.56,1.56,0.84,1.68,0.863
2.68,2.68,0.12,0.24,0.442
2.4,2.4,0.68,1.36,0.843
3.76,3.76,0.92,1.84,0.8
4.0,4.0,0.36,0.72,0.513
0.84,0.84,1.0,2.0,0.807
2.12,2.12,0.48,0.96,0.854
3.24,3.24,0.52,1.04,0.698
3.0,3.0,0.32,0.64,0.589
0.52,0.52,0.04,0.08,0.616
1.12,1.12,0.44,0.88,0.894
3.8,3.8,0.16,0.32,0.397
0.56,0.56,0.8,1.6,0.775
0.24,0.24,0.6,1.2,0.67
2.72,2.72,0.88,1.76,0.836
3.52,3.52,0.72,1.44,0.766
1.4,1.4,0.64,1.28,0.879
1.64,1.64,0.08,0.16,0.607
0.84,0.84,0.24,0.48,0.907
1.88,1.88,0.28,0.56,0.76
1.6,1.6,0.84,1.68,0.867
2.72,2.72,0.12,0.24,0.462
0.0,0.0,0.4,0.8,0.098
3.8,3.8,0.92,1.84,0.791
2.44,2.44,0.68,1.36,0.867
0.88,0.88,1.0,2.0,0.831
3.28,3.28,0.52,1.04,0.682
2.16,2.16,0.48,0.96,0.833
3.04,3.04,0.32,0.64,0.58
3.84,3.84,0.16,0.32,0.373
1.16,1.16,0.44,0.88,0.878
0.56,0.56,0.04,0.08,0.657
0.6,0.6,0.8,1.6,0.815
2.76,2.76,0.88,1.76,0.846
0.28,0.28,0.6,1.2,0.712
3.56,3.56,0.72,1.44,0.755
1.44,1.44,0.64,1.28,0.872
1.64,1.64,0.84,1.68,0.862
0.88,0.88,0.24,0.48,0.904
1.92,1.92,0.28,0.56,0.758
1.68,1.68,0.08,0.16,0.609
2.48,2.48,0.68,1.36,0.836
0.04,0.04,0.4,0.8,0.278
2.76,2.76,0.12,0.24,0.457
3.84,3.84,0.92,1.84,0.788
0.92,0.92,1.0,2.0,0.801
2.2,2.2,0.48,0.96,0.817
1.2,1.2,0.44,0.88,0.881
3.88,3.88,0.16,0.32,0.377
3.32,3.32,0.52,1.04,0.689
3.08,3.08,0.32,0.64,0.582
3.6,3.6,0.72,1.44,0.742
0.6,0.6,0.04,0.08,0.675
0.64,0.64,0.8,1.6,0.792
1.48,1.48,0.64,1.28,0.873
2.8,2.8,0.88,1.76,0.848
0.32,0.32,0.6,1.2,0.733
1.68,1.68,0.84,1.68,0.876
0.92,0.92,0.24,0.48,0.903
1.72,1.72,0.08,0.16,0.593
0.08,0.08,0.4,0.8,0.461
1.96,1.96,0.28,0.56,0.767
2.8,2.8,0.12,0.24,0.488
3.88,3.88,0.92,1.84,0.781
2.52,2.52,0.68,1.36,0.855
2.24,2.24,0.48,0.96,0.829
3.36,3.36,0.52,1.04,0.656
1.24,1.24,0.44,0.88,0.89
0.96,0.96,1.0,2.0,0.837
3.12,3.12,0.32,0.64,0.594
0.68,0.68,0.8,1.6,0.795
3.92,3.92,0.16,0.32,0.371
3.64,3.64,0.72,1.44,0.724
2.84,2.84,0.88,1.76,0.844
1.52,1.52,0.64,1.28,0.883
0.64,0.64,0.04,0.08,0.727
1.72,1.72,0.84,1.68,0.873
0.36,0.36,0.6,1.2,0.77
0.96,0.96,0.24,0.48,0.917
1.76,1.76,0.08,0.16,0.56
2.84,2.84,0.12,0.24,0.443
0.12,0.12,0.4,0.8,0.58
2.0,2.0,0.28,0.56,0.768
2.56,2.56,0.68,1.36,0.837
3.92,3.92,0.92,1.84,0.766
2.28,2.28,0.48,0.96,0.815
3.96,3.96,0.16,0.32,0.396
3.4,3.4,0.52,1.04,0.689
1.0,1.0,1.0,2.0,0.827
1.28,1.28,0.44,0.88,0.899
3.16,3.16,0.32,0.64,0.586
3.68,3.68,0.72,1.44,0.715
0.72,0.72,0.8,1.6,0.812
0.68,0.68,0.04,0.08,0.747
1.56,1.56,0.64,1.28,0.885
1.0,1.0,0.24,0.48,0.912
1.76,1.76,0.84,1.68,0.869
2.88,2.88,0.88,1.76,0.837
1.8,1.8,0.08,0.16,0.537
0.4,0.4,0.6,1.2,0.748
2.88,2.88,0.12,0.24,0.455
2.6,2.6,0.68,1.36,0.845
2.04,2.04,0.28,0.56,0.733
0.16,0.16,0.4,0.8,0.668
3.96,3.96,0.92,1.84,0.77
2.32,2.32,0.48,0.96,0.804
3.44,3.44,0.52,1.04,0.647
1.32,1.32,0.44,0.88,0.893
4.0,4.0,0.16,0.32,0.384
1.04,1.04,1.0,2.0,0.816
3.2,3.2,0.32,0.64,0.559
3.72,3.72,0.72,1.44,0.726
0.76,0.76,0.8,1.6,0.816
1.04,1.04,0.24,0.48,0.913
1.6,1.6,0.64,1.28,0.863
2.92,2.92,0.88,1.76,0.847
0.72,0.72,0.04,0.08,0.776
0.44,0.44,0.6,1.2,0.768
1.84,1.84,0.08,0.16,0.52
1.8,1.8,0.84,1.68,0.878
2.92,2.92,0.12,0.24,0.417
2.64,2.64,0.68,1.36,0.806
2.08,2.08,0.28,0.56,0.707
4.0,4.0,0.92,1.84,0.78
0.2,0.2,0.4,0.8,0.714
2.36,2.36,0.48,0.96,0.802
0.8,0.8,0.8,1.6,0.834
3.76,3.76,0.72,1.44,0.73
3.48,3.48,0.52,1.04,0.665
1.08,1.08,1.0,2.0,0.848
0.0,0.0,0.2,0.4,0.095
1.36,1.36,0.44,0.88,0.892
3.24,3.24,0.32,0.64,0.562
1.08,1.08,0.24,0.48,0.917
1.64,1.64,0.64,1.28,0.899
0.76,0.76,0.04,0.08,0.818
2.96,2.96,0.88,1.76,0.829
0.48,0.48,0.6,1.2,0.82
1.84,1.84,0.84,1.68,0.872
1.88,1.88,0.08,0.16,0.554
2.96,2.96,0.12,0.24,0.403
2.68,2.68,0.68,1.36,0.813
0.0,0.0,0.96,1.92,0.11
2.12,2.12,0.28,0.56,0.726
0.24,0.24,0.4,0.8,0.747
0.84,0.84,0.8,1.6,0.823
3.28,3.28,0.32,0.64,0.553
2.4,2.4,0.48,0.96,0.815
1.12,1.12,1.0,2.0,0.84
3.52,3.52,0.52,1.04,0.637
3.8,3.8,0.72,1.44,0.701
1.12,1.12,0.24,0.48,0.91
0.8,0.8,0.04,0.08,0.787
0.04,0.04,0.2,0.4,0.456
1.4,1.4,0.44,0.88,0.898
3.0,3.0,0.88,1.76,0.842
1.68,1.68,0.64,1.28,0.86
0.52,0.52,0.6,1.2,0.806
3.0,3.0,0.12,0.24,0.426
1.92,1.92,0.08,0.16,0.568
1.88,1.88,0.84,1.68,0.857
0.04,0.04,0.96,1.92,0.169
2.72,2.72,0.68,1.36,0.809
2.16,2.16,0.28,0.56,0.724
0.28,0.28,0.4,0.8,0.762
2.44,2.44,0.48,0.96,0.779
0.88,0.88,0.8,1.6,0.819
0.84,0.84,0.04,0.08,0.794
3.32,3.32,0.32,0.64,0.516
1.16,1.16,1.0,2.0,0.817
1.44,1.44,0.44,0.88,0.877
3.84,3.84,0.72,1.44,0.709
3.56,3.56,0.52,1.04,0.656
1.16,1.16,0.24,0.48,0.882
0.08,0.08,0.2,0.4,0.637
3.04,3.04,0.88,1.76,0.819
0.56,0.56,0.6,1.2,0.827
1.72,1.72,0.64,1.28,0.872
1.92,1.92,0.84,1.68,0.875
3.04,3.04,0.12,0.24,0.391
1.96,1.96,0.08,0.16,0.506
2.76,2.76,0.68,1.36,0.821
0.08,0.08,0.96,1.92,0.256
2.48,2.48,0.48,0.96,0.778
2.2,2.2,0.28,0.56,0.714
0.32,0.32,0.4,0.8,0.808
0.92,0.92,0.8,1.6,0.845
3.36,3.36,0.32,0.64,0.552
0.88,0.88,0.04,0.08,0.778
3.6,3.6,0.52,1.04,0.642
1.48,1.48,0.44,0.88,0.906
0.12,0.12,0.2,0.4,0.747
1.2,1.2,1.0,2.0,0.848
3.88,3.88,0.72,1.44,0.699
1.2,1.2,0.24,0.48,0.892
3.08,3.08,0.88,1.76,0.84
0.6,0.6,0.6,1.2,0.837
1.76,1.76,0.64,1.28,0.88
2.8,2.8,0.68,1.36,0.814
1.96,1.96,0.84,1.68,0.868
3.08,3.08,0.12,0.24,0.394
2.0,2.0,0.08,0.16,0.498
0.12,0.12,0.96,1.92,0.352
0.96,0.96,0.8,1.6,0.854
2.52,2.52,0.48,0.96,0.781
3.4,3.4,0.32,0.64,0.499
0.36,0.36,0.4,0.8,0.815
2.24,2.24,0.28,0.56,0.667
0.92,0.92,0.04,0.08,0.767
1.24,1.24,1.0,2.0,0.828
3.64,3.64,0.52,1.04,0.618
3.12,3.12,0.88,1.76,0.832
1.52,1.52,0.44,0.88,0.876
0.16,0.16,0.2,0.4,0.786
1.24,1.24,0.24,0.48,0.9
3.92,3.92,0.72,1.44,0.697
0.64,0.64,0.6,1.2,0.822
1.8,1.8,0.64,1.28,0.863
2.84,2.84,0.68,1.36,0.828
3.12,3.12,0.12,0.24,0.433
2.0,2.0,0.84,1.68,0.873
2.04,2.04,0.08,0.16,0.523
3.44,3.44,0.32,0.64,0.555
0.16,0.16,0.96,1.92,0.412
2.56,2.56,0.48,0.96,0.793
1.0,1.0,0.8,1.6,0.845
0.4,0.4,0.4,0.8,0.813
2.28,2.28,0.28,0.56,0.667
0.96,0.96,0.04,0.08,0.757
1.28,1.28,1.0,2.0,0.823
3.68,3.68,0.52,1.04,0.643
1.56,1.56,0.44,0.88,0.884
3.16,3.16,0.88,1.76,0.818
0.2,0.2,0.2,0.4,0.816
1.28,1.28,0.24,0.48,0.881
1.84,1.84,0.64,1.28,0.868
3.96,3.96,0.72,1.44,0.683
0.68,0.68,0.6,1.2,0.834
2.04,2.04,0.84,1.68,0.875
2.88,2.88,0.68,1.36,0.836
2.08,2.08,0.08,0.16,0.513
3.16,3.16,0.12,0.24,0.426
3.48,3.48,0.32,0.64,0.534
0.44,0.44,0.4,0.8,0.812
1.04,1.04,0.8,1.6,0.857
2.6,2.6,0.48,0.96,0.755
0.2,0.2,0.96,1.92,0.492
1.0,1.0,0.04,0.08,0.76
2.32,2.32,0.28,0.56,0.656
1.6,1.6,0.44,0.88,0.872
3.2,3.2,0.88,1.76,0.818
1.32,1.32,1.0,2.0,0.846
3.72,3.72,0.52,1.04,0.643
1.88,1.88,0.64,1.28,0.862
4.0,4.0,0.72,1.44,0.687
1.32,1.32,0.24,0.48,0.87
0.24,0.24,0.2,0.4,0.834
0.72,0.72,0.6,1.2,0.832
2.08,2.08,0.84,1.68,0.864
1.4,1.4,1.0,2.0,0.846
3.2,3.2,0.12,0.24,0.399
2.92,2.92,0.68,1.36,0.801
2.12,2.12,0.08,0.16,0.487
0.48,0.48,0.4,0.8,0.831
1.04,1.04,0.04,0.08,0.743
2.36,2.36,0.28,0.56,0.675
3.56,3.56,1.08,2.16,0.816
0.24,0.24,0.96,1.92,0.538
1.08,1.08,0.8,1.6,0.827
2.64,2.64,0.48,0.96,0.763
3.76,3.76,0.52,1.04,0.621
1.36,1.36,1.0,2.0,0.856
0.0,0.0,0.76,1.52,0.088
3.24,3.24,0.88,1.76,0.829
2.48,2.48,1.04,2.08,0.856
0.6,0.6,1.16,2.32,0.714
1.68,1.68,1.2,2.4,0.865
0.76,0.76,0.6,1.2,0.849
1.44,1.44,1.0,2.0,0.852
2.12,2.12,0.84,1.68,0.858
2.76,2.76,1.24,2.48,0.86
3.84,3.84,1.28,2.56,0.817
2.96,2.96,0.68,1.36,0.801
2.4,2.4,0.28,0.56,0.661
0.52,0.52,0.4,0.8,0.856
0.88,0.88,1.36,2.72,0.769
3.6,3.6,1.08,2.16,0.821
2.68,2.68,0.48,0.96,0.749
1.96,1.96,1.4,2.8,0.828
1.16,1.16,1.56,3.12,0.771
0.28,0.28,0.96,1.92,0.57
0.08,0.08,1.52,3.04,0.213
3.04,3.04,1.44,2.88,0.859
2.24,2.24,1.6,3.2,0.872
2.52,2.52,1.04,2.08,0.868
0.64,0.64,1.16,2.32,0.752
1.72,1.72,1.2,2.4,0.83
3.32,3.32,1.64,3.28,0.867
0.8,0.8,0.6,1.2,0.84
1.48,1.48,1.0,2.0,0.852
2.8,2.8,1.24,2.48,0.847
2.16,2.16,0.84,1.68,0.872
1.44,1.44,1.76,3.52,0.821
3.88,3.88,1.28,2.56,0.844
0.36,0.36,1.72,3.44,0.457
0.92,0.92,1.36,2.72,0.767
3.64,3.64,1.08,2.16,0.827
