$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
3.48,3.48,1.8,3.8,0.844
1.16,1.16,1.52,3.52,0.763
2.68,2.68,1.0,3.0,0.832
3.76,3.76,1.04,3.04,0.836
0.64,0.64,1.88,3.88,0.607
3.96,3.96,1.24,3.24,0.853
0.32,0.32,1.68,3.6799999999999997,0.464
0.08,0.08,1.48,3.48,0.218
2.72,2.72,1.96,3.96,0.849
2.52,2.52,1.76,3.76,0.849
0.96,0.96,1.32,3.3200000000000003,0.771
1.64,1.64,1.92,3.92,0.808
2.96,2.96,1.2,3.2,0.839
2.04,2.04,1.36,3.3600000000000003,0.831
3.52,3.52,1.8,3.8,0.835
3.04,3.04,1.4,3.4,0.834
1.44,1.44,1.72,3.7199999999999998,0.784
3.36,3.36,1.6,3.6,0.812
0.76,0.76,1.12,3.12,0.753
3.8,3.8,1.04,3.04,0.838
1.84,1.84,1.16,3.16,0.814
0.68,0.68,1.88,3.88,0.668
2.24,2.24,1.56,3.56,0.846
2.72,2.72,1.0,3.0,0.816
0.36,0.36,1.68,3.6799999999999997,0.502
1.2,1.2,1.52,3.52,0.789
4.0,4.0,1.24,3.24,0.844
0.12,0.12,1.48,3.48,0.252
2.76,2.76,1.96,3.96,0.858
1.68,1.68,1.92,3.92,0.783
3.56,3.56,1.8,3.8,0.867
2.56,2.56,1.76,3.76,0.815
3.08,3.08,1.4,3.4,0.847
1.48,1.48,1.72,3.7199999999999998,0.814
1.0,1.0,1.32,3.3200000000000003,0.786
2.08,2.08,1.36,3.3600000000000003,0.816
3.0,3.0,1.2,3.2,0.824
0.8,0.8,1.12,3.12,0.756
3.84,3.84,1.04,3.04,0.841
3.4,3.4,1.6,3.6,0.839
2.28,2.28,1.56,3.56,0.829
1.88,1.88,1.16,3.16,0.839
2.76,2.76,1.0,3.0,0.841
0.72,0.72,1.88,3.88,0.654
1.24,1.24,1.52,3.52,0.766
0.0,0.0,1.28,3.2800000000000002,0.098
1.72,1.72,1.92,3.92,0.827
0.16,0.16,1.48,3.48,0.318
2.8,2.8,1.96,3.96,0.851
0.4,0.4,1.68,3.6799999999999997,0.529
1.52,1.52,1.72,3.7199999999999998,0.814
2.6,2.6,1.76,3.76,0.831
3.6,3.6,1.8,3.8,0.848
3.04,3.04,1.2,3.2,0.826
0.84,0.84,1.12,3.12,0.758
3.12,3.12,1.4,3.4,0.845
1.04,1.04,1.32,3.3200000000000003,0.777
3.88,3.88,1.04,3.04,0.851
3.44,3.44,1.6,3.6,0.859
2.12,2.12,1.36,3.3600000000000003,0.849
2.32,2.32,1.56,3.56,0.841
1.28,1.28,1.52,3.52,0.806
1.92,1.92,1.16,3.16,0.828
2.84,2.84,1.96,3.96,0.838
2.8,2.8,1.0,3.0,0.847
1.76,1.76,1.92,3.92,0.817
0.2,0.2,1.48,3.48,0.348
0.88,0.88,1.12,3.12,0.772
0.76,0.76,1.88,3.88,0.653
2.64,2.64,1.76,3.76,0.839
0.04,0.04,1.28,3.2800000000000002,0.154
1.56,1.56,1.72,3.7199999999999998,0.813
0.44,0.44,1.68,3.6799999999999997,0.545
3.92,3.92,1.04,3.04,0.828
1.08,1.08,1.32,3.3200000000000003,0.794
3.64,3.64,1.8,3.8,0.866
3.08,3.08,1.2,3.2,0.852
3.16,3.16,1.4,3.4,0.854
3.48,3.48,1.6,3.6,0.851
2.88,2.88,1.96,3.96,0.845
1.32,1.32,1.52,3.52,0.781
2.16,2.16,1.36,3.3600000000000003,0.833
2.36,2.36,1.56,3.56,0.835
1.96,1.96,1.16,3.16,0.841
0.24,0.24,1.48,3.48,0.398
3.96,3.96,1.04,3.04,0.853
0.48,0.48,1.68,3.6799999999999997,0.572
2.84,2.84,1.0,3.0,0.847
1.8,1.8,1.92,3.92,0.801
0.08,0.08,1.28,3.2800000000000002,0.201
1.6,1.6,1.72,3.7199999999999998,0.802
0.8,0.8,1.88,3.88,0.682
0.92,0.92,1.12,3.12,0.762
1.12,1.12,1.32,3.3200000000000003,0.789
2.68,2.68,1.76,3.76,0.857
3.68,3.68,1.8,3.8,0.86
3.12,3.12,1.2,3.2,0.843
3.52,3.52,1.6,3.6,0.83
3.2,3.2,1.4,3.4,0.851
2.4,2.4,1.56,3.56,0.844
2.92,2.92,1.96,3.96,0.844
0.12,0.12,1.28,3.2800000000000002,0.273
1.36,1.36,1.52,3.52,0.788
2.88,2.88,1.0,3.0,0.87
2.0,2.0,1.16,3.16,0.82
2.2,2.2,1.36,3.3600000000000003,0.828
0.52,0.52,1.68,3.6799999999999997,0.616
1.64,1.64,1.72,3.7199999999999998,0.803
0.84,0.84,1.88,3.88,0.681
2.72,2.72,1.76,3.76,0.833
1.16,1.16,1.32,3.3200000000000003,0.804
0.28,0.28,1.48,3.48,0.458
0.96,0.96,1.12,3.12,0.782
4.0,4.0,1.04,3.04,0.839
1.84,1.84,1.92,3.92,0.824
3.72,3.72,1.8,3.8,0.847
3.16,3.16,1.2,3.2,0.82
0.16,0.16,1.28,3.2800000000000002,0.354
3.24,3.24,1.4,3.4,0.852
3.56,3.56,1.6,3.6,0.844
2.92,2.92,1.0,3.0,0.844
2.44,2.44,1.56,3.56,0.836
2.96,2.96,1.96,3.96,0.865
1.68,1.68,1.72,3.7199999999999998,0.83
1.4,1.4,1.52,3.52,0.807
1.0,1.0,1.12,3.12,0.789
0.32,0.32,1.48,3.48,0.471
1.2,1.2,1.32,3.3200000000000003,0.804
2.24,2.24,1.36,3.3600000000000003,0.834
2.04,2.04,1.16,3.16,0.829
2.76,2.76,1.76,3.76,0.818
0.88,0.88,1.88,3.88,0.71
0.56,0.56,1.68,3.6799999999999997,0.605
0.0,0.0,1.08,3.08,0.1
0.2,0.2,1.28,3.2800000000000002,0.399
3.2,3.2,1.2,3.2,0.848
3.76,3.76,1.8,3.8,0.87
1.88,1.88,1.92,3.92,0.811
1.04,1.04,1.12,3.12,0.805
3.28,3.28,1.4,3.4,0.842
1.24,1.24,1.32,3.3200000000000003,0.78
2.96,2.96,1.0,3.0,0.841
1.72,1.72,1.72,3.7199999999999998,0.8
3.0,3.0,1.96,3.96,0.841
2.48,2.48,1.56,3.56,0.821
3.6,3.6,1.6,3.6,0.855
2.28,2.28,1.36,3.3600000000000003,0.833
1.44,1.44,1.52,3.52,0.807
0.36,0.36,1.48,3.48,0.528
3.24,3.24,1.2,3.2,0.832
0.04,0.04,1.08,3.08,0.15
0.92,0.92,1.88,3.88,0.708
2.08,2.08,1.16,3.16,0.833
2.8,2.8,1.76,3.76,0.829
0.6,0.6,1.68,3.6799999999999997,0.654
1.92,1.92,1.92,3.92,0.829
0.24,0.24,1.28,3.2800000000000002,0.427
3.8,3.8,1.8,3.8,0.851
1.08,1.08,1.12,3.12,0.817
2.52,2.52,1.56,3.56,0.829
3.0,3.0,1.0,3.0,0.838
1.28,1.28,1.32,3.3200000000000003,0.801
3.64,3.64,1.6,3.6,0.864
3.04,3.04,1.96,3.96,0.857
1.48,1.48,1.52,3.52,0.8
3.32,3.32,1.4,3.4,0.837
2.32,2.32,1.36,3.3600000000000003,0.828
0.08,0.08,1.08,3.08,0.234
0.4,0.4,1.48,3.48,0.574
1.76,1.76,1.72,3.7199999999999998,0.784
2.84,2.84,1.76,3.76,0.826
0.64,0.64,1.68,3.6799999999999997,0.643
3.28,3.28,1.2,3.2,0.851
2.12,2.12,1.16,3.16,0.81
0.96,0.96,1.88,3.88,0.733
0.28,0.28,1.28,3.2800000000000002,0.509
2.56,2.56,1.56,3.56,0.86
1.96,1.96,1.92,3.92,0.8
1.32,1.32,1.32,3.3200000000000003,0.811
3.84,3.84,1.8,3.8,0.846
1.12,1.12,1.12,3.12,0.804
3.04,3.04,1.0,3.0,0.849
3.08,3.08,1.96,3.96,0.851
3.68,3.68,1.6,3.6,0.848
3.36,3.36,1.4,3.4,0.849
2.36,2.36,1.36,3.3600000000000003,0.84
0.44,0.44,1.48,3.48,0.581
1.8,1.8,1.72,3.7199999999999998,0.825
2.88,2.88,1.76,3.76,0.836
0.68,0.68,1.68,3.6799999999999997,0.668
1.52,1.52,1.52,3.52,0.805
0.12,0.12,1.08,3.08,0.301
3.32,3.32,1.2,3.2,0.838
2.6,2.6,1.56,3.56,0.832
0.32,0.32,1.28,3.2800000000000002,0.52
1.36,1.36,1.32,3.3200000000000003,0.805
3.88,3.88,1.8,3.8,0.849
1.0,1.0,1.88,3.88,0.717
2.16,2.16,1.16,3.16,0.833
2.0,2.0,1.92,3.92,0.816
1.16,1.16,1.12,3.12,0.802
3.08,3.08,1.0,3.0,0.824
3.12,3.12,1.96,3.96,0.848
3.4,3.4,1.4,3.4,0.839
2.4,2.4,1.36,3.3600000000000003,0.837
2.92,2.92,1.76,3.76,0.852
0.16,0.16,1.08,3.08,0.381
0.48,0.48,1.48,3.48,0.626
3.72,3.72,1.6,3.6,0.866
2.64,2.64,1.56,3.56,0.834
3.36,3.36,1.2,3.2,0.849
1.84,1.84,1.72,3.7199999999999998,0.813
1.56,1.56,1.52,3.52,0.82
1.4,1.4,1.32,3.3200000000000003,0.81
1.04,1.04,1.88,3.88,0.716
2.04,2.04,1.92,3.92,0.809
2.2,2.2,1.16,3.16,0.832
0.72,0.72,1.68,3.6799999999999997,0.701
3.92,3.92,1.8,3.8,0.842
0.36,0.36,1.28,3.2800000000000002,0.551
1.2,1.2,1.12,3.12,0.788
3.44,3.44,1.4,3.4,0.848
3.16,3.16,1.96,3.96,0.841
2.44,2.44,1.36,3.3600000000000003,0.829
0.2,0.2,1.08,3.08,0.431
3.12,3.12,1.0,3.0,0.84
2.96,2.96,1.76,3.76,0.865
2.68,2.68,1.56,3.56,0.854
0.52,0.52,1.48,3.48,0.61
1.44,1.44,1.32,3.3200000000000003,0.819
1.08,1.08,1.88,3.88,0.758
2.08,2.08,1.92,3.92,0.833
2.24,2.24,1.16,3.16,0.839
3.76,3.76,1.6,3.6,0.826
1.6,1.6,1.52,3.52,0.815
3.4,3.4,1.2,3.2,0.849
0.4,0.4,1.28,3.2800000000000002,0.594
1.88,1.88,1.72,3.7199999999999998,0.837
0.76,0.76,1.68,3.6799999999999997,0.702
3.96,3.96,1.8,3.8,0.84
1.24,1.24,1.12,3.12,0.822
3.48,3.48,1.4,3.4,0.852
3.2,3.2,1.96,3.96,0.848
3.16,3.16,1.0,3.0,0.825
3.0,3.0,1.76,3.76,0.826
2.48,2.48,1.36,3.3600000000000003,0.835
0.24,0.24,1.08,3.08,0.464
2.72,2.72,1.56,3.56,0.838
1.12,1.12,1.88,3.88,0.761
0.44,0.44,1.28,3.2800000000000002,0.619
2.28,2.28,1.16,3.16,0.82
2.12,2.12,1.92,3.92,0.832
3.8,3.8,1.6,3.6,0.856
0.56,0.56,1.48,3.48,0.633
1.92,1.92,1.72,3.7199999999999998,0.824
1.48,1.48,1.32,3.3200000000000003,0.806
1.64,1.64,1.52,3.52,0.798
3.44,3.44,1.2,3.2,0.857
0.8,0.8,1.68,3.6799999999999997,0.709
4.0,4.0,1.8,3.8,0.863
1.28,1.28,1.12,3.12,0.817
3.24,3.24,1.96,3.96,0.848
3.2,3.2,1.0,3.0,0.847
3.52,3.52,1.4,3.4,0.847
3.04,3.04,1.76,3.76,0.855
2.16,2.16,1.92,3.92,0.838
2.52,2.52,1.36,3.3600000000000003,0.844
1.16,1.16,1.88,3.88,0.756
2.76,2.76,1.56,3.56,0.836
0.28,0.28,1.08,3.08,0.522
3.84,3.84,1.6,3.6,0.834
2.32,2.32,1.16,3.16,0.832
0.48,0.48,1.28,3.2800000000000002,0.619
1.68,1.68,1.52,3.52,0.819
0.6,0.6,1.48,3.48,0.668
1.96,1.96,1.72,3.7199999999999998,0.835
1.52,1.52,1.32,3.3200000000000003,0.8
3.48,3.48,1.2,3.2,0.836
3.28,3.28,1.96,3.96,0.866
0.84,0.84,1.68,3.6799999999999997,0.714
3.56,3.56,1.4,3.4,0.836
0.0,0.0,1.84,3.84,0.091
3.24,3.24,1.0,3.0,0.846
2.56,2.56,1.36,3.3600000000000003,0.825
1.32,1.32,1.12,3.12,0.819
3.08,3.08,1.76,3.76,0.854
0.52,0.52,1.28,3.2800000000000002,0.672
2.8,2.8,1.56,3.56,0.838
0.32,0.32,1.08,3.08,0.56
2.2,2.2,1.92,3.92,0.821
1.56,1.56,1.32,3.3200000000000003,0.82
1.2,1.2,1.88,3.88,0.76
2.36,2.36,1.16,3.16,0.816
3.88,3.88,1.6,3.6,0.84
2.0,2.0,1.72,3.7199999999999998,0.813
3.52,3.52,1.2,3.2,0.854
1.72,1.72,1.52,3.52,0.826
3.32,3.32,1.96,3.96,0.825
0.88,0.88,1.68,3.6799999999999997,0.75
0.64,0.64,1.48,3.48,0.674
3.6,3.6,1.4,3.4,0.845
2.6,2.6,1.36,3.3600000000000003,0.846
3.28,3.28,1.0,3.0,0.843
0.04,0.04,1.84,3.84,0.145
1.36,1.36,1.12,3.12,0.805
0.56,0.56,1.28,3.2800000000000002,0.649
3.56,3.56,1.2,3.2,0.845
3.92,3.92,1.6,3.6,0.863
0.36,0.36,1.08,3.08,0.594
3.12,3.12,1.76,3.76,0.848
0.92,0.92,1.68,3.6799999999999997,0.727
2.84,2.84,1.56,3.56,0.853
2.04,2.04,1.72,3.7199999999999998,0.81
1.6,1.6,1.32,3.3200000000000003,0.824
1.24,1.24,1.88,3.88,0.744
2.4,2.4,1.16,3.16,0.842
2.24,2.24,1.92,3.92,0.845
1.76,1.76,1.52,3.52,0.825
3.36,3.36,1.96,3.96,0.839
3.64,3.64,1.4,3.4,0.845
2.64,2.64,1.36,3.3600000000000003,0.826
0.08,0.08,1.84,3.84,0.163
1.4,1.4,1.12,3.12,0.82
0.68,0.68,1.48,3.48,0.684
3.32,3.32,1.0,3.0,0.842
0.96,0.96,1.68,3.6799999999999997,0.762
0.6,0.6,1.28,3.2800000000000002,0.704
2.88,2.88,1.56,3.56,0.843
2.44,2.44,1.16,3.16,0.834
1.8,1.8,1.52,3.52,0.803
3.6,3.6,1.2,3.2,0.844
3.4,3.4,1.96,3.96,0.842
3.96,3.96,1.6,3.6,0.835
3.16,3.16,1.76,3.76,0.843
0.4,0.4,1.08,3.08,0.649
1.28,1.28,1.88,3.88,0.771
2.08,2.08,1.72,3.7199999999999998,0.858
1.64,1.64,1.32,3.3200000000000003,0.815
1.44,1.44,1.12,3.12,0.786
2.28,2.28,1.92,3.92,0.831
0.12,0.12,1.84,3.84,0.239
2.68,2.68,1.36,3.3600000000000003,0.842
3.36,3.36,1.0,3.0,0.83
3.68,3.68,1.4,3.4,0.853
1.0,1.0,1.68,3.6799999999999997,0.738
0.64,0.64,1.28,3.2800000000000002,0.686
0.72,0.72,1.48,3.48,0.709
3.64,3.64,1.2,3.2,0.852
2.92,2.92,1.56,3.56,0.837
1.84,1.84,1.52,3.52,0.849
3.44,3.44,1.96,3.96,0.843
4.0,4.0,1.6,3.6,0.832
0.44,0.44,1.08,3.08,0.624
2.48,2.48,1.16,3.16,0.837
1.48,1.48,1.12,3.12,0.803
2.32,2.32,1.92,3.92,0.831
2.72,2.72,1.36,3.3600000000000003,0.832
3.2,3.2,1.76,3.76,0.844
1.32,1.32,1.88,3.88,0.754
2.12,2.12,1.72,3.7199999999999998,0.832
1.68,1.68,1.32,3.3200000000000003,0.8
3.4,3.4,1.0,3.0,0.842
0.68,0.68,1.28,3.2800000000000002,0.696
0.16,0.16,1.84,3.84,0.281
3.68,3.68,1.2,3.2,0.836
1.04,1.04,1.68,3.6799999999999997,0.735
3.72,3.72,1.4,3.4,0.839
0.76,0.76,1.48,3.48,0.709
2.96,2.96,1.56,3.56,0.858
1.88,1.88,1.52,3.52,0.82
1.52,1.52,1.12,3.12,0.8
0.48,0.48,1.08,3.08,0.654
2.52,2.52,1.16,3.16,0.836
3.48,3.48,1.96,3.96,0.865
0.0,0.0,1.64,3.6399999999999997,0.097
3.24,3.24,1.76,3.76,0.836
3.44,3.44,1.0,3.0,0.837
2.36,2.36,1.92,3.92,0.84
2.76,2.76,1.36,3.3600000000000003,0.855
0.72,0.72,1.28,3.2800000000000002,0.748
2.16,2.16,1.72,3.7199999999999998,0.837
1.72,1.72,1.32,3.3200000000000003,0.834
0.2,0.2,1.84,3.84,0.311
1.36,1.36,1.88,3.88,0.782
1.08,1.08,1.68,3.6799999999999997,0.778
3.72,3.72,1.2,3.2,0.851
1.56,1.56,1.12,3.12,0.82
3.76,3.76,1.4,3.4,0.845
0.52,0.52,1.08,3.08,0.675
0.8,0.8,1.48,3.48,0.727
1.92,1.92,1.52,3.52,0.822
2.56,2.56,1.16,3.16,0.848
3.0,3.0,1.56,3.56,0.858
2.8,2.8,1.36,3.3600000000000003,0.856
2.4,2.4,1.92,3.92,0.832
0.76,0.76,1.28,3.2800000000000002,0.767
2.2,2.2,1.72,3.7199999999999998,0.818
3.52,3.52,1.96,3.96,0.863
0.24,0.24,1.84,3.84,0.376
1.12,1.12,1.68,3.6799999999999997,0.771
0.04,0.04,1.64,3.6399999999999997,0.114
3.28,3.28,1.76,3.76,0.851
3.48,3.48,1.0,3.0,0.841
1.76,1.76,1.32,3.3200000000000003,0.818
1.6,1.6,1.12,3.12,0.83
1.4,1.4,1.88,3.88,0.781
1.96,1.96,1.52,3.52,0.827
0.56,0.56,1.08,3.08,0.704
3.76,3.76,1.2,3.2,0.836
3.8,3.8,1.4,3.4,0.86
0.28,0.28,1.84,3.84,0.395
0.84,0.84,1.48,3.48,0.717
2.6,2.6,1.16,3.16,0.842
3.04,3.04,1.56,3.56,0.841
2.44,2.44,1.92,3.92,0.829
2.84,2.84,1.36,3.3600000000000003,0.852
0.8,0.8,1.28,3.2800000000000002,0.748
3.32,3.32,1.76,3.76,0.842
1.16,1.16,1.68,3.6799999999999997,0.751
3.56,3.56,1.96,3.96,0.847
3.52,3.52,1.0,3.0,0.849
2.24,2.24,1.72,3.7199999999999998,0.827
0.08,0.08,1.64,3.6399999999999997,0.163
1.44,1.44,1.88,3.88,0.797
1.64,1.64,1.12,3.12,0.804
1.8,1.8,1.32,3.3200000000000003,0.821
3.8,3.8,1.2,3.2,0.824
0.6,0.6,1.08,3.08,0.714
2.0,2.0,1.52,3.52,0.831
0.32,0.32,1.84,3.84,0.449
0.88,0.88,1.48,3.48,0.761
2.88,2.88,1.36,3.3600000000000003,0.872
3.84,3.84,1.4,3.4,0.842
2.64,2.64,1.16,3.16,0.86
3.36,3.36,1.76,3.76,0.863
2.48,2.48,1.92,3.92,0.843
0.84,0.84,1.28,3.2800000000000002,0.723
0.12,0.12,1.64,3.6399999999999997,0.245
3.08,3.08,1.56,3.56,0.846
3.6,3.6,1.96,3.96,0.852
1.48,1.48,1.88,3.88,0.81
2.28,2.28,1.72,3.7199999999999998,0.828
1.2,1.2,1.68,3.6799999999999997,0.785
3.56,3.56,1.0,3.0,0.845
3.84,3.84,1.2,3.2,0.833
1.68,1.68,1.12,3.12,0.822
1.84,1.84,1.32,3.3200000000000003,0.839
0.36,0.36,1.84,3.84,0.466
0.64,0.64,1.08,3.08,0.724
2.92,2.92,1.36,3.3600000000000003,0.851
3.88,3.88,1.4,3.4,0.839
2.52,2.52,1.92,3.92,0.838
2.04,2.04,1.52,3.52,0.832
0.92,0.92,1.48,3.48,0.736
0.88,0.88,1.28,3.2800000000000002,0.767
0.16,0.16,1.64,3.6399999999999997,0.275
1.52,1.52,1.88,3.88,0.812
2.68,2.68,1.16,3.16,0.846
3.4,3.4,1.76,3.76,0.855
2.32,2.32,1.72,3.7199999999999998,0.842
3.64,3.64,1.96,3.96,0.854
3.12,3.12,1.56,3.56,0.852
1.72,1.72,1.12,3.12,0.804
3.6,3.6,1.0,3.0,0.835
3.88,3.88,1.2,3.2,0.843
1.88,1.88,1.32,3.3200000000000003,0.827
1.24,1.24,1.68,3.6799999999999997,0.785
0.4,0.4,1.84,3.84,0.461
3.92,3.92,1.4,3.4,0.806
0.68,0.68,1.08,3.08,0.729
2.96,2.96,1.36,3.3600000000000003,0.837
2.56,2.56,1.92,3.92,0.821
0.96,0.96,1.48,3.48,0.766
0.92,0.92,1.28,3.2800000000000002,0.764
1.56,1.56,1.88,3.88,0.802
2.08,2.08,1.52,3.52,0.843
3.44,3.44,1.76,3.76,0.845
1.76,1.76,1.12,3.12,0.82
0.2,0.2,1.64,3.6399999999999997,0.319
3.68,3.68,1.96,3.96,0.853
2.72,2.72,1.16,3.16,0.848
2.36,2.36,1.72,3.7199999999999998,0.846
1.92,1.92,1.32,3.3200000000000003,0.829
3.16,3.16,1.56,3.56,0.85
3.64,3.64,1.0,3.0,0.855
3.92,3.92,1.2,3.2,0.858
3.96,3.96,1.4,3.4,0.842
3.0,3.0,1.36,3.3600000000000003,0.839
1.28,1.28,1.68,3.6799999999999997,0.758
0.44,0.44,1.84,3.84,0.535
1.0,1.0,1.48,3.48,0.778
1.8,1.8,1.12,3.12,0.825
0.72,0.72,1.08,3.08,0.753
2.6,2.6,1.92,3.92,0.833
0.96,0.96,1.28,3.2800000000000002,0.775
1.6,1.6,1.88,3.88,0.795
3.48,3.48,1.76,3.76,0.85
2.12,2.12,1.52,3.52,0.849
3.72,3.72,1.96,3.96,0.856
0.24,0.24,1.64,3.6399999999999997,0.395
2.76,2.76,1.16,3.16,0.838
3.04,3.04,1.36,3.3600000000000003,0.842
1.96,1.96,1.32,3.3200000000000003,0.845
3.2,3.2,1.56,3.56,0.845
2.4,2.4,1.72,3.7199999999999998,0.835
4.0,4.0,1.4,3.4,0.844
3.68,3.68,1.0,3.0,0.842
1.32,1.32,1.68,3.6799999999999997,0.761
3.96,3.96,1.2,3.2,0.845
0.48,0.48,1.84,3.84,0.562
1.0,1.0,1.28,3.2800000000000002,0.777
3.76,3.76,1.96,3.96,0.836
1.04,1.04,1.48,3.48,0.745
0.28,0.28,1.64,3.6399999999999997,0.417
1.84,1.84,1.12,3.12,0.816
3.52,3.52,1.76,3.76,0.836
0.76,0.76,1.08,3.08,0.753
1.64,1.64,1.88,3.88,0.806
2.64,2.64,1.92,3.92,0.827
3.24,3.24,1.56,3.56,0.848
2.16,2.16,1.52,3.52,0.827
2.44,2.44,1.72,3.7199999999999998,0.854
0.0,0.0,1.44,3.44,0.096
2.0,2.0,1.32,3.3200000000000003,0.803
2.8,2.8,1.16,3.16,0.832
3.08,3.08,1.36,3.3600000000000003,0.84
3.72,3.72,1.0,3.0,0.833
4.0,4.0,1.2,3.2,0.856
0.52,0.52,1.84,3.84,0.537
1.04,1.04,1.28,3.2800000000000002,0.772
1.36,1.36,1.68,3.6799999999999997,0.799
0.8,0.8,1.08,3.08,0.751
0.32,0.32,1.64,3.6399999999999997,0.479
3.8,3.8,1.96,3.96,0.851
1.68,1.68,1.88,3.88,0.804
2.68,2.68,1.92,3.92,0.846
1.08,1.08,1.48,3.48,0.762
1.88,1.88,1.12,3.12,0.838
3.56,3.56,1.76,3.76,0.851
3.28,3.28,1.56,3.56,0.849
0.04,0.04,1.44,3.44,0.141
2.04,2.04,1.32,3.3200000000000003,0.838
2.48,2.48,1.72,3.7199999999999998,0.857
2.2,2.2,1.52,3.52,0.83
3.12,3.12,1.36,3.3600000000000003,0.842
1.4,1.4,1.68,3.6799999999999997,0.796
3.76,3.76,1.0,3.0,0.816
2.84,2.84,1.16,3.16,0.844
0.56,0.56,1.84,3.84,0.592
0.0,0.0,1.24,3.24,0.103
0.84,0.84,1.08,3.08,0.786
1.08,1.08,1.28,3.2800000000000002,0.789
0.36,0.36,1.64,3.6399999999999997,0.499
2.72,2.72,1.92,3.92,0.838
1.72,1.72,1.88,3.88,0.812
3.84,3.84,1.96,3.96,0.88
0.08,0.08,1.44,3.44,0.186
3.6,3.6,1.76,3.76,0.841
2.08,2.08,1.32,3.3200000000000003,0.837
3.32,3.32,1.56,3.56,0.856
1.12,1.12,1.48,3.48,0.777
1.92,1.92,1.12,3.12,0.823
3.16,3.16,1.36,3.3600000000000003,0.833
2.52,2.52,1.72,3.7199999999999998,0.837
3.8,3.8,1.0,3.0,0.837
2.24,2.24,1.52,3.52,0.854
1.44,1.44,1.68,3.6799999999999997,0.788
0.04,0.04,1.24,3.24,0.152
1.12,1.12,1.28,3.2800000000000002,0.792
0.6,0.6,1.84,3.84,0.596
3.88,3.88,1.96,3.96,0.849
0.88,0.88,1.08,3.08,0.754
2.88,2.88,1.16,3.16,0.822
2.76,2.76,1.92,3.92,0.832
2.12,2.12,1.32,3.3200000000000003,0.845
0.12,0.12,1.44,3.44,0.269
0.4,0.4,1.64,3.6399999999999997,0.55
3.36,3.36,1.56,3.56,0.852
1.76,1.76,1.88,3.88,0.819
3.64,3.64,1.76,3.76,0.838
3.2,3.2,1.36,3.3600000000000003,0.844
2.56,2.56,1.72,3.7199999999999998,0.827
1.96,1.96,1.12,3.12,0.819
1.48,1.48,1.68,3.6799999999999997,0.792
1.16,1.16,1.48,3.48,0.769
3.84,3.84,1.0,3.0,0.852
2.28,2.28,1.52,3.52,0.845
3.92,3.92,1.96,3.96,0.864
0.08,0.08,1.24,3.24,0.23
1.16,1.16,1.28,3.2800000000000002,0.801
2.16,2.16,1.32,3.3200000000000003,0.809
0.92,0.92,1.08,3.08,0.769
2.92,2.92,1.16,3.16,0.841
2.8,2.8,1.92,3.92,0.844
0.64,0.64,1.84,3.84,0.639
0.16,0.16,1.44,3.44,0.329
2.0,2.0,1.12,3.12,0.823
1.8,1.8,1.88,3.88,0.816
1.52,1.52,1.68,3.6799999999999997,0.808
2.6,2.6,1.72,3.7199999999999998,0.82
3.4,3.4,1.56,3.56,0.838
0.44,0.44,1.64,3.6399999999999997,0.581
3.24,3.24,1.36,3.3600000000000003,0.845
3.68,3.68,1.76,3.76,0.836
3.88,3.88,1.0,3.0,0.845
2.32,2.32,1.52,3.52,0.821
3.96,3.96,1.96,3.96,0.858
1.2,1.2,1.48,3.48,0.79
2.2,2.2,1.32,3.3200000000000003,0.836
0.12,0.12,1.24,3.24,0.283
2.96,2.96,1.16,3.16,0.832
0.96,0.96,1.08,3.08,0.795
1.2,1.2,1.28,3.2800000000000002,0.812
2.04,2.04,1.12,3.12,0.796
2.84,2.84,1.92,3.92,0.848
0.2,0.2,1.44,3.44,0.355
1.84,1.84,1.88,3.88,0.818
0.68,0.68,1.84,3.84,0.638
1.56,1.56,1.68,3.6799999999999997,0.808
3.28,3.28,1.36,3.3600000000000003,0.858
0.48,0.48,1.64,3.6399999999999997,0.588
2.64,2.64,1.72,3.7199999999999998,0.849
3.44,3.44,1.56,3.56,0.848
3.72,3.72,1.76,3.76,0.857
2.36,2.36,1.52,3.52,0.834
3.92,3.92,1.0,3.0,0.846
1.24,1.24,1.48,3.48,0.808
4.0,4.0,1.96,3.96,0.853
0.24,0.24,1.44,3.44,0.41
3.0,3.0,1.16,3.16,0.825
2.24,2.24,1.32,3.3200000000000003,0.851
1.24,1.24,1.28,3.2800000000000002,0.803
0.16,0.16,1.24,3.24,0.325
1.88,1.88,1.88,3.88,0.825
2.08,2.08,1.12,3.12,0.828
0.52,0.52,1.64,3.6399999999999997,0.602
1.0,1.0,1.08,3.08,0.791
2.88,2.88,1.92,3.92,0.821
3.32,3.32,1.36,3.3600000000000003,0.835
0.72,0.72,1.84,3.84,0.668
2.68,2.68,1.72,3.7199999999999998,0.85
1.6,1.6,1.68,3.6799999999999997,0.805
3.48,3.48,1.56,3.56,0.85
3.76,3.76,1.76,3.76,0.858
2.4,2.4,1.52,3.52,0.826
3.96,3.96,1.0,3.0,0.832
0.56,0.56,1.64,3.6399999999999997,0.617
1.28,1.28,1.48,3.48,0.819
0.28,0.28,1.44,3.44,0.468
2.12,2.12,1.12,3.12,0.828
1.92,1.92,1.88,3.88,0.828
1.28,1.28,1.28,3.2800000000000002,0.809
