,opt,sigh,success_rate
1101,10,1.0,0.776
1102,10,1.01,0.78
1103,10,1.02,0.77
1104,10,1.03,0.784
1105,10,1.04,0.752
1106,10,1.05,0.786
1107,10,1.06,0.765
1108,10,1.07,0.786
1109,10,1.08,0.782
1110,10,1.09,0.752
1111,10,1.1,0.788
1112,10,1.11,0.78
1113,10,1.12,0.769
1114,10,1.1300000000000001,0.778
1115,10,1.1400000000000001,0.753
1116,10,1.1500000000000001,0.754
1117,10,1.16,0.756
1118,10,1.17,0.776
1119,10,1.18,0.762
1120,10,1.19,0.76
1121,10,1.2,0.76
1122,10,1.21,0.768
1123,10,1.22,0.759
1124,10,1.23,0.746
1125,10,1.24,0.77
1126,10,1.25,0.746
1127,10,1.26,0.768
1128,10,1.27,0.743
1129,10,1.28,0.733
1130,10,1.29,0.735
1131,10,1.3,0.735
1132,10,1.31,0.75
1133,10,1.32,0.741
1134,10,1.33,0.732
1135,10,1.34,0.741
1136,10,1.35,0.726
1137,10,1.36,0.736
1138,10,1.37,0.74
1139,10,1.3800000000000001,0.733
1140,10,1.3900000000000001,0.755
1141,10,1.4000000000000001,0.76
1142,10,1.41,0.736
1143,10,1.42,0.742
1144,10,1.43,0.742
1145,10,1.44,0.732
1146,10,1.45,0.718
1147,10,1.46,0.74
1148,10,1.47,0.737
1149,10,1.48,0.74
1150,10,1.49,0.776
1151,10,1.5,0.747
1152,10,1.51,0.736
1153,10,1.52,0.702
1154,10,1.53,0.73
1155,10,1.54,0.702
1156,10,1.55,0.754
1157,10,1.56,0.726
1158,10,1.57,0.752
1159,10,1.58,0.714
1160,10,1.59,0.709
1161,10,1.6,0.73
1162,10,1.61,0.728
1163,10,1.62,0.737
1164,10,1.6300000000000001,0.735
1165,10,1.6400000000000001,0.723
1166,10,1.6500000000000001,0.763
1167,10,1.6600000000000001,0.703
1168,10,1.67,0.744
1169,10,1.68,0.743
1170,10,1.69,0.711
1171,10,1.7,0.741
1172,10,1.71,0.724
1173,10,1.72,0.736
1174,10,1.73,0.715
1175,10,1.74,0.729
1176,10,1.75,0.741
1177,10,1.76,0.731
1178,10,1.77,0.717
1179,10,1.78,0.72
1180,10,1.79,0.722
1181,10,1.8,0.731
1182,10,1.81,0.707
1183,10,1.82,0.713
1184,10,1.83,0.715
1185,10,1.84,0.711
1186,10,1.85,0.71
1187,10,1.86,0.717
1188,10,1.87,0.712
1189,10,1.8800000000000001,0.712
1190,10,1.8900000000000001,0.745
1191,10,1.9000000000000001,0.721
1192,10,1.9100000000000001,0.708
1193,10,1.92,0.735
1194,10,1.93,0.714
1195,10,1.94,0.723
1196,10,1.95,0.708
1197,10,1.96,0.731
1198,10,1.97,0.718
1199,10,1.98,0.748
1200,10,1.99,0.702
1201,10,2.0,0.722
1202,10,2.0100000000000002,0.706
1203,10,2.02,0.711
1204,10,2.0300000000000002,0.73
1205,10,2.04,0.717
1206,10,2.05,0.728
1207,10,2.06,0.716
1208,10,2.07,0.701
1209,10,2.08,0.738
1210,10,2.09,0.715
1211,10,2.1,0.736
1212,10,2.11,0.725
1213,10,2.12,0.727
1214,10,2.13,0.746
1215,10,2.14,0.72
1216,10,2.15,0.72
1217,10,2.16,0.732
1218,10,2.17,0.714
1219,10,2.18,0.739
1220,10,2.19,0.707
1221,10,2.2,0.711
1222,10,2.21,0.713
1223,10,2.22,0.731
1224,10,2.23,0.722
1225,10,2.24,0.716
1226,10,2.25,0.735
1227,10,2.2600000000000002,0.742
1228,10,2.27,0.725
1229,10,2.2800000000000002,0.718
1230,10,2.29,0.732
1231,10,2.3000000000000003,0.709
1232,10,2.31,0.7
1233,10,2.32,0.724
1234,10,2.33,0.698
1235,10,2.34,0.724
1236,10,2.35,0.719
1237,10,2.36,0.73
1238,10,2.37,0.704
1239,10,2.38,0.693
1240,10,2.39,0.688
1241,10,2.4,0.698
1242,10,2.41,0.735
1243,10,2.42,0.715
1244,10,2.43,0.714
1245,10,2.44,0.711
1246,10,2.45,0.699
1247,10,2.46,0.683
1248,10,2.47,0.701
1249,10,2.48,0.689
1250,10,2.49,0.728
1251,10,2.5,0.726
1252,10,2.5100000000000002,0.701
1253,10,2.52,0.704
1254,10,2.5300000000000002,0.719
1255,10,2.54,0.705
1256,10,2.5500000000000003,0.718
1257,10,2.56,0.69
1258,10,2.57,0.678
1259,10,2.58,0.705
1260,10,2.59,0.694
1261,10,2.6,0.682
1262,10,2.61,0.688
1263,10,2.62,0.711
1264,10,2.63,0.699
1265,10,2.64,0.692
1266,10,2.65,0.706
1267,10,2.66,0.698
1268,10,2.67,0.688
1269,10,2.68,0.706
1270,10,2.69,0.701
1271,10,2.7,0.697
1272,10,2.71,0.681
1273,10,2.72,0.68
1274,10,2.73,0.701
1275,10,2.74,0.7
1276,10,2.75,0.694
1277,10,2.7600000000000002,0.667
1278,10,2.77,0.688
1279,10,2.7800000000000002,0.718
1280,10,2.79,0.698
1281,10,2.8000000000000003,0.713
1282,10,2.81,0.698
1283,10,2.82,0.689
1284,10,2.83,0.704
1285,10,2.84,0.67
1286,10,2.85,0.678
1287,10,2.86,0.69
1288,10,2.87,0.684
1289,10,2.88,0.664
1290,10,2.89,0.665
1291,10,2.9,0.695
1292,10,2.91,0.679
1293,10,2.92,0.681
1294,10,2.93,0.682
1295,10,2.94,0.692
1296,10,2.95,0.671
1297,10,2.96,0.697
1298,10,2.97,0.689
1299,10,2.98,0.678
1300,10,2.99,0.697
1301,10,3.0,0.705
1302,10,3.0100000000000002,0.697
1303,10,3.02,0.701
1304,10,3.0300000000000002,0.684
1305,10,3.04,0.704
1306,10,3.0500000000000003,0.68
1307,10,3.06,0.671
1308,10,3.0700000000000003,0.669
1309,10,3.08,0.658
1310,10,3.09,0.675
1311,10,3.1,0.701
1312,10,3.11,0.666
1313,10,3.12,0.679
1314,10,3.13,0.712
1315,10,3.14,0.665
1316,10,3.15,0.694
1317,10,3.16,0.678
1318,10,3.17,0.683
1319,10,3.18,0.674
1320,10,3.19,0.681
1321,10,3.2,0.67
1322,10,3.21,0.668
1323,10,3.22,0.668
1324,10,3.23,0.68
1325,10,3.24,0.695
1326,10,3.25,0.667
1327,10,3.2600000000000002,0.662
1328,10,3.27,0.663
1329,10,3.2800000000000002,0.676
1330,10,3.29,0.706
1331,10,3.3000000000000003,0.674
1332,10,3.31,0.677
1333,10,3.3200000000000003,0.668
1334,10,3.33,0.666
1335,10,3.34,0.695
1336,10,3.35,0.666
1337,10,3.36,0.666
1338,10,3.37,0.644
1339,10,3.38,0.676
1340,10,3.39,0.67
1341,10,3.4,0.646
1342,10,3.41,0.652
1343,10,3.42,0.632
1344,10,3.43,0.677
1345,10,3.44,0.643
1346,10,3.45,0.672
1347,10,3.46,0.67
1348,10,3.47,0.665
1349,10,3.48,0.671
1350,10,3.49,0.645
1351,10,3.5,0.671
1352,10,3.5100000000000002,0.665
1353,10,3.52,0.667
1354,10,3.5300000000000002,0.653
1355,10,3.54,0.674
1356,10,3.5500000000000003,0.654
1357,10,3.56,0.652
1358,10,3.5700000000000003,0.63
1359,10,3.58,0.656
1360,10,3.59,0.663
1361,10,3.6,0.665
1362,10,3.61,0.666
1363,10,3.62,0.664
1364,10,3.63,0.646
1365,10,3.64,0.66
1366,10,3.65,0.671
1367,10,3.66,0.664
1368,10,3.67,0.679
1369,10,3.68,0.645
1370,10,3.69,0.649
1371,10,3.7,0.653
1372,10,3.71,0.658
1373,10,3.72,0.682
1374,10,3.73,0.663
1375,10,3.74,0.657
1376,10,3.75,0.654
1377,10,3.7600000000000002,0.674
1378,10,3.77,0.663
1379,10,3.7800000000000002,0.66
1380,10,3.79,0.661
1381,10,3.8000000000000003,0.671
1382,10,3.81,0.647
1383,10,3.8200000000000003,0.653
1384,10,3.83,0.647
1385,10,3.84,0.662
1386,10,3.85,0.644
1387,10,3.86,0.651
1388,10,3.87,0.669
1389,10,3.88,0.652
1390,10,3.89,0.646
1391,10,3.9,0.654
1392,10,3.91,0.632
1393,10,3.92,0.65
1394,10,3.93,0.666
1395,10,3.94,0.655
1396,10,3.95,0.645
1397,10,3.96,0.663
1398,10,3.97,0.669
1399,10,3.98,0.631
1400,10,3.99,0.644
1401,10,4.0,0.646
1402,10,4.01,0.619
1403,10,4.0200000000000005,0.658
1404,10,4.03,0.657
1405,10,4.04,0.61
1406,10,4.05,0.647
1407,10,4.0600000000000005,0.622
1408,10,4.07,0.646
1409,10,4.08,0.641
1410,10,4.09,0.666
1411,10,4.1,0.62
1412,10,4.11,0.616
1413,10,4.12,0.628
1414,10,4.13,0.623
1415,10,4.14,0.623
1416,10,4.15,0.636
1417,10,4.16,0.645
1418,10,4.17,0.627
1419,10,4.18,0.628
1420,10,4.19,0.679
1421,10,4.2,0.652
1422,10,4.21,0.615
1423,10,4.22,0.659
1424,10,4.23,0.639
1425,10,4.24,0.614
1426,10,4.25,0.645
1427,10,4.26,0.631
1428,10,4.2700000000000005,0.649
1429,10,4.28,0.627
1430,10,4.29,0.622
1431,10,4.3,0.641
1432,10,4.3100000000000005,0.655
1433,10,4.32,0.628
1434,10,4.33,0.615
1435,10,4.34,0.622
1436,10,4.3500000000000005,0.632
1437,10,4.36,0.645
1438,10,4.37,0.626
1439,10,4.38,0.63
1440,10,4.39,0.621
1441,10,4.4,0.642
1442,10,4.41,0.624
1443,10,4.42,0.641
1444,10,4.43,0.641
1445,10,4.44,0.621
1446,10,4.45,0.646
1447,10,4.46,0.607
1448,10,4.47,0.624
1449,10,4.48,0.62
1450,10,4.49,0.638
1451,10,4.5,0.637
1452,10,4.51,0.633
1453,10,4.5200000000000005,0.626
1454,10,4.53,0.633
1455,10,4.54,0.629
1456,10,4.55,0.645
1457,10,4.5600000000000005,0.634
1458,10,4.57,0.617
1459,10,4.58,0.606
1460,10,4.59,0.615
1461,10,4.6000000000000005,0.616
1462,10,4.61,0.639
1463,10,4.62,0.618
1464,10,4.63,0.645
1465,10,4.64,0.626
1466,10,4.65,0.616
1467,10,4.66,0.622
1468,10,4.67,0.604
1469,10,4.68,0.625
1470,10,4.69,0.625
1471,10,4.7,0.612
1472,10,4.71,0.607
1473,10,4.72,0.649
1474,10,4.73,0.608
1475,10,4.74,0.603
1476,10,4.75,0.613
1477,10,4.76,0.628
1478,10,4.7700000000000005,0.624
1479,10,4.78,0.639
1480,10,4.79,0.627
1481,10,4.8,0.597
1482,10,4.8100000000000005,0.574
1483,10,4.82,0.604
1484,10,4.83,0.613
1485,10,4.84,0.632
1486,10,4.8500000000000005,0.632
1487,10,4.86,0.56
1488,10,4.87,0.636
1489,10,4.88,0.61
1490,10,4.89,0.599
1491,10,4.9,0.596
1492,10,4.91,0.616
1493,10,4.92,0.617
1494,10,4.93,0.611
1495,10,4.94,0.624
1496,10,4.95,0.624
1497,10,4.96,0.595
1498,10,4.97,0.636
1499,10,4.98,0.633
1500,10,4.99,0.624
1501,10,5.0,0.6
1502,10,5.01,0.606
1503,10,5.0200000000000005,0.61
1504,10,5.03,0.592
1505,10,5.04,0.623
1506,10,5.05,0.635
1507,10,5.0600000000000005,0.612
1508,10,5.07,0.617
1509,10,5.08,0.64
1510,10,5.09,0.6
1511,10,5.1000000000000005,0.616
1512,10,5.11,0.608
1513,10,5.12,0.605
1514,10,5.13,0.591
1515,10,5.14,0.611
1516,10,5.15,0.608
1517,10,5.16,0.608
1518,10,5.17,0.619
1519,10,5.18,0.61
1520,10,5.19,0.574
1521,10,5.2,0.603
1522,10,5.21,0.629
1523,10,5.22,0.587
1524,10,5.23,0.584
1525,10,5.24,0.624
1526,10,5.25,0.643
1527,10,5.26,0.601
1528,10,5.2700000000000005,0.597
1529,10,5.28,0.615
1530,10,5.29,0.591
1531,10,5.3,0.614
1532,10,5.3100000000000005,0.604
1533,10,5.32,0.611
1534,10,5.33,0.595
1535,10,5.34,0.604
1536,10,5.3500000000000005,0.586
1537,10,5.36,0.576
1538,10,5.37,0.596
1539,10,5.38,0.623
1540,10,5.39,0.592
1541,10,5.4,0.601
1542,10,5.41,0.595
1543,10,5.42,0.622
1544,10,5.43,0.599
1545,10,5.44,0.617
1546,10,5.45,0.612
1547,10,5.46,0.576
1548,10,5.47,0.626
1549,10,5.48,0.597
1550,10,5.49,0.593
1551,10,5.5,0.594
1552,10,5.51,0.587
1553,10,5.5200000000000005,0.607
1554,10,5.53,0.605
1555,10,5.54,0.624
1556,10,5.55,0.614
1557,10,5.5600000000000005,0.596
1558,10,5.57,0.595
1559,10,5.58,0.612
1560,10,5.59,0.583
1561,10,5.6000000000000005,0.609
1562,10,5.61,0.624
1563,10,5.62,0.584
1564,10,5.63,0.591
1565,10,5.64,0.587
1566,10,5.65,0.6
1567,10,5.66,0.59
1568,10,5.67,0.644
1569,10,5.68,0.566
1570,10,5.69,0.592
1571,10,5.7,0.589
1572,10,5.71,0.609
1573,10,5.72,0.583
1574,10,5.73,0.587
1575,10,5.74,0.613
1576,10,5.75,0.629
1577,10,5.76,0.581
1578,10,5.7700000000000005,0.574
1579,10,5.78,0.608
1580,10,5.79,0.585
1581,10,5.8,0.574
1582,10,5.8100000000000005,0.57
1583,10,5.82,0.59
1584,10,5.83,0.59
1585,10,5.84,0.588
1586,10,5.8500000000000005,0.599
1587,10,5.86,0.579
1588,10,5.87,0.57
1589,10,5.88,0.611
1590,10,5.89,0.581
1591,10,5.9,0.592
1592,10,5.91,0.608
1593,10,5.92,0.589
1594,10,5.93,0.568
1595,10,5.94,0.576
1596,10,5.95,0.598
1597,10,5.96,0.625
1598,10,5.97,0.581
1599,10,5.98,0.619
1600,10,5.99,0.593
1601,10,6.0,0.58
1602,10,6.01,0.615
1603,10,6.0200000000000005,0.586
1604,10,6.03,0.578
1605,10,6.04,0.576
1606,10,6.05,0.564
1607,10,6.0600000000000005,0.599
1608,10,6.07,0.587
1609,10,6.08,0.558
1610,10,6.09,0.578
1611,10,6.1000000000000005,0.563
1612,10,6.11,0.596
1613,10,6.12,0.572
1614,10,6.13,0.578
1615,10,6.140000000000001,0.564
1616,10,6.15,0.601
1617,10,6.16,0.573
1618,10,6.17,0.597
1619,10,6.18,0.558
1620,10,6.19,0.579
1621,10,6.2,0.599
1622,10,6.21,0.569
1623,10,6.22,0.566
1624,10,6.23,0.57
1625,10,6.24,0.574
1626,10,6.25,0.592
1627,10,6.26,0.579
1628,10,6.2700000000000005,0.608
1629,10,6.28,0.581
1630,10,6.29,0.571
1631,10,6.3,0.583
1632,10,6.3100000000000005,0.564
1633,10,6.32,0.569
1634,10,6.33,0.597
1635,10,6.34,0.569
1636,10,6.3500000000000005,0.578
1637,10,6.36,0.583
1638,10,6.37,0.556
1639,10,6.38,0.576
1640,10,6.390000000000001,0.558
1641,10,6.4,0.586
1642,10,6.41,0.564
1643,10,6.42,0.573
1644,10,6.43,0.602
1645,10,6.44,0.566
1646,10,6.45,0.581
1647,10,6.46,0.572
1648,10,6.47,0.575
1649,10,6.48,0.556
1650,10,6.49,0.572
1651,10,6.5,0.601
1652,10,6.51,0.589
1653,10,6.5200000000000005,0.555
1654,10,6.53,0.569
1655,10,6.54,0.575
1656,10,6.55,0.536
1657,10,6.5600000000000005,0.554
1658,10,6.57,0.587
1659,10,6.58,0.588
1660,10,6.59,0.591
1661,10,6.6000000000000005,0.557
1662,10,6.61,0.587
1663,10,6.62,0.581
1664,10,6.63,0.579
1665,10,6.640000000000001,0.584
1666,10,6.65,0.561
1667,10,6.66,0.594
1668,10,6.67,0.572
1669,10,6.68,0.585
1670,10,6.69,0.598
1671,10,6.7,0.576
1672,10,6.71,0.585
1673,10,6.72,0.592
1674,10,6.73,0.598
1675,10,6.74,0.552
1676,10,6.75,0.586
1677,10,6.76,0.577
1678,10,6.7700000000000005,0.581
1679,10,6.78,0.608
1680,10,6.79,0.559
1681,10,6.8,0.563
1682,10,6.8100000000000005,0.569
1683,10,6.82,0.616
1684,10,6.83,0.539
1685,10,6.84,0.591
1686,10,6.8500000000000005,0.555
1687,10,6.86,0.581
1688,10,6.87,0.568
1689,10,6.88,0.584
1690,10,6.890000000000001,0.559
1691,10,6.9,0.546
1692,10,6.91,0.574
1693,10,6.92,0.556
1694,10,6.93,0.569
1695,10,6.94,0.581
1696,10,6.95,0.561
1697,10,6.96,0.56
1698,10,6.97,0.575
1699,10,6.98,0.565
1700,10,6.99,0.547
1701,10,7.0,0.578
1702,10,7.01,0.584
1703,10,7.0200000000000005,0.548
1704,10,7.03,0.549
1705,10,7.04,0.595
1706,10,7.05,0.587
1707,10,7.0600000000000005,0.565
1708,10,7.07,0.549
1709,10,7.08,0.594
1710,10,7.09,0.555
1711,10,7.1000000000000005,0.569
1712,10,7.11,0.567
1713,10,7.12,0.565
1714,10,7.13,0.581
1715,10,7.140000000000001,0.552
1716,10,7.15,0.561
1717,10,7.16,0.56
1718,10,7.17,0.571
1719,10,7.18,0.551
1720,10,7.19,0.573
1721,10,7.2,0.573
1722,10,7.21,0.561
1723,10,7.22,0.564
1724,10,7.23,0.572
1725,10,7.24,0.549
1726,10,7.25,0.567
1727,10,7.26,0.545
1728,10,7.2700000000000005,0.561
1729,10,7.28,0.58
1730,10,7.29,0.567
1731,10,7.3,0.555
1732,10,7.3100000000000005,0.554
1733,10,7.32,0.568
1734,10,7.33,0.582
1735,10,7.34,0.547
1736,10,7.3500000000000005,0.545
1737,10,7.36,0.581
1738,10,7.37,0.549
1739,10,7.38,0.568
1740,10,7.390000000000001,0.567
1741,10,7.4,0.525
1742,10,7.41,0.545
1743,10,7.42,0.585
1744,10,7.43,0.561
1745,10,7.44,0.552
1746,10,7.45,0.559
1747,10,7.46,0.562
1748,10,7.47,0.575
1749,10,7.48,0.543
1750,10,7.49,0.562
1751,10,7.5,0.565
1752,10,7.51,0.559
1753,10,7.5200000000000005,0.549
1754,10,7.53,0.569
1755,10,7.54,0.552
1756,10,7.55,0.576
1757,10,7.5600000000000005,0.572
1758,10,7.57,0.581
1759,10,7.58,0.554
1760,10,7.59,0.58
1761,10,7.6000000000000005,0.545
1762,10,7.61,0.563
1763,10,7.62,0.528
1764,10,7.63,0.548
1765,10,7.640000000000001,0.563
1766,10,7.65,0.539
1767,10,7.66,0.544
1768,10,7.67,0.572
1769,10,7.68,0.551
1770,10,7.69,0.554
1771,10,7.7,0.565
1772,10,7.71,0.56
1773,10,7.72,0.589
1774,10,7.73,0.566
1775,10,7.74,0.538
1776,10,7.75,0.524
1777,10,7.76,0.57
1778,10,7.7700000000000005,0.551
1779,10,7.78,0.544
1780,10,7.79,0.535
1781,10,7.8,0.527
1782,10,7.8100000000000005,0.565
1783,10,7.82,0.57
1784,10,7.83,0.558
1785,10,7.84,0.579
1786,10,7.8500000000000005,0.558
1787,10,7.86,0.553
1788,10,7.87,0.552
1789,10,7.88,0.556
1790,10,7.890000000000001,0.563
1791,10,7.9,0.58
1792,10,7.91,0.558
1793,10,7.92,0.548
1794,10,7.930000000000001,0.578
1795,10,7.94,0.578
1796,10,7.95,0.573
1797,10,7.96,0.539
1798,10,7.97,0.598
1799,10,7.98,0.557
1800,10,7.99,0.549
1801,10,8.0,0.548
1802,10,8.01,0.542
1803,10,8.02,0.562
1804,10,8.03,0.572
1805,10,8.040000000000001,0.566
1806,10,8.05,0.528
1807,10,8.06,0.558
1808,10,8.07,0.549
1809,10,8.08,0.525
1810,10,8.09,0.537
1811,10,8.1,0.549
1812,10,8.11,0.538
1813,10,8.120000000000001,0.553
1814,10,8.13,0.548
1815,10,8.14,0.524
1816,10,8.15,0.539
1817,10,8.16,0.532
1818,10,8.17,0.556
1819,10,8.18,0.569
1820,10,8.19,0.557
1821,10,8.2,0.564
1822,10,8.21,0.533
1823,10,8.22,0.553
1824,10,8.23,0.563
1825,10,8.24,0.549
1826,10,8.25,0.552
1827,10,8.26,0.543
1828,10,8.27,0.53
1829,10,8.28,0.541
1830,10,8.290000000000001,0.544
1831,10,8.3,0.509
1832,10,8.31,0.568
1833,10,8.32,0.54
1834,10,8.33,0.547
1835,10,8.34,0.531
1836,10,8.35,0.521
1837,10,8.36,0.56
1838,10,8.370000000000001,0.54
1839,10,8.38,0.547
1840,10,8.39,0.565
1841,10,8.4,0.539
1842,10,8.41,0.534
1843,10,8.42,0.555
1844,10,8.43,0.543
1845,10,8.44,0.545
1846,10,8.45,0.566
1847,10,8.46,0.566
1848,10,8.47,0.561
1849,10,8.48,0.566
1850,10,8.49,0.549
1851,10,8.5,0.547
1852,10,8.51,0.527
1853,10,8.52,0.506
1854,10,8.53,0.55
1855,10,8.540000000000001,0.553
1856,10,8.55,0.547
1857,10,8.56,0.548
1858,10,8.57,0.543
1859,10,8.58,0.534
1860,10,8.59,0.53
1861,10,8.6,0.547
1862,10,8.61,0.571
1863,10,8.620000000000001,0.52
1864,10,8.63,0.533
1865,10,8.64,0.558
1866,10,8.65,0.551
1867,10,8.66,0.52
1868,10,8.67,0.54
1869,10,8.68,0.535
1870,10,8.69,0.549
1871,10,8.700000000000001,0.524
1872,10,8.71,0.547
1873,10,8.72,0.575
1874,10,8.73,0.545
1875,10,8.74,0.562
1876,10,8.75,0.545
1877,10,8.76,0.54
1878,10,8.77,0.534
1879,10,8.78,0.557
1880,10,8.790000000000001,0.551
1881,10,8.8,0.529
1882,10,8.81,0.539
1883,10,8.82,0.571
1884,10,8.83,0.54
1885,10,8.84,0.55
1886,10,8.85,0.538
1887,10,8.86,0.535
1888,10,8.870000000000001,0.551
1889,10,8.88,0.531
1890,10,8.89,0.544
1891,10,8.9,0.53
1892,10,8.91,0.53
1893,10,8.92,0.547
1894,10,8.93,0.559
1895,10,8.94,0.518
1896,10,8.950000000000001,0.531
1897,10,8.96,0.506
1898,10,8.97,0.545
1899,10,8.98,0.528
1900,10,8.99,0.547
1901,10,9.0,0.537
1902,10,9.01,0.536
1903,10,9.02,0.542
1904,10,9.03,0.554
1905,10,9.040000000000001,0.534
1906,10,9.05,0.534
1907,10,9.06,0.529
1908,10,9.07,0.53
1909,10,9.08,0.557
1910,10,9.09,0.51
1911,10,9.1,0.499
1912,10,9.11,0.546
1913,10,9.120000000000001,0.525
1914,10,9.13,0.546
1915,10,9.14,0.54
1916,10,9.15,0.524
1917,10,9.16,0.529
1918,10,9.17,0.552
1919,10,9.18,0.535
1920,10,9.19,0.524
1921,10,9.200000000000001,0.51
1922,10,9.21,0.547
1923,10,9.22,0.491
1924,10,9.23,0.549
1925,10,9.24,0.527
1926,10,9.25,0.523
1927,10,9.26,0.51
1928,10,9.27,0.529
1929,10,9.28,0.526
1930,10,9.290000000000001,0.514
1931,10,9.3,0.542
1932,10,9.31,0.542
1933,10,9.32,0.513
1934,10,9.33,0.565
1935,10,9.34,0.54
1936,10,9.35,0.519
1937,10,9.36,0.507
1938,10,9.370000000000001,0.531
1939,10,9.38,0.537
1940,10,9.39,0.537
1941,10,9.4,0.538
1942,10,9.41,0.499
1943,10,9.42,0.517
1944,10,9.43,0.534
1945,10,9.44,0.505
1946,10,9.450000000000001,0.509
1947,10,9.46,0.53
1948,10,9.47,0.524
1949,10,9.48,0.533
1950,10,9.49,0.534
1951,10,9.5,0.531
1952,10,9.51,0.533
1953,10,9.52,0.514
1954,10,9.53,0.53
1955,10,9.540000000000001,0.524
1956,10,9.55,0.55
1957,10,9.56,0.525
1958,10,9.57,0.534
1959,10,9.58,0.532
1960,10,9.59,0.54
1961,10,9.6,0.495
1962,10,9.61,0.512
1963,10,9.620000000000001,0.544
1964,10,9.63,0.534
1965,10,9.64,0.539
1966,10,9.65,0.536
1967,10,9.66,0.55
1968,10,9.67,0.52
1969,10,9.68,0.512
1970,10,9.69,0.514
1971,10,9.700000000000001,0.504
1972,10,9.71,0.509
1973,10,9.72,0.511
1974,10,9.73,0.527
1975,10,9.74,0.534
1976,10,9.75,0.541
1977,10,9.76,0.533
1978,10,9.77,0.545
1979,10,9.78,0.536
1980,10,9.790000000000001,0.505
1981,10,9.8,0.546
1982,10,9.81,0.516
1983,10,9.82,0.53
1984,10,9.83,0.513
1985,10,9.84,0.504
1986,10,9.85,0.504
1987,10,9.86,0.52
1988,10,9.870000000000001,0.498
1989,10,9.88,0.519
1990,10,9.89,0.519
1991,10,9.9,0.518
1992,10,9.91,0.525
1993,10,9.92,0.528
1994,10,9.93,0.537
1995,10,9.94,0.513
1996,10,9.950000000000001,0.516
1997,10,9.96,0.501
1998,10,9.97,0.536
1999,10,9.98,0.492
2000,10,9.99,0.515
2001,10,10.0,0.512
2002,40,0.0,0.135
2003,40,0.01,0.171
2004,40,0.02,0.217
2005,40,0.03,0.218
2006,40,0.04,0.274
2007,40,0.05,0.329
2008,40,0.06,0.336
2009,40,0.07,0.374
2010,40,0.08,0.403
2011,40,0.09,0.448
2012,40,0.1,0.486
2013,40,0.11,0.532
2014,40,0.12,0.538
2015,40,0.13,0.595
2016,40,0.14,0.626
2017,40,0.15,0.622
2018,40,0.16,0.659
2019,40,0.17,0.614
2020,40,0.18,0.598
2021,40,0.19,0.588
2022,40,0.2,0.575
2023,40,0.21,0.534
2024,40,0.22,0.536
2025,40,0.23,0.498
2026,40,0.24,0.502
2027,40,0.25,0.498
2028,40,0.26,0.507
2029,40,0.27,0.484
2030,40,0.28,0.475
2031,40,0.29,0.47
2032,40,0.3,0.476
2033,40,0.31,0.419
2034,40,0.32,0.461
2035,40,0.33,0.418
2036,40,0.34,0.425
2037,40,0.35000000000000003,0.43
2038,40,0.36,0.402
2039,40,0.37,0.428
2040,40,0.38,0.424
2041,40,0.39,0.386
2042,40,0.4,0.423
2043,40,0.41000000000000003,0.387
2044,40,0.42,0.383
2045,40,0.43,0.413
2046,40,0.44,0.39
2047,40,0.45,0.371
2048,40,0.46,0.4
2049,40,0.47000000000000003,0.373
2050,40,0.48,0.384
2051,40,0.49,0.394
2052,40,0.5,0.384
2053,40,0.51,0.392
2054,40,0.52,0.379
2055,40,0.53,0.404
2056,40,0.54,0.376
2057,40,0.55,0.356
2058,40,0.56,0.384
2059,40,0.5700000000000001,0.373
2060,40,0.58,0.382
2061,40,0.59,0.378
2062,40,0.6,0.357
2063,40,0.61,0.374
2064,40,0.62,0.38
2065,40,0.63,0.383
2066,40,0.64,0.366
2067,40,0.65,0.365
2068,40,0.66,0.379
2069,40,0.67,0.382
2070,40,0.68,0.409
2071,40,0.6900000000000001,0.394
2072,40,0.7000000000000001,0.421
2073,40,0.71,0.406
2074,40,0.72,0.381
2075,40,0.73,0.422
2076,40,0.74,0.407
2077,40,0.75,0.443
2078,40,0.76,0.421
2079,40,0.77,0.414
2080,40,0.78,0.467
2081,40,0.79,0.45
2082,40,0.8,0.447
2083,40,0.81,0.427
2084,40,0.8200000000000001,0.465
2085,40,0.8300000000000001,0.466
2086,40,0.84,0.481
2087,40,0.85,0.496
2088,40,0.86,0.453
2089,40,0.87,0.466
2090,40,0.88,0.456
2091,40,0.89,0.504
2092,40,0.9,0.502
2093,40,0.91,0.499
2094,40,0.92,0.474
2095,40,0.93,0.51
2096,40,0.9400000000000001,0.516
2097,40,0.9500000000000001,0.496
2098,40,0.96,0.503
2099,40,0.97,0.515
2100,40,0.98,0.516
2101,40,0.99,0.484
2102,40,1.0,0.5
2103,40,1.01,0.519
2104,40,1.02,0.503
2105,40,1.03,0.495
2106,40,1.04,0.509
2107,40,1.05,0.458
2108,40,1.06,0.499
2109,40,1.07,0.501
2110,40,1.08,0.466
2111,40,1.09,0.476
2112,40,1.1,0.5
2113,40,1.11,0.449
2114,40,1.12,0.504
2115,40,1.1300000000000001,0.477
2116,40,1.1400000000000001,0.455
2117,40,1.1500000000000001,0.477
2118,40,1.16,0.472
2119,40,1.17,0.459
2120,40,1.18,0.453
2121,40,1.19,0.456
2122,40,1.2,0.468
2123,40,1.21,0.432
2124,40,1.22,0.468
2125,40,1.23,0.476
2126,40,1.24,0.431
2127,40,1.25,0.443
