mux,muh,success_rate
-2.4,-3.2,0.809
0.96,-4.0,0.106
2.32,-2.24,0.113
-3.68,-2.56,0.862
-0.96,-2.96,0.454
-1.2,-3.6,0.274
-2.48,-3.84,0.702
2.64,-3.76,0.092
0.48,-3.36,0.137
-2.32,-3.2,0.788
1.28,-2.48,0.114
-3.76,-3.44,0.838
-2.4,-2.32,0.856
0.56,-2.72,0.148
-0.88,-2.08,0.743
2.88,-2.88,0.097
1.68,-3.12,0.106
1.04,-4.0,0.11
-3.6,-2.56,0.863
2.4,-2.24,0.104
-2.4,-3.84,0.673
-0.88,-2.96,0.397
-2.24,-3.2,0.813
2.72,-3.76,0.087
-1.12,-3.6,0.259
-0.8,-2.08,0.716
0.56,-3.36,0.109
-3.68,-3.44,0.863
1.36,-2.48,0.103
-2.32,-2.32,0.822
-2.32,-3.84,0.671
0.64,-2.72,0.127
1.76,-3.12,0.103
2.96,-2.88,0.11
-3.52,-2.56,0.863
-2.16,-3.2,0.788
1.12,-4.0,0.107
2.48,-2.24,0.099
-0.8,-2.96,0.378
-0.72,-2.08,0.702
2.8,-3.76,0.114
-1.04,-3.6,0.241
-2.24,-3.84,0.666
0.64,-3.36,0.141
-2.08,-3.2,0.77
-3.6,-3.44,0.85
1.44,-2.48,0.075
-2.24,-2.32,0.833
-3.44,-2.56,0.847
1.84,-3.12,0.096
3.04,-2.88,0.11
0.72,-2.72,0.115
1.2,-4.0,0.128
-2.16,-3.84,0.644
-0.72,-2.96,0.339
2.56,-2.24,0.123
-0.64,-2.08,0.678
2.88,-3.76,0.084
-0.96,-3.6,0.194
-2.0,-3.2,0.741
1.52,-2.48,0.106
-3.52,-3.44,0.862
0.72,-3.36,0.106
-2.16,-2.32,0.844
-2.08,-3.84,0.567
-3.36,-2.56,0.833
-0.64,-2.96,0.302
1.92,-3.12,0.094
3.12,-2.88,0.104
0.8,-2.72,0.124
1.28,-4.0,0.109
1.6,-2.48,0.107
2.64,-2.24,0.101
-0.56,-2.08,0.698
2.96,-3.76,0.099
-0.88,-3.6,0.209
-2.0,-3.84,0.546
-1.92,-3.2,0.743
-0.56,-2.96,0.259
-3.44,-3.44,0.859
0.8,-3.36,0.126
-2.08,-2.32,0.851
-3.28,-2.56,0.845
1.68,-2.48,0.108
2.0,-3.12,0.09
3.2,-2.88,0.101
0.88,-2.72,0.118
1.36,-4.0,0.103
-1.92,-3.84,0.506
2.72,-2.24,0.121
-0.48,-2.08,0.647
3.04,-3.76,0.101
-0.48,-2.96,0.238
-0.8,-3.6,0.181
-1.84,-3.2,0.699
-3.36,-3.44,0.849
1.76,-2.48,0.107
0.88,-3.36,0.111
-3.2,-2.56,0.852
-2.0,-2.32,0.85
-1.84,-3.84,0.433
2.8,-2.24,0.098
2.08,-3.12,0.09
3.28,-2.88,0.105
0.96,-2.72,0.116
1.44,-4.0,0.092
-0.4,-2.08,0.604
1.84,-2.48,0.098
3.12,-3.76,0.083
-0.4,-2.96,0.222
-1.76,-3.84,0.395
-1.76,-3.2,0.691
-0.72,-3.6,0.17
-3.28,-3.44,0.855
2.88,-2.24,0.099
-3.12,-2.56,0.875
0.96,-3.36,0.11
-1.92,-2.32,0.837
1.92,-2.48,0.091
2.16,-3.12,0.076
3.36,-2.88,0.092
1.52,-4.0,0.11
-1.68,-3.84,0.362
1.04,-2.72,0.122
2.96,-2.24,0.082
-0.32,-2.08,0.573
3.2,-3.76,0.123
-3.2,-3.44,0.853
-0.32,-2.96,0.219
-0.64,-3.6,0.168
-1.68,-3.2,0.675
-3.04,-2.56,0.842
2.0,-2.48,0.096
-1.84,-2.32,0.838
1.04,-3.36,0.087
-1.6,-3.84,0.332
3.04,-2.24,0.098
2.24,-3.12,0.099
3.44,-2.88,0.086
1.6,-4.0,0.075
1.12,-2.72,0.105
-0.24,-2.08,0.547
2.08,-2.48,0.091
-3.12,-3.44,0.841
-1.52,-3.84,0.316
-0.24,-2.96,0.207
-0.56,-3.6,0.148
3.28,-3.76,0.109
-1.6,-3.2,0.613
-2.96,-2.56,0.862
3.12,-2.24,0.103
-1.76,-2.32,0.847
1.12,-3.36,0.104
2.32,-3.12,0.1
3.52,-2.88,0.114
1.68,-4.0,0.091
-1.44,-3.84,0.266
1.2,-2.72,0.11
-0.16,-2.08,0.471
2.16,-2.48,0.121
3.2,-2.24,0.083
-3.04,-3.44,0.835
-0.16,-2.96,0.175
-0.48,-3.6,0.154
-1.52,-3.2,0.583
-2.88,-2.56,0.88
3.36,-3.76,0.113
-1.68,-2.32,0.834
1.2,-3.36,0.095
-1.36,-3.84,0.249
1.76,-4.0,0.089
2.4,-3.12,0.101
3.6,-2.88,0.084
3.28,-2.24,0.121
-0.08,-2.96,0.18
-0.08,-2.08,0.486
1.28,-2.72,0.123
2.24,-2.48,0.097
-2.96,-3.44,0.835
-1.28,-3.84,0.241
-2.8,-2.56,0.869
-1.44,-3.2,0.558
-0.4,-3.6,0.169
3.44,-3.76,0.106
1.84,-4.0,0.102
-1.6,-2.32,0.804
1.28,-3.36,0.101
2.48,-3.12,0.081
3.68,-2.88,0.098
-1.2,-3.84,0.231
3.36,-2.24,0.107
0.0,-2.96,0.161
0.0,-2.08,0.387
1.36,-2.72,0.101
2.32,-2.48,0.088
1.92,-4.0,0.092
-2.88,-3.44,0.839
-2.72,-2.56,0.841
-0.32,-3.6,0.141
-1.36,-3.2,0.497
3.52,-3.76,0.107
-1.52,-2.32,0.805
1.36,-3.36,0.096
-1.12,-3.84,0.195
2.56,-3.12,0.107
3.76,-2.88,0.102
-0.24,-3.6,0.125
0.08,-2.96,0.163
3.44,-2.24,0.115
0.08,-2.08,0.369
1.44,-2.72,0.105
2.4,-2.48,0.105
-2.8,-3.44,0.812
2.0,-4.0,0.099
-2.64,-2.56,0.846
-1.04,-3.84,0.19
-1.28,-3.2,0.482
2.64,-3.12,0.101
-1.44,-2.32,0.799
3.6,-3.76,0.097
1.44,-3.36,0.097
-0.16,-3.6,0.123
3.84,-2.88,0.083
-0.96,-3.84,0.177
0.16,-2.96,0.14
3.52,-2.24,0.107
2.72,-3.12,0.096
0.16,-2.08,0.351
1.52,-2.72,0.101
-2.72,-3.44,0.824
2.48,-2.48,0.091
-2.56,-2.56,0.836
2.08,-4.0,0.114
-0.08,-3.6,0.113
3.68,-3.76,0.103
-1.2,-3.2,0.465
-1.36,-2.32,0.796
1.52,-3.36,0.112
-0.88,-3.84,0.164
0.0,-3.6,0.109
3.92,-2.88,0.123
3.76,-3.76,0.101
0.24,-2.96,0.153
3.6,-2.24,0.105
0.24,-2.08,0.315
2.8,-3.12,0.103
-2.64,-3.44,0.822
1.6,-2.72,0.115
2.56,-2.48,0.113
-2.48,-2.56,0.852
2.16,-4.0,0.115
-0.8,-3.84,0.166
-1.12,-3.2,0.401
-1.28,-2.32,0.784
1.6,-3.36,0.092
0.08,-3.6,0.111
3.84,-3.76,0.094
4.0,-2.88,0.108
-0.72,-3.84,0.189
0.32,-2.96,0.145
3.68,-2.24,0.099
0.32,-2.08,0.258
-2.56,-3.44,0.794
-2.4,-2.56,0.84
1.68,-2.72,0.115
2.88,-3.12,0.105
2.64,-2.48,0.109
2.24,-4.0,0.111
0.16,-3.6,0.115
-1.04,-3.2,0.394
3.92,-3.76,0.099
-1.2,-2.32,0.741
1.68,-3.36,0.085
-0.64,-3.84,0.131
-4.0,-2.8,0.846
0.24,-3.6,0.115
4.0,-3.76,0.108
0.4,-2.96,0.137
-2.48,-3.44,0.794
3.76,-2.24,0.107
0.4,-2.08,0.258
-2.32,-2.56,0.826
1.76,-2.72,0.116
2.72,-2.48,0.095
2.96,-3.12,0.091
2.32,-4.0,0.1
-0.56,-3.84,0.139
-0.96,-3.2,0.337
-1.12,-2.32,0.751
1.76,-3.36,0.097
-4.0,-3.68,0.857
0.32,-3.6,0.103
-3.92,-2.8,0.839
-0.48,-3.84,0.129
-2.24,-2.56,0.847
-2.4,-3.44,0.785
0.48,-2.96,0.131
0.48,-2.08,0.255
3.84,-2.24,0.102
1.84,-2.72,0.109
2.8,-2.48,0.104
3.04,-3.12,0.104
2.4,-4.0,0.109
-3.92,-3.68,0.869
-0.88,-3.2,0.302
-1.04,-2.32,0.755
0.4,-3.6,0.113
1.84,-3.36,0.111
-0.4,-3.84,0.145
-3.84,-2.8,0.871
-3.84,-3.68,0.831
-2.16,-2.56,0.836
-2.32,-3.44,0.791
0.56,-2.96,0.14
0.56,-2.08,0.235
0.48,-3.6,0.098
3.92,-2.24,0.092
1.92,-2.72,0.104
2.88,-2.48,0.101
2.48,-4.0,0.118
3.12,-3.12,0.114
-0.96,-2.32,0.703
-0.32,-3.84,0.12
-0.8,-3.2,0.28
1.92,-3.36,0.088
-3.76,-2.8,0.857
-2.24,-3.44,0.751
0.56,-3.6,0.109
-3.76,-3.68,0.839
-2.08,-2.56,0.824
0.64,-2.08,0.215
0.64,-2.96,0.129
4.0,-2.24,0.11
-0.24,-3.84,0.118
2.0,-2.72,0.105
2.96,-2.48,0.094
2.56,-4.0,0.092
3.2,-3.12,0.095
-0.88,-2.32,0.693
-0.72,-3.2,0.252
-3.68,-3.68,0.846
2.0,-3.36,0.094
-3.68,-2.8,0.862
-2.16,-3.44,0.729
-0.16,-3.84,0.127
0.64,-3.6,0.102
-2.0,-2.56,0.807
3.28,-3.12,0.099
-4.0,-2.16,0.842
0.72,-2.08,0.182
2.08,-2.72,0.099
0.72,-2.96,0.129
3.04,-2.48,0.095
-3.6,-3.68,0.845
2.64,-4.0,0.105
-0.8,-2.32,0.655
-0.64,-3.2,0.229
-0.08,-3.84,0.109
-3.6,-2.8,0.877
2.08,-3.36,0.09
3.36,-3.12,0.1
-2.08,-3.44,0.714
-1.92,-2.56,0.843
0.72,-3.6,0.097
-3.92,-2.16,0.843
-3.52,-3.68,0.86
0.8,-2.08,0.16
2.16,-2.72,0.098
3.12,-2.48,0.082
0.8,-2.96,0.092
0.0,-3.84,0.111
2.72,-4.0,0.095
-0.72,-2.32,0.636
-0.56,-3.2,0.225
3.44,-3.12,0.102
-3.52,-2.8,0.85
2.16,-3.36,0.102
-2.0,-3.44,0.688
-3.44,-3.68,0.842
-3.84,-2.16,0.85
-1.84,-2.56,0.823
0.8,-3.6,0.109
0.08,-3.84,0.11
0.88,-2.08,0.178
2.24,-2.72,0.092
3.2,-2.48,0.093
3.52,-3.12,0.104
0.88,-2.96,0.105
-0.64,-2.32,0.588
2.8,-4.0,0.09
-0.48,-3.2,0.181
-3.44,-2.8,0.855
0.16,-3.84,0.108
2.24,-3.36,0.093
-1.92,-3.44,0.663
-3.36,-3.68,0.82
-3.76,-2.16,0.842
-1.76,-2.56,0.812
3.6,-3.12,0.09
0.88,-3.6,0.096
0.96,-2.08,0.17
2.32,-2.72,0.094
3.28,-2.48,0.094
0.96,-2.96,0.114
-0.56,-2.32,0.575
0.24,-3.84,0.101
2.88,-4.0,0.104
-3.36,-2.8,0.835
-0.4,-3.2,0.214
-3.68,-2.16,0.865
3.68,-3.12,0.092
2.32,-3.36,0.092
-1.84,-3.44,0.623
-3.28,-3.68,0.825
-1.68,-2.56,0.849
0.96,-3.6,0.094
1.04,-2.08,0.157
0.32,-3.84,0.114
2.4,-2.72,0.11
3.36,-2.48,0.118
1.04,-2.96,0.123
-3.28,-2.8,0.838
2.96,-4.0,0.098
-0.48,-2.32,0.5
3.76,-3.12,0.083
2.4,-3.36,0.083
-0.32,-3.2,0.18
-3.6,-2.16,0.862
-1.76,-3.44,0.616
-3.2,-3.68,0.814
-1.6,-2.56,0.802
1.12,-2.96,0.107
1.04,-3.6,0.094
3.04,-4.0,0.097
0.4,-3.84,0.131
1.12,-2.08,0.142
2.48,-2.72,0.101
-3.2,-2.8,0.833
3.44,-2.48,0.104
-0.4,-2.32,0.482
-3.52,-2.16,0.865
3.84,-3.12,0.096
2.48,-3.36,0.095
-0.24,-3.2,0.173
1.2,-2.96,0.099
3.12,-4.0,0.102
0.48,-3.84,0.1
-3.12,-3.68,0.819
-1.68,-3.44,0.566
-1.52,-2.56,0.783
1.12,-3.6,0.107
1.2,-2.08,0.133
-3.12,-2.8,0.837
2.56,-2.72,0.104
3.52,-2.48,0.118
1.28,-2.96,0.106
-3.44,-2.16,0.857
-0.32,-2.32,0.442
3.2,-4.0,0.094
2.56,-3.36,0.091
-0.16,-3.2,0.15
3.92,-3.12,0.075
0.56,-3.84,0.123
-1.6,-3.44,0.511
-3.04,-3.68,0.837
1.2,-3.6,0.095
-1.44,-2.56,0.774
1.36,-2.96,0.12
1.28,-2.08,0.125
-3.04,-2.8,0.838
2.64,-2.72,0.102
3.6,-2.48,0.103
-3.36,-2.16,0.87
-1.52,-3.44,0.466
-0.24,-2.32,0.434
3.28,-4.0,0.099
2.64,-3.36,0.119
-0.08,-3.2,0.155
4.0,-3.12,0.119
0.64,-3.84,0.089
1.28,-3.6,0.116
1.44,-2.96,0.13
-2.96,-3.68,0.823
-1.36,-2.56,0.774
-2.96,-2.8,0.862
1.36,-2.08,0.115
-1.44,-3.44,0.465
-3.28,-2.16,0.875
0.0,-3.2,0.136
2.72,-3.36,0.1
3.68,-2.48,0.103
1.52,-2.96,0.088
2.72,-2.72,0.1
1.36,-3.6,0.101
-0.16,-2.32,0.35
3.36,-4.0,0.103
-4.0,-3.04,0.845
0.72,-3.84,0.115
-2.88,-3.68,0.795
-1.28,-2.56,0.734
0.08,-3.2,0.134
2.8,-3.36,0.116
1.6,-2.96,0.108
-2.88,-2.8,0.836
1.44,-2.08,0.123
-1.36,-3.44,0.427
-3.2,-2.16,0.853
3.76,-2.48,0.079
2.8,-2.72,0.123
1.44,-3.6,0.1
-0.08,-2.32,0.364
-3.92,-3.04,0.858
3.44,-4.0,0.102
0.8,-3.84,0.107
0.16,-3.2,0.134
2.88,-3.36,0.102
1.68,-2.96,0.097
-2.8,-3.68,0.822
-1.2,-2.56,0.747
-2.8,-2.8,0.85
-3.12,-2.16,0.86
1.52,-2.08,0.121
-1.28,-3.44,0.371
2.96,-3.36,0.103
0.24,-3.2,0.134
3.84,-2.48,0.104
1.76,-2.96,0.094
2.88,-2.72,0.08
1.52,-3.6,0.105
0.0,-2.32,0.274
-3.84,-3.04,0.853
3.52,-4.0,0.113
0.88,-3.84,0.111
-2.72,-3.68,0.77
-1.12,-2.56,0.7
0.32,-3.2,0.126
3.04,-3.36,0.08
-2.72,-2.8,0.846
1.84,-2.96,0.095
-3.04,-2.16,0.87
-1.2,-3.44,0.332
1.6,-2.08,0.107
3.92,-2.48,0.114
-3.76,-3.04,0.854
1.6,-3.6,0.106
0.08,-2.32,0.291
2.96,-2.72,0.091
3.6,-4.0,0.11
0.96,-3.84,0.122
0.4,-3.2,0.116
3.12,-3.36,0.104
1.92,-2.96,0.087
-2.64,-3.68,0.769
-1.04,-2.56,0.671
-2.64,-2.8,0.826
-2.96,-2.16,0.858
-1.12,-3.44,0.283
1.68,-2.08,0.123
-3.68,-3.04,0.88
0.48,-3.2,0.13
3.2,-3.36,0.113
2.0,-2.96,0.09
4.0,-2.48,0.114
1.68,-3.6,0.087
0.16,-2.32,0.263
3.04,-2.72,0.099
3.68,-4.0,0.108
1.04,-3.84,0.09
-2.56,-3.68,0.795
-0.96,-2.56,0.61
-2.56,-2.8,0.84
-2.88,-2.16,0.85
0.56,-3.2,0.129
2.08,-2.96,0.093
-1.04,-3.44,0.301
3.28,-3.36,0.114
1.76,-2.08,0.109
-3.6,-3.04,0.856
-4.0,-2.4,0.866
1.76,-3.6,0.106
0.24,-2.32,0.239
3.12,-2.72,0.104
3.76,-4.0,0.11
1.12,-3.84,0.115
-2.48,-3.68,0.742
2.16,-2.96,0.098
0.64,-3.2,0.127
-0.88,-2.56,0.621
-2.48,-2.8,0.839
-2.8,-2.16,0.848
1.84,-3.6,0.114
-0.96,-3.44,0.248
3.36,-3.36,0.098
-3.92,-2.4,0.868
-3.52,-3.04,0.84
1.84,-2.08,0.1
1.2,-3.84,0.105
2.24,-2.96,0.102
0.32,-2.32,0.204
3.2,-2.72,0.097
3.84,-4.0,0.105
-2.4,-3.68,0.71
0.72,-3.2,0.103
1.92,-3.6,0.112
-0.8,-2.56,0.58
-2.72,-2.16,0.865
-2.4,-2.8,0.843
1.28,-3.84,0.108
2.32,-2.96,0.107
-3.84,-2.4,0.836
-3.44,-3.04,0.852
-0.88,-3.44,0.242
3.44,-3.36,0.083
1.92,-2.08,0.103
0.4,-2.32,0.192
2.0,-3.6,0.099
3.28,-2.72,0.101
3.92,-4.0,0.085
2.4,-2.96,0.112
-2.32,-3.68,0.726
0.8,-3.2,0.105
-0.72,-2.56,0.537
-2.64,-2.16,0.873
1.36,-3.84,0.108
-2.32,-2.8,0.826
-3.76,-2.4,0.856
-3.36,-3.04,0.865
3.52,-3.36,0.095
-0.8,-3.44,0.229
2.0,-2.08,0.125
2.48,-2.96,0.083
2.08,-3.6,0.1
0.88,-3.2,0.11
0.48,-2.32,0.183
-0.64,-2.56,0.498
3.36,-2.72,0.076
4.0,-4.0,0.078
-2.24,-3.68,0.703
-2.56,-2.16,0.849
-2.24,-2.8,0.809
1.44,-3.84,0.104
-3.68,-2.4,0.856
2.56,-2.96,0.118
-3.28,-3.04,0.843
-0.56,-2.56,0.422
0.96,-3.2,0.103
3.6,-3.36,0.115
-0.72,-3.44,0.183
2.08,-2.08,0.107
2.16,-3.6,0.103
0.56,-2.32,0.157
3.44,-2.72,0.09
-4.0,-3.92,0.861
-2.16,-3.68,0.638
-2.48,-2.16,0.829
2.64,-2.96,0.094
-0.48,-2.56,0.39
1.04,-3.2,0.108
-2.16,-2.8,0.812
1.52,-3.84,0.101
-3.6,-2.4,0.867
-3.2,-3.04,0.85
3.68,-3.36,0.105
2.16,-2.08,0.102
-0.64,-3.44,0.176
-0.4,-2.56,0.371
2.72,-2.96,0.097
2.24,-3.6,0.115
0.64,-2.32,0.151
-3.92,-3.92,0.846
3.52,-2.72,0.11
1.12,-3.2,0.125
-3.52,-2.4,0.857
-2.4,-2.16,0.856
-2.08,-3.68,0.641
-2.08,-2.8,0.808
1.6,-3.84,0.095
-3.12,-3.04,0.858
-0.32,-2.56,0.316
2.8,-2.96,0.099
3.76,-3.36,0.103
-3.44,-2.4,0.86
2.24,-2.08,0.112
-0.56,-3.44,0.181
2.32,-3.6,0.095
0.72,-2.32,0.165
-3.84,-3.92,0.859
3.6,-2.72,0.108
1.2,-3.2,0.099
-2.32,-2.16,0.857
-2.0,-2.8,0.816
-2.0,-3.68,0.597
-0.24,-2.56,0.33
2.88,-2.96,0.097
1.68,-3.84,0.114
-3.36,-2.4,0.869
-3.04,-3.04,0.84
3.84,-3.36,0.106
2.32,-2.08,0.09
-0.48,-3.44,0.167
-0.16,-2.56,0.29
-3.76,-3.92,0.845
2.4,-3.6,0.095
0.8,-2.32,0.153
2.96,-2.96,0.111
3.68,-2.72,0.086
-3.28,-2.4,0.853
1.28,-3.2,0.109
-2.24,-2.16,0.837
-1.92,-2.8,0.807
-1.92,-3.68,0.595
1.76,-3.84,0.083
-2.96,-3.04,0.845
-0.08,-2.56,0.274
3.04,-2.96,0.102
-3.2,-2.4,0.85
3.92,-3.36,0.09
2.4,-2.08,0.112
-0.4,-3.44,0.176
-3.68,-3.92,0.837
2.48,-3.6,0.093
0.88,-2.32,0.136
3.76,-2.72,0.105
-2.16,-2.16,0.862
1.36,-3.2,0.099
-1.84,-2.8,0.78
0.0,-2.56,0.248
-3.12,-2.4,0.865
3.12,-2.96,0.101
-1.84,-3.68,0.535
-2.88,-3.04,0.839
1.84,-3.84,0.118
4.0,-3.36,0.109
-0.32,-3.44,0.149
2.48,-2.08,0.103
-3.6,-3.92,0.829
-3.04,-2.4,0.856
0.08,-2.56,0.243
2.56,-3.6,0.101
0.96,-2.32,0.149
3.84,-2.72,0.094
-2.08,-2.16,0.824
3.2,-2.96,0.115
1.44,-3.2,0.113
-1.76,-2.8,0.782
-2.8,-3.04,0.832
-1.76,-3.68,0.488
1.92,-3.84,0.096
-2.96,-2.4,0.869
-4.0,-3.28,0.832
2.56,-2.08,0.116
-0.24,-3.44,0.151
-3.52,-3.92,0.827
0.16,-2.56,0.224
2.64,-3.6,0.1
1.04,-2.32,0.147
-2.0,-2.16,0.846
2.0,-3.84,0.102
3.92,-2.72,0.112
3.28,-2.96,0.109
-1.68,-2.8,0.777
1.52,-3.2,0.094
-3.92,-3.28,0.858
-2.72,-3.04,0.871
-1.68,-3.68,0.456
-2.88,-2.4,0.839
-0.16,-3.44,0.145
2.64,-2.08,0.099
-3.44,-3.92,0.84
-3.84,-3.28,0.848
0.24,-2.56,0.152
2.08,-3.84,0.091
-1.6,-2.8,0.796
2.72,-3.6,0.117
-1.92,-2.16,0.839
1.12,-2.32,0.138
4.0,-2.72,0.114
3.36,-2.96,0.107
1.6,-3.2,0.076
-2.64,-3.04,0.851
-1.6,-3.68,0.434
-2.8,-2.4,0.863
2.72,-2.08,0.115
-0.08,-3.44,0.15
-3.76,-3.28,0.848
-1.52,-2.8,0.761
-3.36,-3.92,0.801
0.32,-2.56,0.177
2.16,-3.84,0.112
-1.84,-2.16,0.852
2.8,-3.6,0.101
1.2,-2.32,0.125
-4.0,-2.64,0.868
3.44,-2.96,0.084
2.8,-2.08,0.11
1.68,-3.2,0.1
-2.72,-2.4,0.868
-2.56,-3.04,0.808
-1.44,-2.8,0.721
-1.52,-3.68,0.347
-3.68,-3.28,0.85
0.0,-3.44,0.129
-3.28,-3.92,0.838
-2.64,-2.4,0.841
0.4,-2.56,0.178
-1.76,-2.16,0.831
-3.92,-2.64,0.869
-1.36,-2.8,0.699
2.88,-3.6,0.099
2.24,-3.84,0.098
1.28,-2.32,0.126
3.52,-2.96,0.105
2.88,-2.08,0.102
1.76,-3.2,0.095
-2.48,-3.04,0.831
-1.44,-3.68,0.342
-3.6,-3.28,0.837
-2.56,-2.4,0.867
0.08,-3.44,0.123
-1.28,-2.8,0.668
-3.2,-3.92,0.799
2.96,-3.6,0.095
0.48,-2.56,0.162
-1.68,-2.16,0.843
-3.84,-2.64,0.863
2.32,-3.84,0.101
1.36,-2.32,0.111
3.6,-2.96,0.098
2.96,-2.08,0.109
-2.48,-2.4,0.825
1.84,-3.2,0.1
-2.4,-3.04,0.836
-1.2,-2.8,0.629
-3.52,-3.28,0.837
-1.36,-3.68,0.326
3.04,-3.6,0.113
0.16,-3.44,0.113
-3.12,-3.92,0.821
-2.4,-2.4,0.848
-3.76,-2.64,0.863
0.56,-2.56,0.162
-1.6,-2.16,0.833
-1.12,-2.8,0.595
2.4,-3.84,0.101
1.44,-2.32,0.103
3.12,-3.6,0.081
3.68,-2.96,0.076
3.04,-2.08,0.116
1.92,-3.2,0.083
-2.32,-3.04,0.814
-3.44,-3.28,0.825
-1.28,-3.68,0.27
-2.32,-2.4,0.855
-1.04,-2.8,0.541
0.24,-3.44,0.112
-3.04,-3.92,0.801
3.2,-3.6,0.114
-3.68,-2.64,0.865
-1.52,-2.16,0.828
0.64,-2.56,0.141
-2.24,-3.04,0.819
2.48,-3.84,0.116
1.52,-2.32,0.11
3.76,-2.96,0.093
-2.24,-2.4,0.853
3.12,-2.08,0.085
2.0,-3.2,0.112
-3.36,-3.28,0.857
-0.96,-2.8,0.521
-1.2,-3.68,0.263
3.28,-3.6,0.098
-2.16,-3.04,0.806
-2.96,-3.92,0.799
0.32,-3.44,0.129
-3.6,-2.64,0.849
-2.16,-2.4,0.838
-1.44,-2.16,0.808
0.72,-2.56,0.154
-0.88,-2.8,0.476
2.56,-3.84,0.109
1.6,-2.32,0.1
3.36,-3.6,0.102
3.84,-2.96,0.102
3.2,-2.08,0.094
2.08,-3.2,0.099
-3.28,-3.28,0.837
-2.08,-3.04,0.805
-2.08,-2.4,0.842
-1.12,-3.68,0.225
-0.8,-2.8,0.429
-2.88,-3.92,0.75
-3.52,-2.64,0.867
0.4,-3.44,0.12
3.44,-3.6,0.091
-1.36,-2.16,0.814
0.8,-2.56,0.128
-2.0,-3.04,0.785
2.64,-3.84,0.106
1.68,-2.32,0.108
-2.0,-2.4,0.824
-3.2,-3.28,0.843
3.92,-2.96,0.087
3.28,-2.08,0.109
2.16,-3.2,0.09
-0.72,-2.8,0.435
-1.04,-3.68,0.196
3.52,-3.6,0.112
-3.44,-2.64,0.838
-2.8,-3.92,0.754
-1.92,-3.04,0.789
0.48,-3.44,0.102
-3.12,-3.28,0.844
-1.28,-2.16,0.786
0.88,-2.56,0.141
-0.64,-2.8,0.376
2.72,-3.84,0.084
1.76,-2.32,0.132
-1.92,-2.4,0.826
3.6,-3.6,0.098
4.0,-2.96,0.107
3.36,-2.08,0.094
2.24,-3.2,0.123
-0.96,-3.68,0.199
-3.36,-2.64,0.865
-1.84,-3.04,0.758
-3.04,-3.28,0.852
-2.72,-3.92,0.752
0.56,-3.44,0.129
3.68,-3.6,0.101
-1.2,-2.16,0.777
0.96,-2.56,0.136
-0.88,-3.68,0.21
-0.56,-2.8,0.336
2.8,-3.84,0.105
1.84,-2.32,0.102
-1.84,-2.4,0.832
-4.0,-2.88,0.843
-3.28,-2.64,0.853
3.44,-2.08,0.082
2.32,-3.2,0.111
-1.76,-3.04,0.733
3.76,-3.6,0.101
-1.12,-2.16,0.783
-2.96,-3.28,0.82
-2.64,-3.92,0.734
-0.8,-3.68,0.176
0.64,-3.44,0.106
-1.76,-2.4,0.792
2.88,-3.84,0.098
1.04,-2.56,0.111
2.4,-3.2,0.094
-3.92,-2.88,0.853
-0.48,-2.8,0.308
1.92,-2.32,0.104
-3.2,-2.64,0.868
3.52,-2.08,0.102
3.84,-3.6,0.116
-1.68,-3.04,0.704
-1.04,-2.16,0.766
-1.68,-2.4,0.813
2.96,-3.84,0.077
-2.88,-3.28,0.847
-2.56,-3.92,0.728
-0.72,-3.68,0.165
0.72,-3.44,0.1
1.12,-2.56,0.127
2.48,-3.2,0.088
-3.84,-2.88,0.834
-3.12,-2.64,0.849
2.0,-2.32,0.107
-0.4,-2.8,0.281
-1.6,-2.4,0.814
3.6,-2.08,0.091
-1.6,-3.04,0.7
3.92,-3.6,0.109
1.2,-2.56,0.123
-0.96,-2.16,0.756
-2.8,-3.28,0.83
3.04,-3.84,0.092
-2.48,-3.92,0.7
-0.64,-3.68,0.168
0.8,-3.44,0.114
-1.52,-2.4,0.796
2.56,-3.2,0.099
-3.76,-2.88,0.877
-3.04,-2.64,0.844
-0.32,-2.8,0.236
2.08,-2.32,0.104
1.28,-2.56,0.115
3.68,-2.08,0.106
-1.52,-3.04,0.68
4.0,-3.6,0.106
-0.88,-2.16,0.735
-2.4,-3.92,0.68
-2.72,-3.28,0.832
3.12,-3.84,0.102
-0.56,-3.68,0.143
-1.44,-2.4,0.787
0.88,-3.44,0.102
1.36,-2.56,0.117
2.64,-3.2,0.09
-3.68,-2.88,0.847
-2.96,-2.64,0.843
-1.44,-3.04,0.619
-0.24,-2.8,0.228
2.16,-2.32,0.108
-2.32,-3.92,0.657
3.76,-2.08,0.107
-4.0,-3.52,0.865
1.44,-2.56,0.109
-0.8,-2.16,0.725
-2.64,-3.28,0.826
3.2,-3.84,0.089
-1.36,-3.04,0.602
-0.48,-3.68,0.154
-1.36,-2.4,0.768
0.96,-3.44,0.096
-3.6,-2.88,0.849
-2.24,-3.92,0.59
2.72,-3.2,0.105
-2.88,-2.64,0.853
-0.16,-2.8,0.197
1.52,-2.56,0.102
2.24,-2.32,0.108
3.84,-2.08,0.102
-3.92,-3.52,0.849
-1.28,-3.04,0.589
-2.56,-3.28,0.827
-0.72,-2.16,0.686
-2.16,-3.92,0.565
3.28,-3.84,0.105
-1.28,-2.4,0.767
-0.4,-3.68,0.135
-3.52,-2.88,0.86
1.04,-3.44,0.111
-2.8,-2.64,0.863
2.8,-3.2,0.102
