,$\mu_h$,$\mu_x$,success_rate
2623,-2,3.84,0.104
2624,-2,3.92,0.098
2625,-2,4,0.094
2626,-1.92,-4,0.853
2627,-1.92,-3.92,0.851
2628,-1.92,-3.84,0.883
2629,-1.92,-3.76,0.862
2630,-1.92,-3.68,0.862
2631,-1.92,-3.6,0.868
2632,-1.92,-3.52,0.859
2633,-1.92,-3.44,0.857
2634,-1.92,-3.36,0.878
2635,-1.92,-3.28,0.861
2636,-1.92,-3.2,0.854
2637,-1.92,-3.12,0.87
2638,-1.92,-3.04,0.87
2639,-1.92,-2.96,0.874
2640,-1.92,-2.88,0.86
2641,-1.92,-2.8,0.842
2642,-1.92,-2.72,0.848
2643,-1.92,-2.64,0.847
2644,-1.92,-2.56,0.872
2645,-1.92,-2.48,0.851
2646,-1.92,-2.4,0.847
2647,-1.92,-2.32,0.842
2648,-1.92,-2.24,0.853
2649,-1.92,-2.16,0.853
2650,-1.92,-2.08,0.861
2651,-1.92,-2,0.851
2652,-1.92,-1.92,0.839
2653,-1.92,-1.84,0.855
2654,-1.92,-1.76,0.835
2655,-1.92,-1.68,0.853
2656,-1.92,-1.6,0.818
2657,-1.92,-1.52,0.842
2658,-1.92,-1.44,0.821
2659,-1.92,-1.36,0.837
2660,-1.92,-1.28,0.833
2661,-1.92,-1.2,0.821
2662,-1.92,-1.12,0.825
2663,-1.92,-1.04,0.793
2664,-1.92,-0.96,0.8
2665,-1.92,-0.88,0.783
2666,-1.92,-0.8,0.747
2667,-1.92,-0.72,0.735
2668,-1.92,-0.64,0.717
2669,-1.92,-0.56,0.72
2670,-1.92,-0.48,0.698
2671,-1.92,-0.4,0.672
2672,-1.92,-0.32,0.617
2673,-1.92,-0.24,0.59
2674,-1.92,-0.16,0.555
2675,-1.92,-0.08,0.525
2676,-1.92,0,0.476
2677,-1.92,0.08,0.45
2678,-1.92,0.16,0.422
2679,-1.92,0.24,0.361
2680,-1.92,0.32,0.324
2681,-1.92,0.4,0.304
2682,-1.92,0.48,0.271
2683,-1.92,0.56,0.263
2684,-1.92,0.64,0.231
2685,-1.92,0.72,0.216
2686,-1.92,0.8,0.197
2687,-1.92,0.88,0.188
2688,-1.92,0.96,0.16
2689,-1.92,1.04,0.163
2690,-1.92,1.12,0.165
2691,-1.92,1.2,0.162
2692,-1.92,1.28,0.131
2693,-1.92,1.36,0.148
2694,-1.92,1.44,0.146
2695,-1.92,1.52,0.116
2696,-1.92,1.6,0.143
2697,-1.92,1.68,0.128
2698,-1.92,1.76,0.113
2699,-1.92,1.84,0.124
2700,-1.92,1.92,0.099
2701,-1.92,2,0.096
2702,-1.92,2.08,0.097
2703,-1.92,2.16,0.11
2704,-1.92,2.24,0.117
2705,-1.92,2.32,0.102
2706,-1.92,2.4,0.095
2707,-1.92,2.48,0.097
2708,-1.92,2.56,0.122
2709,-1.92,2.64,0.108
2710,-1.92,2.72,0.091
2711,-1.92,2.8,0.101
2712,-1.92,2.88,0.099
2713,-1.92,2.96,0.094
2714,-1.92,3.04,0.108
2715,-1.92,3.12,0.096
2716,-1.92,3.2,0.096
2717,-1.92,3.28,0.106
2718,-1.92,3.36,0.088
2719,-1.92,3.44,0.105
2720,-1.92,3.52,0.083
2721,-1.92,3.6,0.109
2722,-1.92,3.68,0.094
2723,-1.92,3.76,0.112
2724,-1.92,3.84,0.081
2725,-1.92,3.92,0.116
2726,-1.92,4,0.1
2727,-1.84,-4,0.851
2728,-1.84,-3.92,0.855
2729,-1.84,-3.84,0.855
2730,-1.84,-3.76,0.853
2731,-1.84,-3.68,0.848
2732,-1.84,-3.6,0.838
2733,-1.84,-3.52,0.842
2734,-1.84,-3.44,0.874
2735,-1.84,-3.36,0.858
2736,-1.84,-3.28,0.859
2737,-1.84,-3.2,0.857
2738,-1.84,-3.12,0.86
2739,-1.84,-3.04,0.856
2740,-1.84,-2.96,0.856
2741,-1.84,-2.88,0.841
2742,-1.84,-2.8,0.851
2743,-1.84,-2.72,0.848
2744,-1.84,-2.64,0.876
2745,-1.84,-2.56,0.854
2746,-1.84,-2.48,0.849
2747,-1.84,-2.4,0.857
2748,-1.84,-2.32,0.849
2749,-1.84,-2.24,0.859
2750,-1.84,-2.16,0.856
2751,-1.84,-2.08,0.862
2752,-1.84,-2,0.846
2753,-1.84,-1.92,0.843
2754,-1.84,-1.84,0.847
2755,-1.84,-1.76,0.832
2756,-1.84,-1.68,0.847
2757,-1.84,-1.6,0.844
2758,-1.84,-1.52,0.843
2759,-1.84,-1.44,0.809
2760,-1.84,-1.36,0.825
2761,-1.84,-1.28,0.821
2762,-1.84,-1.2,0.82
2763,-1.84,-1.12,0.814
2764,-1.84,-1.04,0.817
2765,-1.84,-0.96,0.77
2766,-1.84,-0.88,0.801
2767,-1.84,-0.8,0.787
2768,-1.84,-0.72,0.774
2769,-1.84,-0.64,0.771
2770,-1.84,-0.56,0.742
2771,-1.84,-0.48,0.713
2772,-1.84,-0.4,0.685
2773,-1.84,-0.32,0.642
2774,-1.84,-0.24,0.596
2775,-1.84,-0.16,0.579
2776,-1.84,-0.08,0.573
2777,-1.84,0,0.495
2778,-1.84,0.08,0.495
2779,-1.84,0.16,0.465
2780,-1.84,0.24,0.39
2781,-1.84,0.32,0.389
2782,-1.84,0.4,0.317
2783,-1.84,0.48,0.304
2784,-1.84,0.56,0.276
2785,-1.84,0.64,0.258
2786,-1.84,0.72,0.24
2787,-1.84,0.8,0.236
2788,-1.84,0.88,0.21
2789,-1.84,0.96,0.201
2790,-1.84,1.04,0.18
2791,-1.84,1.12,0.172
2792,-1.84,1.2,0.171
2793,-1.84,1.28,0.139
2794,-1.84,1.36,0.145
2795,-1.84,1.44,0.132
2796,-1.84,1.52,0.136
2797,-1.84,1.6,0.129
2798,-1.84,1.68,0.116
2799,-1.84,1.76,0.116
2800,-1.84,1.84,0.124
2801,-1.84,1.92,0.114
2802,-1.84,2,0.122
2803,-1.84,2.08,0.122
2804,-1.84,2.16,0.095
2805,-1.84,2.24,0.101
2806,-1.84,2.32,0.103
2807,-1.84,2.4,0.096
2808,-1.84,2.48,0.11
2809,-1.84,2.56,0.111
2810,-1.84,2.64,0.102
2811,-1.84,2.72,0.114
2812,-1.84,2.8,0.098
2813,-1.84,2.88,0.094
2814,-1.84,2.96,0.098
2815,-1.84,3.04,0.104
2816,-1.84,3.12,0.103
2817,-1.84,3.2,0.087
2818,-1.84,3.28,0.09
2819,-1.84,3.36,0.123
2820,-1.84,3.44,0.087
2821,-1.84,3.52,0.102
2822,-1.84,3.6,0.092
2823,-1.84,3.68,0.075
2824,-1.84,3.76,0.104
2825,-1.84,3.84,0.108
2826,-1.84,3.92,0.09
2827,-1.84,4,0.099
2828,-1.76,-4,0.843
2829,-1.76,-3.92,0.853
2830,-1.76,-3.84,0.855
2831,-1.76,-3.76,0.84
2832,-1.76,-3.68,0.852
2833,-1.76,-3.6,0.855
2834,-1.76,-3.52,0.862
2835,-1.76,-3.44,0.862
2836,-1.76,-3.36,0.863
2837,-1.76,-3.28,0.86
2838,-1.76,-3.2,0.85
2839,-1.76,-3.12,0.876
2840,-1.76,-3.04,0.858
2841,-1.76,-2.96,0.854
2842,-1.76,-2.88,0.843
2843,-1.76,-2.8,0.863
2844,-1.76,-2.72,0.871
2845,-1.76,-2.64,0.854
2846,-1.76,-2.56,0.838
2847,-1.76,-2.48,0.841
2848,-1.76,-2.4,0.869
2849,-1.76,-2.32,0.86
2850,-1.76,-2.24,0.858
2851,-1.76,-2.16,0.84
2852,-1.76,-2.08,0.834
2853,-1.76,-2,0.844
2854,-1.76,-1.92,0.863
2855,-1.76,-1.84,0.872
2856,-1.76,-1.76,0.856
2857,-1.76,-1.68,0.838
2858,-1.76,-1.6,0.853
2859,-1.76,-1.52,0.836
2860,-1.76,-1.44,0.821
2861,-1.76,-1.36,0.829
2862,-1.76,-1.28,0.853
2863,-1.76,-1.2,0.814
2864,-1.76,-1.12,0.819
2865,-1.76,-1.04,0.81
2866,-1.76,-0.96,0.815
2867,-1.76,-0.88,0.826
2868,-1.76,-0.8,0.817
2869,-1.76,-0.72,0.751
2870,-1.76,-0.64,0.771
2871,-1.76,-0.56,0.757
2872,-1.76,-0.48,0.756
2873,-1.76,-0.4,0.743
2874,-1.76,-0.32,0.698
2875,-1.76,-0.24,0.663
2876,-1.76,-0.16,0.639
2877,-1.76,-0.08,0.612
2878,-1.76,0,0.579
2879,-1.76,0.08,0.541
2880,-1.76,0.16,0.49
2881,-1.76,0.24,0.413
2882,-1.76,0.32,0.384
2883,-1.76,0.4,0.373
2884,-1.76,0.48,0.347
2885,-1.76,0.56,0.328
2886,-1.76,0.64,0.279
2887,-1.76,0.72,0.249
2888,-1.76,0.8,0.239
2889,-1.76,0.88,0.225
2890,-1.76,0.96,0.22
2891,-1.76,1.04,0.189
2892,-1.76,1.12,0.161
2893,-1.76,1.2,0.177
2894,-1.76,1.28,0.155
2895,-1.76,1.36,0.152
2896,-1.76,1.44,0.145
2897,-1.76,1.52,0.136
2898,-1.76,1.6,0.139
2899,-1.76,1.68,0.158
2900,-1.76,1.76,0.134
2901,-1.76,1.84,0.113
2902,-1.76,1.92,0.123
2903,-1.76,2,0.135
2904,-1.76,2.08,0.117
2905,-1.76,2.16,0.125
2906,-1.76,2.24,0.112
2907,-1.76,2.32,0.095
2908,-1.76,2.4,0.116
2909,-1.76,2.48,0.094
2910,-1.76,2.56,0.112
2911,-1.76,2.64,0.113
2912,-1.76,2.72,0.096
2913,-1.76,2.8,0.083
2914,-1.76,2.88,0.104
2915,-1.76,2.96,0.091
2916,-1.76,3.04,0.104
2917,-1.76,3.12,0.094
2918,-1.76,3.2,0.108
2919,-1.76,3.28,0.104
2920,-1.76,3.36,0.113
2921,-1.76,3.44,0.105
2922,-1.76,3.52,0.097
2923,-1.76,3.6,0.104
2924,-1.76,3.68,0.11
2925,-1.76,3.76,0.116
2926,-1.76,3.84,0.103
2927,-1.76,3.92,0.104
2928,-1.76,4,0.101
2929,-1.68,-4,0.824
2930,-1.68,-3.92,0.857
2931,-1.68,-3.84,0.843
2932,-1.68,-3.76,0.841
2933,-1.68,-3.68,0.869
2934,-1.68,-3.6,0.854
2935,-1.68,-3.52,0.862
2936,-1.68,-3.44,0.847
2937,-1.68,-3.36,0.845
2938,-1.68,-3.28,0.853
2939,-1.68,-3.2,0.873
2940,-1.68,-3.12,0.878
2941,-1.68,-3.04,0.862
2942,-1.68,-2.96,0.867
2943,-1.68,-2.88,0.852
2944,-1.68,-2.8,0.888
2945,-1.68,-2.72,0.861
2946,-1.68,-2.64,0.865
2947,-1.68,-2.56,0.85
2948,-1.68,-2.48,0.847
2949,-1.68,-2.4,0.873
2950,-1.68,-2.32,0.878
2951,-1.68,-2.24,0.865
2952,-1.68,-2.16,0.835
2953,-1.68,-2.08,0.85
2954,-1.68,-2,0.839
2955,-1.68,-1.92,0.857
2956,-1.68,-1.84,0.837
2957,-1.68,-1.76,0.863
2958,-1.68,-1.68,0.863
2959,-1.68,-1.6,0.857
2960,-1.68,-1.52,0.853
2961,-1.68,-1.44,0.823
2962,-1.68,-1.36,0.849
2963,-1.68,-1.28,0.84
2964,-1.68,-1.2,0.816
2965,-1.68,-1.12,0.815
2966,-1.68,-1.04,0.81
2967,-1.68,-0.96,0.834
2968,-1.68,-0.88,0.799
2969,-1.68,-0.8,0.808
2970,-1.68,-0.72,0.797
2971,-1.68,-0.64,0.762
2972,-1.68,-0.56,0.771
2973,-1.68,-0.48,0.747
2974,-1.68,-0.4,0.732
2975,-1.68,-0.32,0.705
2976,-1.68,-0.24,0.697
2977,-1.68,-0.16,0.673
2978,-1.68,-0.08,0.616
2979,-1.68,0,0.598
2980,-1.68,0.08,0.536
2981,-1.68,0.16,0.487
2982,-1.68,0.24,0.453
2983,-1.68,0.32,0.448
2984,-1.68,0.4,0.408
2985,-1.68,0.48,0.362
2986,-1.68,0.56,0.327
2987,-1.68,0.64,0.318
2988,-1.68,0.72,0.283
2989,-1.68,0.8,0.269
2990,-1.68,0.88,0.242
2991,-1.68,0.96,0.214
2992,-1.68,1.04,0.21
2993,-1.68,1.12,0.197
2994,-1.68,1.2,0.179
2995,-1.68,1.28,0.162
2996,-1.68,1.36,0.161
2997,-1.68,1.44,0.151
2998,-1.68,1.52,0.16
2999,-1.68,1.6,0.136
3000,-1.68,1.68,0.124
3001,-1.68,1.76,0.14
3002,-1.68,1.84,0.125
3003,-1.68,1.92,0.124
3004,-1.68,2,0.123
3005,-1.68,2.08,0.114
3006,-1.68,2.16,0.114
3007,-1.68,2.24,0.106
3008,-1.68,2.32,0.111
3009,-1.68,2.4,0.101
3010,-1.68,2.48,0.102
3011,-1.68,2.56,0.092
3012,-1.68,2.64,0.107
3013,-1.68,2.72,0.11
3014,-1.68,2.8,0.129
3015,-1.68,2.88,0.093
3016,-1.68,2.96,0.113
3017,-1.68,3.04,0.115
3018,-1.68,3.12,0.099
3019,-1.68,3.2,0.092
3020,-1.68,3.28,0.079
3021,-1.68,3.36,0.1
3022,-1.68,3.44,0.097
3023,-1.68,3.52,0.075
3024,-1.68,3.6,0.095
3025,-1.68,3.68,0.101
3026,-1.68,3.76,0.105
3027,-1.68,3.84,0.101
3028,-1.68,3.92,0.086
3029,-1.68,4,0.097
3030,-1.6,-4,0.838
3031,-1.6,-3.92,0.849
3032,-1.6,-3.84,0.851
3033,-1.6,-3.76,0.844
3034,-1.6,-3.68,0.836
3035,-1.6,-3.6,0.844
3036,-1.6,-3.52,0.854
3037,-1.6,-3.44,0.86
3038,-1.6,-3.36,0.872
3039,-1.6,-3.28,0.853
3040,-1.6,-3.2,0.863
3041,-1.6,-3.12,0.858
3042,-1.6,-3.04,0.882
3043,-1.6,-2.96,0.865
3044,-1.6,-2.88,0.852
3045,-1.6,-2.8,0.863
3046,-1.6,-2.72,0.851
3047,-1.6,-2.64,0.857
3048,-1.6,-2.56,0.838
3049,-1.6,-2.48,0.849
3050,-1.6,-2.4,0.853
3051,-1.6,-2.32,0.866
3052,-1.6,-2.24,0.844
3053,-1.6,-2.16,0.873
3054,-1.6,-2.08,0.862
3055,-1.6,-2,0.849
3056,-1.6,-1.92,0.848
3057,-1.6,-1.84,0.844
3058,-1.6,-1.76,0.854
3059,-1.6,-1.68,0.859
3060,-1.6,-1.6,0.841
3061,-1.6,-1.52,0.861
3062,-1.6,-1.44,0.831
3063,-1.6,-1.36,0.848
3064,-1.6,-1.28,0.834
3065,-1.6,-1.2,0.814
3066,-1.6,-1.12,0.828
3067,-1.6,-1.04,0.822
3068,-1.6,-0.96,0.826
3069,-1.6,-0.88,0.811
3070,-1.6,-0.8,0.812
3071,-1.6,-0.72,0.798
3072,-1.6,-0.64,0.79
3073,-1.6,-0.56,0.776
3074,-1.6,-0.48,0.77
3075,-1.6,-0.4,0.761
3076,-1.6,-0.32,0.724
3077,-1.6,-0.24,0.732
3078,-1.6,-0.16,0.717
3079,-1.6,-0.08,0.673
3080,-1.6,0,0.627
3081,-1.6,0.08,0.609
3082,-1.6,0.16,0.555
3083,-1.6,0.24,0.527
3084,-1.6,0.32,0.469
3085,-1.6,0.4,0.437
3086,-1.6,0.48,0.41
3087,-1.6,0.56,0.387
3088,-1.6,0.64,0.345
3089,-1.6,0.72,0.299
3090,-1.6,0.8,0.322
3091,-1.6,0.88,0.257
3092,-1.6,0.96,0.244
3093,-1.6,1.04,0.217
3094,-1.6,1.12,0.214
3095,-1.6,1.2,0.191
3096,-1.6,1.28,0.171
3097,-1.6,1.36,0.161
3098,-1.6,1.44,0.149
3099,-1.6,1.52,0.153
3100,-1.6,1.6,0.167
3101,-1.6,1.68,0.135
3102,-1.6,1.76,0.128
3103,-1.6,1.84,0.143
3104,-1.6,1.92,0.145
3105,-1.6,2,0.119
3106,-1.6,2.08,0.115
3107,-1.6,2.16,0.116
3108,-1.6,2.24,0.137
3109,-1.6,2.32,0.118
3110,-1.6,2.4,0.108
3111,-1.6,2.48,0.116
3112,-1.6,2.56,0.106
3113,-1.6,2.64,0.088
3114,-1.6,2.72,0.108
3115,-1.6,2.8,0.106
3116,-1.6,2.88,0.108
3117,-1.6,2.96,0.104
3118,-1.6,3.04,0.114
3119,-1.6,3.12,0.095
3120,-1.6,3.2,0.106
3121,-1.6,3.28,0.11
3122,-1.6,3.36,0.112
3123,-1.6,3.44,0.1
3124,-1.6,3.52,0.086
3125,-1.6,3.6,0.099
3126,-1.6,3.68,0.105
3127,-1.6,3.76,0.089
3128,-1.6,3.84,0.093
3129,-1.6,3.92,0.109
3130,-1.6,4,0.093
3131,-1.52,-4,0.824
3132,-1.52,-3.92,0.841
3133,-1.52,-3.84,0.845
3134,-1.52,-3.76,0.851
3135,-1.52,-3.68,0.853
3136,-1.52,-3.6,0.847
3137,-1.52,-3.52,0.857
3138,-1.52,-3.44,0.863
3139,-1.52,-3.36,0.834
3140,-1.52,-3.28,0.835
3141,-1.52,-3.2,0.857
3142,-1.52,-3.12,0.853
3143,-1.52,-3.04,0.839
3144,-1.52,-2.96,0.853
3145,-1.52,-2.88,0.872
3146,-1.52,-2.8,0.84
3147,-1.52,-2.72,0.857
3148,-1.52,-2.64,0.841
3149,-1.52,-2.56,0.858
3150,-1.52,-2.48,0.864
3151,-1.52,-2.4,0.862
3152,-1.52,-2.32,0.858
3153,-1.52,-2.24,0.864
3154,-1.52,-2.16,0.876
3155,-1.52,-2.08,0.862
3156,-1.52,-2,0.85
3157,-1.52,-1.92,0.853
3158,-1.52,-1.84,0.841
3159,-1.52,-1.76,0.842
3160,-1.52,-1.68,0.854
3161,-1.52,-1.6,0.874
3162,-1.52,-1.52,0.837
3163,-1.52,-1.44,0.831
3164,-1.52,-1.36,0.866
3165,-1.52,-1.28,0.834
3166,-1.52,-1.2,0.834
3167,-1.52,-1.12,0.838
3168,-1.52,-1.04,0.844
3169,-1.52,-0.96,0.824
3170,-1.52,-0.88,0.819
3171,-1.52,-0.8,0.819
3172,-1.52,-0.72,0.805
3173,-1.52,-0.64,0.797
3174,-1.52,-0.56,0.777
3175,-1.52,-0.48,0.789
3176,-1.52,-0.4,0.791
3177,-1.52,-0.32,0.773
3178,-1.52,-0.24,0.735
3179,-1.52,-0.16,0.732
3180,-1.52,-0.08,0.708
3181,-1.52,0,0.692
3182,-1.52,0.08,0.646
3183,-1.52,0.16,0.608
3184,-1.52,0.24,0.583
3185,-1.52,0.32,0.51
3186,-1.52,0.4,0.494
3187,-1.52,0.48,0.434
3188,-1.52,0.56,0.394
3189,-1.52,0.64,0.381
3190,-1.52,0.72,0.353
3191,-1.52,0.8,0.289
3192,-1.52,0.88,0.296
3193,-1.52,0.96,0.236
3194,-1.52,1.04,0.241
3195,-1.52,1.12,0.22
3196,-1.52,1.2,0.191
3197,-1.52,1.28,0.183
3198,-1.52,1.36,0.164
3199,-1.52,1.44,0.174
3200,-1.52,1.52,0.146
3201,-1.52,1.6,0.145
3202,-1.52,1.68,0.155
3203,-1.52,1.76,0.147
3204,-1.52,1.84,0.146
3205,-1.52,1.92,0.121
3206,-1.52,2,0.122
3207,-1.52,2.08,0.138
3208,-1.52,2.16,0.128
3209,-1.52,2.24,0.124
3210,-1.52,2.32,0.122
3211,-1.52,2.4,0.105
3212,-1.52,2.48,0.123
3213,-1.52,2.56,0.111
3214,-1.52,2.64,0.108
3215,-1.52,2.72,0.104
3216,-1.52,2.8,0.106
3217,-1.52,2.88,0.104
3218,-1.52,2.96,0.094
3219,-1.52,3.04,0.097
3220,-1.52,3.12,0.098
3221,-1.52,3.2,0.123
3222,-1.52,3.28,0.107
3223,-1.52,3.36,0.109
3224,-1.52,3.44,0.116
3225,-1.52,3.52,0.099
3226,-1.52,3.6,0.082
3227,-1.52,3.68,0.103
3228,-1.52,3.76,0.098
3229,-1.52,3.84,0.109
3230,-1.52,3.92,0.103
3231,-1.52,4,0.089
3232,-1.44,-4,0.833
3233,-1.44,-3.92,0.845
3234,-1.44,-3.84,0.864
3235,-1.44,-3.76,0.845
3236,-1.44,-3.68,0.865
3237,-1.44,-3.6,0.84
3238,-1.44,-3.52,0.851
3239,-1.44,-3.44,0.855
3240,-1.44,-3.36,0.856
3241,-1.44,-3.28,0.846
3242,-1.44,-3.2,0.837
3243,-1.44,-3.12,0.847
3244,-1.44,-3.04,0.846
3245,-1.44,-2.96,0.862
3246,-1.44,-2.88,0.848
3247,-1.44,-2.8,0.83
3248,-1.44,-2.72,0.85
3249,-1.44,-2.64,0.863
3250,-1.44,-2.56,0.849
3251,-1.44,-2.48,0.871
3252,-1.44,-2.4,0.841
3253,-1.44,-2.32,0.856
3254,-1.44,-2.24,0.851
3255,-1.44,-2.16,0.849
3256,-1.44,-2.08,0.858
3257,-1.44,-2,0.856
3258,-1.44,-1.92,0.848
3259,-1.44,-1.84,0.876
3260,-1.44,-1.76,0.846
3261,-1.44,-1.68,0.841
3262,-1.44,-1.6,0.827
3263,-1.44,-1.52,0.848
3264,-1.44,-1.44,0.845
3265,-1.44,-1.36,0.836
3266,-1.44,-1.28,0.851
3267,-1.44,-1.2,0.848
3268,-1.44,-1.12,0.835
3269,-1.44,-1.04,0.85
3270,-1.44,-0.96,0.844
3271,-1.44,-0.88,0.836
3272,-1.44,-0.8,0.799
3273,-1.44,-0.72,0.827
3274,-1.44,-0.64,0.809
3275,-1.44,-0.56,0.824
3276,-1.44,-0.48,0.788
3277,-1.44,-0.4,0.786
3278,-1.44,-0.32,0.768
3279,-1.44,-0.24,0.746
3280,-1.44,-0.16,0.727
3281,-1.44,-0.08,0.722
3282,-1.44,0,0.682
3283,-1.44,0.08,0.63
3284,-1.44,0.16,0.621
3285,-1.44,0.24,0.609
3286,-1.44,0.32,0.543
3287,-1.44,0.4,0.547
3288,-1.44,0.48,0.488
3289,-1.44,0.56,0.454
3290,-1.44,0.64,0.409
3291,-1.44,0.72,0.387
3292,-1.44,0.8,0.326
3293,-1.44,0.88,0.292
3294,-1.44,0.96,0.273
3295,-1.44,1.04,0.239
3296,-1.44,1.12,0.221
3297,-1.44,1.2,0.22
3298,-1.44,1.28,0.199
3299,-1.44,1.36,0.21
3300,-1.44,1.44,0.182
3301,-1.44,1.52,0.169
3302,-1.44,1.6,0.148
3303,-1.44,1.68,0.141
3304,-1.44,1.76,0.156
3305,-1.44,1.84,0.151
3306,-1.44,1.92,0.133
3307,-1.44,2,0.118
3308,-1.44,2.08,0.131
3309,-1.44,2.16,0.125
3310,-1.44,2.24,0.124
3311,-1.44,2.32,0.102
3312,-1.44,2.4,0.108
3313,-1.44,2.48,0.128
3314,-1.44,2.56,0.118
3315,-1.44,2.64,0.11
3316,-1.44,2.72,0.122
3317,-1.44,2.8,0.121
3318,-1.44,2.88,0.118
3319,-1.44,2.96,0.114
3320,-1.44,3.04,0.092
3321,-1.44,3.12,0.106
3322,-1.44,3.2,0.107
3323,-1.44,3.28,0.103
3324,-1.44,3.36,0.11
3325,-1.44,3.44,0.108
3326,-1.44,3.52,0.106
3327,-1.44,3.6,0.116
3328,-1.44,3.68,0.113
3329,-1.44,3.76,0.115
3330,-1.44,3.84,0.099
3331,-1.44,3.92,0.098
3332,-1.44,4,0.094
3333,-1.36,-4,0.833
3334,-1.36,-3.92,0.841
3335,-1.36,-3.84,0.849
3336,-1.36,-3.76,0.855
3337,-1.36,-3.68,0.861
3338,-1.36,-3.6,0.85
3339,-1.36,-3.52,0.878
3340,-1.36,-3.44,0.863
3341,-1.36,-3.36,0.846
3342,-1.36,-3.28,0.863
3343,-1.36,-3.2,0.851
3344,-1.36,-3.12,0.856
3345,-1.36,-3.04,0.858
3346,-1.36,-2.96,0.857
3347,-1.36,-2.88,0.862
3348,-1.36,-2.8,0.857
3349,-1.36,-2.72,0.846
3350,-1.36,-2.64,0.842
3351,-1.36,-2.56,0.866
3352,-1.36,-2.48,0.866
3353,-1.36,-2.4,0.86
3354,-1.36,-2.32,0.851
3355,-1.36,-2.24,0.851
3356,-1.36,-2.16,0.852
3357,-1.36,-2.08,0.845
3358,-1.36,-2,0.839
3359,-1.36,-1.92,0.838
3360,-1.36,-1.84,0.845
3361,-1.36,-1.76,0.851
3362,-1.36,-1.68,0.858
3363,-1.36,-1.6,0.866
3364,-1.36,-1.52,0.845
3365,-1.36,-1.44,0.855
3366,-1.36,-1.36,0.834
3367,-1.36,-1.28,0.856
3368,-1.36,-1.2,0.845
3369,-1.36,-1.12,0.863
3370,-1.36,-1.04,0.832
3371,-1.36,-0.96,0.81
3372,-1.36,-0.88,0.847
3373,-1.36,-0.8,0.841
3374,-1.36,-0.72,0.814
3375,-1.36,-0.64,0.826
3376,-1.36,-0.56,0.791
3377,-1.36,-0.48,0.803
3378,-1.36,-0.4,0.786
3379,-1.36,-0.32,0.778
3380,-1.36,-0.24,0.773
3381,-1.36,-0.16,0.733
3382,-1.36,-0.08,0.747
3383,-1.36,0,0.704
3384,-1.36,0.08,0.668
3385,-1.36,0.16,0.657
3386,-1.36,0.24,0.615
3387,-1.36,0.32,0.598
3388,-1.36,0.4,0.569
3389,-1.36,0.48,0.509
3390,-1.36,0.56,0.508
3391,-1.36,0.64,0.434
3392,-1.36,0.72,0.407
3393,-1.36,0.8,0.392
3394,-1.36,0.88,0.346
3395,-1.36,0.96,0.323
3396,-1.36,1.04,0.293
3397,-1.36,1.12,0.267
3398,-1.36,1.2,0.251
3399,-1.36,1.28,0.231
3400,-1.36,1.36,0.206
3401,-1.36,1.44,0.2
3402,-1.36,1.52,0.19
3403,-1.36,1.6,0.177
3404,-1.36,1.68,0.163
3405,-1.36,1.76,0.167
3406,-1.36,1.84,0.136
3407,-1.36,1.92,0.138
3408,-1.36,2,0.125
3409,-1.36,2.08,0.124
3410,-1.36,2.16,0.115
3411,-1.36,2.24,0.131
3412,-1.36,2.32,0.122
3413,-1.36,2.4,0.116
3414,-1.36,2.48,0.123
3415,-1.36,2.56,0.103
3416,-1.36,2.64,0.108
3417,-1.36,2.72,0.107
3418,-1.36,2.8,0.103
3419,-1.36,2.88,0.1
3420,-1.36,2.96,0.115
3421,-1.36,3.04,0.094
3422,-1.36,3.12,0.092
3423,-1.36,3.2,0.118
3424,-1.36,3.28,0.108
3425,-1.36,3.36,0.102
3426,-1.36,3.44,0.106
3427,-1.36,3.52,0.094
3428,-1.36,3.6,0.111
3429,-1.36,3.68,0.116
3430,-1.36,3.76,0.105
3431,-1.36,3.84,0.108
3432,-1.36,3.92,0.091
3433,-1.36,4,0.099
3434,-1.28,-4,0.82
3435,-1.28,-3.92,0.836
3436,-1.28,-3.84,0.83
3437,-1.28,-3.76,0.861
3438,-1.28,-3.68,0.866
3439,-1.28,-3.6,0.846
3440,-1.28,-3.52,0.859
3441,-1.28,-3.44,0.847
3442,-1.28,-3.36,0.857
3443,-1.28,-3.28,0.837
3444,-1.28,-3.2,0.859
3445,-1.28,-3.12,0.865
3446,-1.28,-3.04,0.863
3447,-1.28,-2.96,0.839
3448,-1.28,-2.88,0.856
3449,-1.28,-2.8,0.853
3450,-1.28,-2.72,0.869
3451,-1.28,-2.64,0.864
3452,-1.28,-2.56,0.869
3453,-1.28,-2.48,0.864
3454,-1.28,-2.4,0.866
3455,-1.28,-2.32,0.839
3456,-1.28,-2.24,0.846
3457,-1.28,-2.16,0.854
3458,-1.28,-2.08,0.879
3459,-1.28,-2,0.851
3460,-1.28,-1.92,0.838
3461,-1.28,-1.84,0.853
3462,-1.28,-1.76,0.849
3463,-1.28,-1.68,0.855
3464,-1.28,-1.6,0.831
3465,-1.28,-1.52,0.855
3466,-1.28,-1.44,0.836
3467,-1.28,-1.36,0.847
3468,-1.28,-1.28,0.833
3469,-1.28,-1.2,0.838
3470,-1.28,-1.12,0.859
3471,-1.28,-1.04,0.843
3472,-1.28,-0.96,0.84
3473,-1.28,-0.88,0.834
