,$\mu_h$,$\mu_x$,success_rate
7815,2.16,-0.96,0.818
7816,2.16,-0.88,0.821
7817,2.16,-0.8,0.831
7818,2.16,-0.72,0.821
7819,2.16,-0.64,0.814
7820,2.16,-0.56,0.859
7821,2.16,-0.48,0.844
7822,2.16,-0.4,0.842
7823,2.16,-0.32,0.853
7824,2.16,-0.24,0.856
7825,2.16,-0.16,0.852
7826,2.16,-0.08,0.862
7827,2.16,0,0.864
7828,2.16,0.08,0.856
7829,2.16,0.16,0.862
7830,2.16,0.24,0.866
7831,2.16,0.32,0.856
7832,2.16,0.4,0.863
7833,2.16,0.48,0.851
7834,2.16,0.56,0.856
7835,2.16,0.64,0.853
7836,2.16,0.72,0.853
7837,2.16,0.8,0.859
7838,2.16,0.88,0.872
7839,2.16,0.96,0.87
7840,2.16,1.04,0.866
7841,2.16,1.12,0.852
7842,2.16,1.2,0.859
7843,2.16,1.28,0.873
7844,2.16,1.36,0.866
7845,2.16,1.44,0.87
7846,2.16,1.52,0.849
7847,2.16,1.6,0.852
7848,2.16,1.68,0.857
7849,2.16,1.76,0.853
7850,2.16,1.84,0.834
7851,2.16,1.92,0.835
7852,2.16,2,0.846
7853,2.16,2.08,0.846
7854,2.16,2.16,0.844
7855,2.16,2.24,0.853
7856,2.16,2.32,0.854
7857,2.16,2.4,0.839
7858,2.16,2.48,0.825
7859,2.16,2.56,0.821
7860,2.16,2.64,0.837
7861,2.16,2.72,0.826
7862,2.16,2.8,0.823
7863,2.16,2.88,0.823
7864,2.16,2.96,0.776
7865,2.16,3.04,0.824
7866,2.16,3.12,0.799
7867,2.16,3.2,0.758
7868,2.16,3.28,0.766
7869,2.16,3.36,0.736
7870,2.16,3.44,0.746
7871,2.16,3.52,0.702
7872,2.16,3.6,0.679
7873,2.16,3.68,0.66
7874,2.16,3.76,0.658
7875,2.16,3.84,0.599
7876,2.16,3.92,0.556
7877,2.16,4,0.522
7878,2.24,-4,0.097
7879,2.24,-3.92,0.095
7880,2.24,-3.84,0.088
7881,2.24,-3.76,0.117
7882,2.24,-3.68,0.118
7883,2.24,-3.6,0.111
7884,2.24,-3.52,0.105
7885,2.24,-3.44,0.095
7886,2.24,-3.36,0.122
7887,2.24,-3.28,0.118
7888,2.24,-3.2,0.137
7889,2.24,-3.12,0.126
7890,2.24,-3.04,0.153
7891,2.24,-2.96,0.149
7892,2.24,-2.88,0.142
7893,2.24,-2.8,0.185
7894,2.24,-2.72,0.193
7895,2.24,-2.64,0.19
7896,2.24,-2.56,0.224
7897,2.24,-2.48,0.195
7898,2.24,-2.4,0.259
7899,2.24,-2.32,0.293
7900,2.24,-2.24,0.32
7901,2.24,-2.16,0.365
7902,2.24,-2.08,0.43
7903,2.24,-2,0.471
7904,2.24,-1.92,0.484
7905,2.24,-1.84,0.532
7906,2.24,-1.76,0.546
7907,2.24,-1.68,0.614
7908,2.24,-1.6,0.662
7909,2.24,-1.52,0.687
7910,2.24,-1.44,0.713
7911,2.24,-1.36,0.727
7912,2.24,-1.28,0.791
7913,2.24,-1.2,0.777
7914,2.24,-1.12,0.773
7915,2.24,-1.04,0.817
7916,2.24,-0.96,0.816
7917,2.24,-0.88,0.82
7918,2.24,-0.8,0.851
7919,2.24,-0.72,0.831
7920,2.24,-0.64,0.82
7921,2.24,-0.56,0.826
7922,2.24,-0.48,0.82
7923,2.24,-0.4,0.828
7924,2.24,-0.32,0.823
7925,2.24,-0.24,0.863
7926,2.24,-0.16,0.848
7927,2.24,-0.08,0.851
7928,2.24,0,0.832
7929,2.24,0.08,0.855
7930,2.24,0.16,0.86
7931,2.24,0.24,0.865
7932,2.24,0.32,0.869
7933,2.24,0.4,0.86
7934,2.24,0.48,0.864
7935,2.24,0.56,0.848
7936,2.24,0.64,0.859
7937,2.24,0.72,0.871
7938,2.24,0.8,0.842
7939,2.24,0.88,0.851
7940,2.24,0.96,0.867
7941,2.24,1.04,0.853
7942,2.24,1.12,0.82
7943,2.24,1.2,0.835
7944,2.24,1.28,0.862
7945,2.24,1.36,0.877
7946,2.24,1.44,0.855
7947,2.24,1.52,0.862
7948,2.24,1.6,0.852
7949,2.24,1.68,0.85
7950,2.24,1.76,0.848
7951,2.24,1.84,0.858
7952,2.24,1.92,0.858
7953,2.24,2,0.846
7954,2.24,2.08,0.852
7955,2.24,2.16,0.848
7956,2.24,2.24,0.838
7957,2.24,2.32,0.852
7958,2.24,2.4,0.842
7959,2.24,2.48,0.831
7960,2.24,2.56,0.828
7961,2.24,2.64,0.826
7962,2.24,2.72,0.848
7963,2.24,2.8,0.831
7964,2.24,2.88,0.832
7965,2.24,2.96,0.813
7966,2.24,3.04,0.826
7967,2.24,3.12,0.795
7968,2.24,3.2,0.814
7969,2.24,3.28,0.762
7970,2.24,3.36,0.765
7971,2.24,3.44,0.75
7972,2.24,3.52,0.733
7973,2.24,3.6,0.707
7974,2.24,3.68,0.709
7975,2.24,3.76,0.663
7976,2.24,3.84,0.63
7977,2.24,3.92,0.612
7978,2.24,4,0.583
7979,2.32,-4,0.107
7980,2.32,-3.92,0.098
7981,2.32,-3.84,0.102
7982,2.32,-3.76,0.103
7983,2.32,-3.68,0.099
7984,2.32,-3.6,0.11
7985,2.32,-3.52,0.113
7986,2.32,-3.44,0.107
7987,2.32,-3.36,0.104
7988,2.32,-3.28,0.127
7989,2.32,-3.2,0.114
7990,2.32,-3.12,0.127
7991,2.32,-3.04,0.127
7992,2.32,-2.96,0.134
7993,2.32,-2.88,0.152
7994,2.32,-2.8,0.171
7995,2.32,-2.72,0.153
7996,2.32,-2.64,0.195
7997,2.32,-2.56,0.198
7998,2.32,-2.48,0.225
7999,2.32,-2.4,0.24
8000,2.32,-2.32,0.286
8001,2.32,-2.24,0.299
8002,2.32,-2.16,0.333
8003,2.32,-2.08,0.349
8004,2.32,-2,0.391
8005,2.32,-1.92,0.441
8006,2.32,-1.84,0.495
8007,2.32,-1.76,0.528
8008,2.32,-1.68,0.593
8009,2.32,-1.6,0.611
8010,2.32,-1.52,0.637
8011,2.32,-1.44,0.68
8012,2.32,-1.36,0.669
8013,2.32,-1.28,0.719
8014,2.32,-1.2,0.76
8015,2.32,-1.12,0.777
8016,2.32,-1.04,0.777
8017,2.32,-0.96,0.808
8018,2.32,-0.88,0.803
8019,2.32,-0.8,0.82
8020,2.32,-0.72,0.814
8021,2.32,-0.64,0.833
8022,2.32,-0.56,0.83
8023,2.32,-0.48,0.826
8024,2.32,-0.4,0.828
8025,2.32,-0.32,0.836
8026,2.32,-0.24,0.823
8027,2.32,-0.16,0.843
8028,2.32,-0.08,0.852
8029,2.32,0,0.841
8030,2.32,0.08,0.842
8031,2.32,0.16,0.869
8032,2.32,0.24,0.86
8033,2.32,0.32,0.853
8034,2.32,0.4,0.877
8035,2.32,0.48,0.864
8036,2.32,0.56,0.861
8037,2.32,0.64,0.861
8038,2.32,0.72,0.854
8039,2.32,0.8,0.845
8040,2.32,0.88,0.864
8041,2.32,0.96,0.853
8042,2.32,1.04,0.839
8043,2.32,1.12,0.858
8044,2.32,1.2,0.855
8045,2.32,1.28,0.86
8046,2.32,1.36,0.858
8047,2.32,1.44,0.861
8048,2.32,1.52,0.848
8049,2.32,1.6,0.872
8050,2.32,1.68,0.869
8051,2.32,1.76,0.841
8052,2.32,1.84,0.852
8053,2.32,1.92,0.833
8054,2.32,2,0.845
8055,2.32,2.08,0.868
8056,2.32,2.16,0.828
8057,2.32,2.24,0.864
8058,2.32,2.32,0.838
8059,2.32,2.4,0.847
8060,2.32,2.48,0.84
8061,2.32,2.56,0.839
8062,2.32,2.64,0.833
8063,2.32,2.72,0.84
8064,2.32,2.8,0.841
8065,2.32,2.88,0.821
8066,2.32,2.96,0.818
8067,2.32,3.04,0.801
8068,2.32,3.12,0.795
8069,2.32,3.2,0.794
8070,2.32,3.28,0.796
8071,2.32,3.36,0.781
8072,2.32,3.44,0.761
8073,2.32,3.52,0.758
8074,2.32,3.6,0.73
8075,2.32,3.68,0.707
8076,2.32,3.76,0.705
8077,2.32,3.84,0.64
8078,2.32,3.92,0.655
8079,2.32,4,0.612
8080,2.4,-4,0.092
8081,2.4,-3.92,0.112
8082,2.4,-3.84,0.111
8083,2.4,-3.76,0.111
8084,2.4,-3.68,0.104
8085,2.4,-3.6,0.095
8086,2.4,-3.52,0.118
8087,2.4,-3.44,0.127
8088,2.4,-3.36,0.117
8089,2.4,-3.28,0.106
8090,2.4,-3.2,0.119
8091,2.4,-3.12,0.103
8092,2.4,-3.04,0.125
8093,2.4,-2.96,0.119
8094,2.4,-2.88,0.13
8095,2.4,-2.8,0.14
8096,2.4,-2.72,0.151
8097,2.4,-2.64,0.156
8098,2.4,-2.56,0.162
8099,2.4,-2.48,0.198
8100,2.4,-2.4,0.196
8101,2.4,-2.32,0.254
8102,2.4,-2.24,0.261
8103,2.4,-2.16,0.284
8104,2.4,-2.08,0.335
8105,2.4,-2,0.377
8106,2.4,-1.92,0.392
8107,2.4,-1.84,0.432
8108,2.4,-1.76,0.463
8109,2.4,-1.68,0.529
8110,2.4,-1.6,0.552
8111,2.4,-1.52,0.615
8112,2.4,-1.44,0.641
8113,2.4,-1.36,0.666
8114,2.4,-1.28,0.708
8115,2.4,-1.2,0.733
8116,2.4,-1.12,0.736
8117,2.4,-1.04,0.78
8118,2.4,-0.96,0.798
8119,2.4,-0.88,0.801
8120,2.4,-0.8,0.794
8121,2.4,-0.72,0.804
8122,2.4,-0.64,0.812
8123,2.4,-0.56,0.865
8124,2.4,-0.48,0.834
8125,2.4,-0.4,0.832
8126,2.4,-0.32,0.817
8127,2.4,-0.24,0.849
8128,2.4,-0.16,0.854
8129,2.4,-0.08,0.845
8130,2.4,0,0.848
8131,2.4,0.08,0.851
8132,2.4,0.16,0.847
8133,2.4,0.24,0.874
8134,2.4,0.32,0.868
8135,2.4,0.4,0.875
8136,2.4,0.48,0.861
8137,2.4,0.56,0.87
8138,2.4,0.64,0.876
8139,2.4,0.72,0.871
8140,2.4,0.8,0.872
8141,2.4,0.88,0.846
8142,2.4,0.96,0.849
8143,2.4,1.04,0.863
8144,2.4,1.12,0.85
8145,2.4,1.2,0.871
8146,2.4,1.28,0.876
8147,2.4,1.36,0.856
8148,2.4,1.44,0.838
8149,2.4,1.52,0.848
8150,2.4,1.6,0.873
8151,2.4,1.68,0.883
8152,2.4,1.76,0.85
8153,2.4,1.84,0.849
8154,2.4,1.92,0.858
8155,2.4,2,0.855
8156,2.4,2.08,0.856
8157,2.4,2.16,0.846
8158,2.4,2.24,0.838
8159,2.4,2.32,0.853
8160,2.4,2.4,0.845
8161,2.4,2.48,0.848
8162,2.4,2.56,0.851
8163,2.4,2.64,0.846
8164,2.4,2.72,0.833
8165,2.4,2.8,0.857
8166,2.4,2.88,0.82
8167,2.4,2.96,0.834
8168,2.4,3.04,0.807
8169,2.4,3.12,0.801
8170,2.4,3.2,0.803
8171,2.4,3.28,0.815
8172,2.4,3.36,0.816
8173,2.4,3.44,0.779
8174,2.4,3.52,0.771
8175,2.4,3.6,0.75
8176,2.4,3.68,0.724
8177,2.4,3.76,0.725
8178,2.4,3.84,0.684
8179,2.4,3.92,0.696
8180,2.4,4,0.624
8181,2.48,-4,0.108
8182,2.48,-3.92,0.1
8183,2.48,-3.84,0.1
8184,2.48,-3.76,0.113
8185,2.48,-3.68,0.107
8186,2.48,-3.6,0.106
8187,2.48,-3.52,0.101
8188,2.48,-3.44,0.091
8189,2.48,-3.36,0.101
8190,2.48,-3.28,0.087
8191,2.48,-3.2,0.129
8192,2.48,-3.12,0.118
8193,2.48,-3.04,0.151
8194,2.48,-2.96,0.142
8195,2.48,-2.88,0.112
8196,2.48,-2.8,0.138
8197,2.48,-2.72,0.156
8198,2.48,-2.64,0.174
8199,2.48,-2.56,0.151
8200,2.48,-2.48,0.205
8201,2.48,-2.4,0.176
8202,2.48,-2.32,0.222
8203,2.48,-2.24,0.239
8204,2.48,-2.16,0.271
8205,2.48,-2.08,0.29
8206,2.48,-2,0.344
8207,2.48,-1.92,0.358
8208,2.48,-1.84,0.409
8209,2.48,-1.76,0.427
8210,2.48,-1.68,0.476
8211,2.48,-1.6,0.513
8212,2.48,-1.52,0.596
8213,2.48,-1.44,0.61
8214,2.48,-1.36,0.666
8215,2.48,-1.28,0.662
8216,2.48,-1.2,0.696
8217,2.48,-1.12,0.744
8218,2.48,-1.04,0.763
8219,2.48,-0.96,0.767
8220,2.48,-0.88,0.802
8221,2.48,-0.8,0.783
8222,2.48,-0.72,0.815
8223,2.48,-0.64,0.805
8224,2.48,-0.56,0.821
8225,2.48,-0.48,0.789
8226,2.48,-0.4,0.836
8227,2.48,-0.32,0.822
8228,2.48,-0.24,0.825
8229,2.48,-0.16,0.833
8230,2.48,-0.08,0.845
8231,2.48,0,0.838
8232,2.48,0.08,0.856
8233,2.48,0.16,0.844
8234,2.48,0.24,0.857
8235,2.48,0.32,0.851
8236,2.48,0.4,0.855
8237,2.48,0.48,0.848
8238,2.48,0.56,0.857
8239,2.48,0.64,0.845
8240,2.48,0.72,0.855
8241,2.48,0.8,0.861
8242,2.48,0.88,0.861
8243,2.48,0.96,0.863
8244,2.48,1.04,0.855
8245,2.48,1.12,0.828
8246,2.48,1.2,0.851
8247,2.48,1.28,0.846
8248,2.48,1.36,0.853
8249,2.48,1.44,0.876
8250,2.48,1.52,0.862
8251,2.48,1.6,0.827
8252,2.48,1.68,0.865
8253,2.48,1.76,0.859
8254,2.48,1.84,0.836
8255,2.48,1.92,0.835
8256,2.48,2,0.864
8257,2.48,2.08,0.848
8258,2.48,2.16,0.838
8259,2.48,2.24,0.855
8260,2.48,2.32,0.863
8261,2.48,2.4,0.845
8262,2.48,2.48,0.839
8263,2.48,2.56,0.856
8264,2.48,2.64,0.863
8265,2.48,2.72,0.813
8266,2.48,2.8,0.855
8267,2.48,2.88,0.858
8268,2.48,2.96,0.814
8269,2.48,3.04,0.831
8270,2.48,3.12,0.803
8271,2.48,3.2,0.813
8272,2.48,3.28,0.826
8273,2.48,3.36,0.802
8274,2.48,3.44,0.78
8275,2.48,3.52,0.795
8276,2.48,3.6,0.776
8277,2.48,3.68,0.773
8278,2.48,3.76,0.737
8279,2.48,3.84,0.715
8280,2.48,3.92,0.684
8281,2.48,4,0.68
8282,2.56,-4,0.104
8283,2.56,-3.92,0.088
8284,2.56,-3.84,0.096
8285,2.56,-3.76,0.095
8286,2.56,-3.68,0.115
8287,2.56,-3.6,0.098
8288,2.56,-3.52,0.11
8289,2.56,-3.44,0.103
8290,2.56,-3.36,0.109
8291,2.56,-3.28,0.105
8292,2.56,-3.2,0.122
8293,2.56,-3.12,0.09
8294,2.56,-3.04,0.103
8295,2.56,-2.96,0.118
8296,2.56,-2.88,0.134
8297,2.56,-2.8,0.118
8298,2.56,-2.72,0.137
8299,2.56,-2.64,0.147
8300,2.56,-2.56,0.157
8301,2.56,-2.48,0.156
8302,2.56,-2.4,0.194
8303,2.56,-2.32,0.204
8304,2.56,-2.24,0.205
8305,2.56,-2.16,0.233
8306,2.56,-2.08,0.249
8307,2.56,-2,0.28
8308,2.56,-1.92,0.326
8309,2.56,-1.84,0.399
8310,2.56,-1.76,0.421
8311,2.56,-1.68,0.452
8312,2.56,-1.6,0.502
8313,2.56,-1.52,0.5
8314,2.56,-1.44,0.578
8315,2.56,-1.36,0.587
8316,2.56,-1.28,0.62
8317,2.56,-1.2,0.69
8318,2.56,-1.12,0.717
8319,2.56,-1.04,0.71
8320,2.56,-0.96,0.761
8321,2.56,-0.88,0.77
8322,2.56,-0.8,0.763
8323,2.56,-0.72,0.803
8324,2.56,-0.64,0.797
8325,2.56,-0.56,0.791
8326,2.56,-0.48,0.812
8327,2.56,-0.4,0.817
8328,2.56,-0.32,0.822
8329,2.56,-0.24,0.851
8330,2.56,-0.16,0.839
8331,2.56,-0.08,0.83
8332,2.56,0,0.857
8333,2.56,0.08,0.856
8334,2.56,0.16,0.863
8335,2.56,0.24,0.854
8336,2.56,0.32,0.854
8337,2.56,0.4,0.84
8338,2.56,0.48,0.847
8339,2.56,0.56,0.851
8340,2.56,0.64,0.849
8341,2.56,0.72,0.849
8342,2.56,0.8,0.852
8343,2.56,0.88,0.865
8344,2.56,0.96,0.863
8345,2.56,1.04,0.857
8346,2.56,1.12,0.855
8347,2.56,1.2,0.876
8348,2.56,1.28,0.864
8349,2.56,1.36,0.851
8350,2.56,1.44,0.858
8351,2.56,1.52,0.868
8352,2.56,1.6,0.845
8353,2.56,1.68,0.868
8354,2.56,1.76,0.873
8355,2.56,1.84,0.85
8356,2.56,1.92,0.841
8357,2.56,2,0.857
8358,2.56,2.08,0.863
8359,2.56,2.16,0.848
8360,2.56,2.24,0.864
8361,2.56,2.32,0.851
8362,2.56,2.4,0.851
8363,2.56,2.48,0.854
8364,2.56,2.56,0.846
8365,2.56,2.64,0.834
8366,2.56,2.72,0.841
8367,2.56,2.8,0.87
8368,2.56,2.88,0.844
8369,2.56,2.96,0.825
8370,2.56,3.04,0.833
8371,2.56,3.12,0.83
8372,2.56,3.2,0.825
8373,2.56,3.28,0.8
8374,2.56,3.36,0.791
8375,2.56,3.44,0.804
8376,2.56,3.52,0.781
8377,2.56,3.6,0.76
8378,2.56,3.68,0.774
8379,2.56,3.76,0.771
8380,2.56,3.84,0.744
8381,2.56,3.92,0.741
8382,2.56,4,0.692
8383,2.64,-4,0.094
8384,2.64,-3.92,0.114
8385,2.64,-3.84,0.096
8386,2.64,-3.76,0.117
8387,2.64,-3.68,0.103
8388,2.64,-3.6,0.094
8389,2.64,-3.52,0.096
8390,2.64,-3.44,0.101
8391,2.64,-3.36,0.11
8392,2.64,-3.28,0.094
8393,2.64,-3.2,0.101
8394,2.64,-3.12,0.103
8395,2.64,-3.04,0.112
8396,2.64,-2.96,0.121
8397,2.64,-2.88,0.109
8398,2.64,-2.8,0.119
8399,2.64,-2.72,0.123
8400,2.64,-2.64,0.154
8401,2.64,-2.56,0.155
8402,2.64,-2.48,0.148
8403,2.64,-2.4,0.178
8404,2.64,-2.32,0.195
8405,2.64,-2.24,0.195
8406,2.64,-2.16,0.228
8407,2.64,-2.08,0.229
8408,2.64,-2,0.267
8409,2.64,-1.92,0.296
8410,2.64,-1.84,0.331
8411,2.64,-1.76,0.35
8412,2.64,-1.68,0.393
8413,2.64,-1.6,0.455
8414,2.64,-1.52,0.5
8415,2.64,-1.44,0.528
8416,2.64,-1.36,0.546
8417,2.64,-1.28,0.647
8418,2.64,-1.2,0.65
8419,2.64,-1.12,0.676
8420,2.64,-1.04,0.702
8421,2.64,-0.96,0.739
8422,2.64,-0.88,0.772
8423,2.64,-0.8,0.763
8424,2.64,-0.72,0.783
8425,2.64,-0.64,0.808
8426,2.64,-0.56,0.78
8427,2.64,-0.48,0.818
8428,2.64,-0.4,0.834
8429,2.64,-0.32,0.83
8430,2.64,-0.24,0.841
8431,2.64,-0.16,0.824
8432,2.64,-0.08,0.832
8433,2.64,0,0.869
8434,2.64,0.08,0.856
8435,2.64,0.16,0.847
8436,2.64,0.24,0.841
8437,2.64,0.32,0.853
8438,2.64,0.4,0.857
8439,2.64,0.48,0.857
8440,2.64,0.56,0.845
8441,2.64,0.64,0.845
8442,2.64,0.72,0.854
8443,2.64,0.8,0.854
8444,2.64,0.88,0.846
8445,2.64,0.96,0.856
8446,2.64,1.04,0.858
8447,2.64,1.12,0.852
8448,2.64,1.2,0.846
8449,2.64,1.28,0.863
8450,2.64,1.36,0.836
8451,2.64,1.44,0.869
8452,2.64,1.52,0.864
8453,2.64,1.6,0.849
8454,2.64,1.68,0.849
8455,2.64,1.76,0.87
8456,2.64,1.84,0.851
8457,2.64,1.92,0.856
8458,2.64,2,0.842
8459,2.64,2.08,0.845
8460,2.64,2.16,0.853
8461,2.64,2.24,0.857
8462,2.64,2.32,0.864
8463,2.64,2.4,0.842
8464,2.64,2.48,0.853
8465,2.64,2.56,0.847
8466,2.64,2.64,0.856
8467,2.64,2.72,0.833
8468,2.64,2.8,0.82
8469,2.64,2.88,0.84
8470,2.64,2.96,0.833
8471,2.64,3.04,0.854
8472,2.64,3.12,0.838
8473,2.64,3.2,0.826
8474,2.64,3.28,0.825
8475,2.64,3.36,0.815
8476,2.64,3.44,0.821
8477,2.64,3.52,0.796
8478,2.64,3.6,0.785
8479,2.64,3.68,0.768
8480,2.64,3.76,0.777
8481,2.64,3.84,0.762
8482,2.64,3.92,0.748
8483,2.64,4,0.706
8484,2.72,-4,0.092
8485,2.72,-3.92,0.088
8486,2.72,-3.84,0.11
8487,2.72,-3.76,0.097
8488,2.72,-3.68,0.091
8489,2.72,-3.6,0.101
8490,2.72,-3.52,0.096
8491,2.72,-3.44,0.095
8492,2.72,-3.36,0.11
8493,2.72,-3.28,0.107
8494,2.72,-3.2,0.109
8495,2.72,-3.12,0.101
8496,2.72,-3.04,0.102
8497,2.72,-2.96,0.103
8498,2.72,-2.88,0.103
8499,2.72,-2.8,0.118
8500,2.72,-2.72,0.134
8501,2.72,-2.64,0.136
8502,2.72,-2.56,0.111
8503,2.72,-2.48,0.141
8504,2.72,-2.4,0.156
8505,2.72,-2.32,0.188
8506,2.72,-2.24,0.174
8507,2.72,-2.16,0.193
8508,2.72,-2.08,0.209
8509,2.72,-2,0.236
8510,2.72,-1.92,0.275
8511,2.72,-1.84,0.308
8512,2.72,-1.76,0.324
8513,2.72,-1.68,0.368
8514,2.72,-1.6,0.402
8515,2.72,-1.52,0.429
8516,2.72,-1.44,0.489
8517,2.72,-1.36,0.515
8518,2.72,-1.28,0.551
8519,2.72,-1.2,0.602
8520,2.72,-1.12,0.65
8521,2.72,-1.04,0.693
8522,2.72,-0.96,0.72
8523,2.72,-0.88,0.745
8524,2.72,-0.8,0.734
8525,2.72,-0.72,0.764
8526,2.72,-0.64,0.799
8527,2.72,-0.56,0.779
8528,2.72,-0.48,0.796
8529,2.72,-0.4,0.812
8530,2.72,-0.32,0.811
8531,2.72,-0.24,0.8
8532,2.72,-0.16,0.85
8533,2.72,-0.08,0.828
8534,2.72,0,0.861
8535,2.72,0.08,0.814
8536,2.72,0.16,0.845
8537,2.72,0.24,0.848
8538,2.72,0.32,0.84
8539,2.72,0.4,0.837
8540,2.72,0.48,0.836
8541,2.72,0.56,0.858
8542,2.72,0.64,0.843
8543,2.72,0.72,0.841
8544,2.72,0.8,0.847
8545,2.72,0.88,0.858
8546,2.72,0.96,0.859
8547,2.72,1.04,0.861
8548,2.72,1.12,0.848
8549,2.72,1.2,0.865
8550,2.72,1.28,0.859
8551,2.72,1.36,0.849
8552,2.72,1.44,0.841
8553,2.72,1.52,0.857
8554,2.72,1.6,0.859
8555,2.72,1.68,0.852
8556,2.72,1.76,0.868
8557,2.72,1.84,0.85
8558,2.72,1.92,0.855
8559,2.72,2,0.858
8560,2.72,2.08,0.855
8561,2.72,2.16,0.833
8562,2.72,2.24,0.849
8563,2.72,2.32,0.835
8564,2.72,2.4,0.862
8565,2.72,2.48,0.852
8566,2.72,2.56,0.866
8567,2.72,2.64,0.849
8568,2.72,2.72,0.84
8569,2.72,2.8,0.84
8570,2.72,2.88,0.852
8571,2.72,2.96,0.83
8572,2.72,3.04,0.842
8573,2.72,3.12,0.853
8574,2.72,3.2,0.803
8575,2.72,3.28,0.841
8576,2.72,3.36,0.811
8577,2.72,3.44,0.816
8578,2.72,3.52,0.82
8579,2.72,3.6,0.779
8580,2.72,3.68,0.826
8581,2.72,3.76,0.811
8582,2.72,3.84,0.771
8583,2.72,3.92,0.772
8584,2.72,4,0.741
8585,2.8,-4,0.098
8586,2.8,-3.92,0.111
8587,2.8,-3.84,0.082
8588,2.8,-3.76,0.121
8589,2.8,-3.68,0.095
8590,2.8,-3.6,0.1
8591,2.8,-3.52,0.078
8592,2.8,-3.44,0.097
8593,2.8,-3.36,0.098
8594,2.8,-3.28,0.088
8595,2.8,-3.2,0.09
8596,2.8,-3.12,0.113
8597,2.8,-3.04,0.109
8598,2.8,-2.96,0.113
8599,2.8,-2.88,0.1
8600,2.8,-2.8,0.136
8601,2.8,-2.72,0.118
8602,2.8,-2.64,0.12
8603,2.8,-2.56,0.131
8604,2.8,-2.48,0.142
8605,2.8,-2.4,0.148
8606,2.8,-2.32,0.149
8607,2.8,-2.24,0.178
8608,2.8,-2.16,0.209
8609,2.8,-2.08,0.203
8610,2.8,-2,0.236
8611,2.8,-1.92,0.208
8612,2.8,-1.84,0.267
8613,2.8,-1.76,0.302
8614,2.8,-1.68,0.347
8615,2.8,-1.6,0.391
8616,2.8,-1.52,0.375
8617,2.8,-1.44,0.463
8618,2.8,-1.36,0.479
8619,2.8,-1.28,0.514
8620,2.8,-1.2,0.569
8621,2.8,-1.12,0.617
8622,2.8,-1.04,0.648
8623,2.8,-0.96,0.682
8624,2.8,-0.88,0.709
8625,2.8,-0.8,0.73
8626,2.8,-0.72,0.756
8627,2.8,-0.64,0.762
8628,2.8,-0.56,0.812
8629,2.8,-0.48,0.789
8630,2.8,-0.4,0.797
8631,2.8,-0.32,0.798
8632,2.8,-0.24,0.8
8633,2.8,-0.16,0.839
8634,2.8,-0.08,0.842
8635,2.8,0,0.867
8636,2.8,0.08,0.835
8637,2.8,0.16,0.839
8638,2.8,0.24,0.839
8639,2.8,0.32,0.873
8640,2.8,0.4,0.844
8641,2.8,0.48,0.836
8642,2.8,0.56,0.855
8643,2.8,0.64,0.853
8644,2.8,0.72,0.846
8645,2.8,0.8,0.84
8646,2.8,0.88,0.848
8647,2.8,0.96,0.852
8648,2.8,1.04,0.843
8649,2.8,1.12,0.848
8650,2.8,1.2,0.862
8651,2.8,1.28,0.857
8652,2.8,1.36,0.871
8653,2.8,1.44,0.856
8654,2.8,1.52,0.866
8655,2.8,1.6,0.858
8656,2.8,1.68,0.858
8657,2.8,1.76,0.84
8658,2.8,1.84,0.878
8659,2.8,1.92,0.841
8660,2.8,2,0.85
8661,2.8,2.08,0.874
8662,2.8,2.16,0.86
8663,2.8,2.24,0.862
8664,2.8,2.32,0.845
8665,2.8,2.4,0.855
8666,2.8,2.48,0.846
8667,2.8,2.56,0.842
8668,2.8,2.64,0.833
8669,2.8,2.72,0.838
8670,2.8,2.8,0.838
8671,2.8,2.88,0.832
8672,2.8,2.96,0.841
8673,2.8,3.04,0.848
8674,2.8,3.12,0.836
8675,2.8,3.2,0.846
8676,2.8,3.28,0.817
8677,2.8,3.36,0.862
8678,2.8,3.44,0.828
8679,2.8,3.52,0.809
8680,2.8,3.6,0.819
8681,2.8,3.68,0.799
8682,2.8,3.76,0.811
8683,2.8,3.84,0.772
8684,2.8,3.92,0.785
8685,2.8,4,0.737
8686,2.88,-4,0.1
8687,2.88,-3.92,0.108
8688,2.88,-3.84,0.101
8689,2.88,-3.76,0.114
8690,2.88,-3.68,0.102
8691,2.88,-3.6,0.118
8692,2.88,-3.52,0.078
8693,2.88,-3.44,0.113
8694,2.88,-3.36,0.128
8695,2.88,-3.28,0.095
8696,2.88,-3.2,0.119
8697,2.88,-3.12,0.108
8698,2.88,-3.04,0.093
8699,2.88,-2.96,0.103
8700,2.88,-2.88,0.106
8701,2.88,-2.8,0.111
8702,2.88,-2.72,0.097
8703,2.88,-2.64,0.119
8704,2.88,-2.56,0.115
8705,2.88,-2.48,0.132
8706,2.88,-2.4,0.13
8707,2.88,-2.32,0.142
8708,2.88,-2.24,0.152
8709,2.88,-2.16,0.152
8710,2.88,-2.08,0.191
8711,2.88,-2,0.194
8712,2.88,-1.92,0.222
8713,2.88,-1.84,0.238
8714,2.88,-1.76,0.262
8715,2.88,-1.68,0.287
8716,2.88,-1.6,0.34
8717,2.88,-1.52,0.39
8718,2.88,-1.44,0.423
8719,2.88,-1.36,0.461
8720,2.88,-1.28,0.481
8721,2.88,-1.2,0.544
