$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
1.28,2.56,3.36,3.36,0.861
2.52,5.04,3.6,3.6,0.864
2.92,5.84,3.8,3.8,0.845
1.52,3.04,3.56,3.56,0.863
0.32,0.64,3.12,3.12,0.86
3.32,6.64,3.24,3.24,0.821
3.68,7.36,3.64,3.64,0.846
3.92,7.84,3.84,3.84,0.839
1.8,3.6,3.96,3.96,0.863
3.28,6.56,3.04,3.04,0.817
2.4,4.8,3.4,3.4,0.864
1.8,3.6,3.76,3.76,0.871
0.68,1.36,3.72,3.72,0.842
0.2,0.4,3.32,3.32,0.865
0.92,1.84,3.92,3.92,0.858
3.44,6.88,3.44,3.44,0.813
1.2,2.4,3.16,3.16,0.878
2.24,4.48,3.2,3.2,0.865
2.96,5.92,4.0,4.0,0.872
2.56,5.12,3.6,3.6,0.866
1.32,2.64,3.36,3.36,0.869
2.96,5.92,3.8,3.8,0.861
0.48,0.96,3.52,3.52,0.832
1.56,3.12,3.56,3.56,0.866
3.72,7.44,3.64,3.64,0.843
1.84,3.68,3.96,3.96,0.863
3.36,6.72,3.24,3.24,0.841
2.44,4.88,3.4,3.4,0.847
3.96,7.92,3.84,3.84,0.841
3.32,6.64,3.04,3.04,0.84
0.24,0.48,3.32,3.32,0.839
0.36,0.72,3.12,3.12,0.865
1.84,3.68,3.76,3.76,0.872
0.96,1.92,3.92,3.92,0.875
0.72,1.44,3.72,3.72,0.858
1.24,2.48,3.16,3.16,0.85
3.0,6.0,4.0,4.0,0.86
3.0,6.0,3.8,3.8,0.875
2.6,5.2,3.6,3.6,0.864
3.48,6.96,3.44,3.44,0.834
2.28,4.56,3.2,3.2,0.856
1.36,2.72,3.36,3.36,0.858
1.88,3.76,3.96,3.96,0.859
0.52,1.04,3.52,3.52,0.877
3.4,6.8,3.24,3.24,0.835
2.48,4.96,3.4,3.4,0.866
1.6,3.2,3.56,3.56,0.867
3.76,7.52,3.64,3.64,0.853
0.28,0.56,3.32,3.32,0.848
1.88,3.76,3.76,3.76,0.847
3.36,6.72,3.04,3.04,0.824
4.0,8.0,3.84,3.84,0.85
0.76,1.52,3.72,3.72,0.861
3.04,6.08,4.0,4.0,0.865
1.0,2.0,3.92,3.92,0.834
0.4,0.8,3.12,3.12,0.843
3.04,6.08,3.8,3.8,0.888
3.52,7.04,3.44,3.44,0.844
2.64,5.28,3.6,3.6,0.854
1.28,2.56,3.16,3.16,0.894
1.4,2.8,3.36,3.36,0.87
2.32,4.64,3.2,3.2,0.851
2.52,5.04,3.4,3.4,0.863
1.92,3.84,3.96,3.96,0.863
3.44,6.88,3.24,3.24,0.841
1.64,3.28,3.56,3.56,0.87
0.56,1.12,3.52,3.52,0.864
3.4,6.8,3.04,3.04,0.818
0.32,0.64,3.32,3.32,0.868
3.08,6.16,4.0,4.0,0.861
1.92,3.84,3.76,3.76,0.86
3.8,7.6,3.64,3.64,0.842
0.8,1.6,3.72,3.72,0.862
0.0,0.0,3.88,3.88,0.825
1.04,2.08,3.92,3.92,0.861
0.44,0.88,3.12,3.12,0.879
3.08,6.16,3.8,3.8,0.87
3.56,7.12,3.44,3.44,0.867
2.68,5.36,3.6,3.6,0.868
2.56,5.12,3.4,3.4,0.861
1.44,2.88,3.36,3.36,0.863
1.32,2.64,3.16,3.16,0.86
2.36,4.72,3.2,3.2,0.859
3.48,6.96,3.24,3.24,0.801
1.96,3.92,3.96,3.96,0.87
1.68,3.36,3.56,3.56,0.873
0.36,0.72,3.32,3.32,0.853
3.12,6.24,4.0,4.0,0.874
1.96,3.92,3.76,3.76,0.861
3.84,7.68,3.64,3.64,0.832
3.44,6.88,3.04,3.04,0.834
0.6,1.2,3.52,3.52,0.839
0.84,1.68,3.72,3.72,0.873
3.12,6.24,3.8,3.8,0.865
1.08,2.16,3.92,3.92,0.869
0.04,0.08,3.88,3.88,0.836
1.48,2.96,3.36,3.36,0.878
3.6,7.2,3.44,3.44,0.841
1.72,3.44,3.56,3.56,0.864
2.72,5.44,3.6,3.6,0.886
0.48,0.96,3.12,3.12,0.855
3.16,6.32,4.0,4.0,0.868
2.6,5.2,3.4,3.4,0.86
0.4,0.8,3.32,3.32,0.872
1.36,2.72,3.16,3.16,0.869
2.0,4.0,3.96,3.96,0.875
2.4,4.8,3.2,3.2,0.866
3.52,7.04,3.24,3.24,0.831
3.88,7.76,3.64,3.64,0.835
2.0,4.0,3.76,3.76,0.863
0.64,1.28,3.52,3.52,0.85
3.48,6.96,3.04,3.04,0.841
0.88,1.76,3.72,3.72,0.86
0.08,0.16,3.88,3.88,0.84
1.12,2.24,3.92,3.92,0.856
3.16,6.32,3.8,3.8,0.876
1.52,3.04,3.36,3.36,0.857
1.76,3.52,3.56,3.56,0.858
0.52,1.04,3.12,3.12,0.866
0.44,0.88,3.32,3.32,0.858
3.64,7.28,3.44,3.44,0.845
2.76,5.52,3.6,3.6,0.869
3.2,6.4,4.0,4.0,0.87
2.64,5.28,3.4,3.4,0.861
3.56,7.12,3.24,3.24,0.848
2.04,4.08,3.96,3.96,0.866
2.44,4.88,3.2,3.2,0.869
1.4,2.8,3.16,3.16,0.89
3.92,7.84,3.64,3.64,0.845
0.68,1.36,3.52,3.52,0.858
3.52,7.04,3.04,3.04,0.824
0.12,0.24,3.88,3.88,0.824
0.56,1.12,3.12,3.12,0.875
2.04,4.08,3.76,3.76,0.872
1.16,2.32,3.92,3.92,0.861
0.92,1.84,3.72,3.72,0.858
1.56,3.12,3.36,3.36,0.866
0.48,0.96,3.32,3.32,0.863
3.68,7.36,3.44,3.44,0.838
3.2,6.4,3.8,3.8,0.853
1.8,3.6,3.56,3.56,0.869
2.08,4.16,3.96,3.96,0.877
2.48,4.96,3.2,3.2,0.865
2.8,5.6,3.6,3.6,0.855
3.24,6.48,4.0,4.0,0.861
2.68,5.36,3.4,3.4,0.867
3.6,7.2,3.24,3.24,0.835
1.44,2.88,3.16,3.16,0.862
1.2,2.4,3.92,3.92,0.848
0.6,1.2,3.12,3.12,0.874
0.72,1.44,3.52,3.52,0.863
0.16,0.32,3.88,3.88,0.836
3.96,7.92,3.64,3.64,0.846
0.52,1.04,3.32,3.32,0.871
3.56,7.12,3.04,3.04,0.811
2.08,4.16,3.76,3.76,0.877
0.96,1.92,3.72,3.72,0.871
1.6,3.2,3.36,3.36,0.864
3.72,7.44,3.44,3.44,0.83
1.84,3.68,3.56,3.56,0.886
2.52,5.04,3.2,3.2,0.864
3.24,6.48,3.8,3.8,0.858
2.12,4.24,3.96,3.96,0.866
1.48,2.96,3.16,3.16,0.884
3.64,7.28,3.24,3.24,0.828
3.28,6.56,4.0,4.0,0.858
2.72,5.44,3.4,3.4,0.846
2.84,5.68,3.6,3.6,0.882
0.2,0.4,3.88,3.88,0.839
0.76,1.52,3.52,3.52,0.858
0.64,1.28,3.12,3.12,0.878
1.24,2.48,3.92,3.92,0.868
4.0,8.0,3.64,3.64,0.84
0.56,1.12,3.32,3.32,0.86
3.6,7.2,3.04,3.04,0.793
1.0,2.0,3.72,3.72,0.866
1.64,3.28,3.36,3.36,0.885
2.12,4.24,3.76,3.76,0.873
3.76,7.52,3.44,3.44,0.842
1.52,3.04,3.16,3.16,0.852
3.28,6.56,3.8,3.8,0.831
2.88,5.76,3.6,3.6,0.87
1.88,3.76,3.56,3.56,0.863
3.32,6.64,4.0,4.0,0.87
3.68,7.36,3.24,3.24,0.832
2.16,4.32,3.96,3.96,0.866
2.56,5.12,3.2,3.2,0.859
2.76,5.52,3.4,3.4,0.864
0.8,1.6,3.52,3.52,0.864
0.68,1.36,3.12,3.12,0.86
0.24,0.48,3.88,3.88,0.855
0.6,1.2,3.32,3.32,0.889
1.28,2.56,3.92,3.92,0.839
0.0,0.0,3.68,3.68,0.837
1.04,2.08,3.72,3.72,0.844
3.8,7.6,3.44,3.44,0.838
1.56,3.12,3.16,3.16,0.877
3.64,7.28,3.04,3.04,0.837
2.16,4.32,3.76,3.76,0.862
2.6,5.2,3.2,3.2,0.848
1.68,3.36,3.36,3.36,0.876
2.92,5.84,3.6,3.6,0.855
3.32,6.64,3.8,3.8,0.851
2.2,4.4,3.96,3.96,0.862
0.64,1.28,3.32,3.32,0.885
3.72,7.44,3.24,3.24,0.828
1.92,3.84,3.56,3.56,0.858
3.36,6.72,4.0,4.0,0.876
0.28,0.56,3.88,3.88,0.844
0.84,1.68,3.52,3.52,0.855
2.8,5.6,3.4,3.4,0.887
1.32,2.64,3.92,3.92,0.851
1.08,2.16,3.72,3.72,0.87
0.72,1.44,3.12,3.12,0.87
2.2,4.4,3.76,3.76,0.876
2.64,5.28,3.2,3.2,0.864
0.04,0.08,3.68,3.68,0.836
1.72,3.44,3.36,3.36,0.86
3.84,7.68,3.44,3.44,0.837
0.32,0.64,3.88,3.88,0.832
1.6,3.2,3.16,3.16,0.866
3.68,7.36,3.04,3.04,0.798
0.68,1.36,3.32,3.32,0.838
3.76,7.52,3.24,3.24,0.825
0.88,1.76,3.52,3.52,0.849
2.96,5.92,3.6,3.6,0.861
3.36,6.72,3.8,3.8,0.867
2.84,5.68,3.4,3.4,0.868
2.24,4.48,3.96,3.96,0.865
1.36,2.72,3.92,3.92,0.859
1.12,2.24,3.72,3.72,0.837
1.96,3.92,3.56,3.56,0.868
3.4,6.8,4.0,4.0,0.848
2.68,5.36,3.2,3.2,0.856
2.24,4.48,3.76,3.76,0.875
0.76,1.52,3.12,3.12,0.854
1.76,3.52,3.36,3.36,0.887
0.08,0.16,3.68,3.68,0.84
3.88,7.76,3.44,3.44,0.838
3.8,7.6,3.24,3.24,0.791
0.36,0.72,3.88,3.88,0.833
0.92,1.84,3.52,3.52,0.879
1.4,2.8,3.92,3.92,0.842
1.64,3.28,3.16,3.16,0.867
3.0,6.0,3.6,3.6,0.862
0.72,1.44,3.32,3.32,0.843
3.72,7.44,3.04,3.04,0.816
3.4,6.8,3.8,3.8,0.869
3.44,6.88,4.0,4.0,0.864
2.0,4.0,3.56,3.56,0.858
2.28,4.56,3.96,3.96,0.845
2.88,5.76,3.4,3.4,0.862
1.16,2.32,3.72,3.72,0.865
2.28,4.56,3.76,3.76,0.863
2.72,5.44,3.2,3.2,0.848
0.8,1.6,3.12,3.12,0.879
1.8,3.6,3.36,3.36,0.862
3.84,7.68,3.24,3.24,0.813
3.92,7.84,3.44,3.44,0.819
0.4,0.8,3.88,3.88,0.837
0.12,0.24,3.68,3.68,0.834
3.44,6.88,3.8,3.8,0.859
0.76,1.52,3.32,3.32,0.855
1.68,3.36,3.16,3.16,0.868
1.44,2.88,3.92,3.92,0.848
3.76,7.52,3.04,3.04,0.782
0.96,1.92,3.52,3.52,0.857
2.32,4.64,3.96,3.96,0.869
2.04,4.08,3.56,3.56,0.857
3.04,6.08,3.6,3.6,0.867
0.84,1.68,3.12,3.12,0.861
1.2,2.4,3.72,3.72,0.842
2.92,5.84,3.4,3.4,0.863
3.48,6.96,4.0,4.0,0.861
3.88,7.76,3.24,3.24,0.792
2.76,5.52,3.2,3.2,0.818
2.32,4.64,3.76,3.76,0.882
3.96,7.92,3.44,3.44,0.819
0.44,0.88,3.88,3.88,0.847
1.84,3.68,3.36,3.36,0.862
3.8,7.6,3.04,3.04,0.809
2.36,4.72,3.96,3.96,0.874
1.48,2.96,3.92,3.92,0.86
3.48,6.96,3.8,3.8,0.862
0.16,0.32,3.68,3.68,0.833
1.24,2.48,3.72,3.72,0.856
0.8,1.6,3.32,3.32,0.864
1.72,3.44,3.16,3.16,0.892
0.88,1.76,3.12,3.12,0.878
2.36,4.72,3.76,3.76,0.861
2.08,4.16,3.56,3.56,0.851
1.0,2.0,3.52,3.52,0.867
3.08,6.16,3.6,3.6,0.838
3.92,7.84,3.24,3.24,0.823
2.96,5.92,3.4,3.4,0.856
3.52,7.04,4.0,4.0,0.873
4.0,8.0,3.44,3.44,0.823
0.48,0.96,3.88,3.88,0.852
2.8,5.6,3.2,3.2,0.859
3.84,7.68,3.04,3.04,0.801
1.88,3.76,3.36,3.36,0.875
2.4,4.8,3.96,3.96,0.864
1.52,3.04,3.92,3.92,0.868
1.28,2.56,3.72,3.72,0.865
3.12,6.24,3.6,3.6,0.861
0.2,0.4,3.68,3.68,0.833
1.04,2.08,3.52,3.52,0.853
2.12,4.24,3.56,3.56,0.879
1.76,3.52,3.16,3.16,0.89
3.52,7.04,3.8,3.8,0.846
3.96,7.92,3.24,3.24,0.818
0.84,1.68,3.32,3.32,0.853
0.92,1.84,3.12,3.12,0.868
3.56,7.12,4.0,4.0,0.854
2.4,4.8,3.76,3.76,0.863
0.52,1.04,3.88,3.88,0.838
3.0,6.0,3.4,3.4,0.864
1.92,3.84,3.36,3.36,0.877
3.88,7.76,3.04,3.04,0.81
0.0,0.0,3.48,3.48,0.85
2.84,5.68,3.2,3.2,0.843
1.56,3.12,3.92,3.92,0.871
2.44,4.88,3.96,3.96,0.848
0.24,0.48,3.68,3.68,0.84
1.32,2.64,3.72,3.72,0.869
3.16,6.32,3.6,3.6,0.843
3.6,7.2,4.0,4.0,0.859
3.56,7.12,3.8,3.8,0.855
0.88,1.76,3.32,3.32,0.88
2.16,4.32,3.56,3.56,0.872
4.0,8.0,3.24,3.24,0.792
1.8,3.6,3.16,3.16,0.864
1.08,2.16,3.52,3.52,0.879
1.96,3.92,3.36,3.36,0.867
0.96,1.92,3.12,3.12,0.845
2.44,4.88,3.76,3.76,0.87
0.56,1.12,3.88,3.88,0.834
3.92,7.84,3.04,3.04,0.793
3.04,6.08,3.4,3.4,0.84
2.88,5.76,3.2,3.2,0.858
0.04,0.08,3.48,3.48,0.85
1.6,3.2,3.92,3.92,0.881
0.28,0.56,3.68,3.68,0.851
1.36,2.72,3.72,3.72,0.88
0.92,1.84,3.32,3.32,0.885
2.48,4.96,3.96,3.96,0.834
3.6,7.2,3.8,3.8,0.848
1.84,3.68,3.16,3.16,0.862
3.64,7.28,4.0,4.0,0.868
3.2,6.4,3.6,3.6,0.848
2.0,4.0,3.36,3.36,0.867
0.0,0.0,3.28,3.28,0.822
0.6,1.2,3.88,3.88,0.856
2.2,4.4,3.56,3.56,0.876
1.0,2.0,3.12,3.12,0.885
1.12,2.24,3.52,3.52,0.867
2.48,4.96,3.76,3.76,0.87
0.08,0.16,3.48,3.48,0.826
3.96,7.92,3.04,3.04,0.806
2.92,5.84,3.2,3.2,0.856
0.32,0.64,3.68,3.68,0.86
3.08,6.16,3.4,3.4,0.861
1.4,2.8,3.72,3.72,0.868
1.64,3.28,3.92,3.92,0.869
3.64,7.28,3.8,3.8,0.85
1.88,3.76,3.16,3.16,0.875
3.68,7.36,4.0,4.0,0.849
2.52,5.04,3.96,3.96,0.851
0.64,1.28,3.88,3.88,0.837
2.04,4.08,3.36,3.36,0.87
0.96,1.92,3.32,3.32,0.876
0.04,0.08,3.28,3.28,0.857
3.24,6.48,3.6,3.6,0.844
2.24,4.48,3.56,3.56,0.892
1.04,2.08,3.12,3.12,0.851
2.52,5.04,3.76,3.76,0.864
3.12,6.24,3.4,3.4,0.86
1.16,2.32,3.52,3.52,0.859
0.12,0.24,3.48,3.48,0.852
1.44,2.88,3.72,3.72,0.876
4.0,8.0,3.04,3.04,0.789
0.36,0.72,3.68,3.68,0.85
2.96,5.92,3.2,3.2,0.85
1.68,3.36,3.92,3.92,0.85
3.72,7.44,4.0,4.0,0.866
2.56,5.12,3.96,3.96,0.849
3.68,7.36,3.8,3.8,0.867
2.08,4.16,3.36,3.36,0.875
1.0,2.0,3.32,3.32,0.873
1.92,3.84,3.16,3.16,0.88
0.68,1.36,3.88,3.88,0.87
3.28,6.56,3.6,3.6,0.854
2.28,4.56,3.56,3.56,0.877
0.08,0.16,3.28,3.28,0.849
1.08,2.16,3.12,3.12,0.877
2.56,5.12,3.76,3.76,0.864
3.16,6.32,3.4,3.4,0.837
1.2,2.4,3.52,3.52,0.866
1.48,2.96,3.72,3.72,0.856
0.16,0.32,3.48,3.48,0.834
0.0,0.0,3.08,3.08,0.845
3.0,6.0,3.2,3.2,0.841
2.6,5.2,3.96,3.96,0.879
1.04,2.08,3.32,3.32,0.84
2.12,4.24,3.36,3.36,0.863
1.72,3.44,3.92,3.92,0.87
0.4,0.8,3.68,3.68,0.849
3.32,6.64,3.6,3.6,0.836
3.76,7.52,4.0,4.0,0.868
0.72,1.44,3.88,3.88,0.844
2.32,4.64,3.56,3.56,0.854
3.72,7.44,3.8,3.8,0.865
1.96,3.92,3.16,3.16,0.87
0.12,0.24,3.28,3.28,0.833
2.6,5.2,3.76,3.76,0.883
1.24,2.48,3.52,3.52,0.879
1.12,2.24,3.12,3.12,0.86
3.2,6.4,3.4,3.4,0.868
1.52,3.04,3.72,3.72,0.881
2.16,4.32,3.36,3.36,0.865
0.04,0.08,3.08,3.08,0.847
1.08,2.16,3.32,3.32,0.879
2.64,5.28,3.96,3.96,0.874
3.36,6.72,3.6,3.6,0.85
0.2,0.4,3.48,3.48,0.862
0.76,1.52,3.88,3.88,0.864
2.36,4.72,3.56,3.56,0.887
0.44,0.88,3.68,3.68,0.858
3.04,6.08,3.2,3.2,0.841
1.76,3.52,3.92,3.92,0.858
2.0,4.0,3.16,3.16,0.877
3.8,7.6,4.0,4.0,0.864
3.76,7.52,3.8,3.8,0.855
0.16,0.32,3.28,3.28,0.845
1.28,2.56,3.52,3.52,0.857
1.56,3.12,3.72,3.72,0.844
2.64,5.28,3.76,3.76,0.871
0.08,0.16,3.08,3.08,0.859
3.24,6.48,3.4,3.4,0.872
2.68,5.36,3.96,3.96,0.859
2.2,4.4,3.36,3.36,0.85
1.16,2.32,3.12,3.12,0.881
3.4,6.8,3.6,3.6,0.868
0.48,0.96,3.68,3.68,0.864
1.8,3.6,3.92,3.92,0.862
1.12,2.24,3.32,3.32,0.862
2.4,4.8,3.56,3.56,0.856
0.8,1.6,3.88,3.88,0.862
0.24,0.48,3.48,3.48,0.839
0.2,0.4,3.28,3.28,0.861
3.08,6.16,3.2,3.2,0.836
2.04,4.08,3.16,3.16,0.864
3.8,7.6,3.8,3.8,0.843
3.84,7.68,4.0,4.0,0.854
0.12,0.24,3.08,3.08,0.863
1.32,2.64,3.52,3.52,0.879
2.24,4.48,3.36,3.36,0.857
1.6,3.2,3.72,3.72,0.882
2.72,5.44,3.96,3.96,0.892
3.28,6.56,3.4,3.4,0.865
2.68,5.36,3.76,3.76,0.881
3.44,6.88,3.6,3.6,0.841
0.52,1.04,3.68,3.68,0.879
1.16,2.32,3.32,3.32,0.886
0.84,1.68,3.88,3.88,0.864
1.84,3.68,3.92,3.92,0.865
1.2,2.4,3.12,3.12,0.849
0.28,0.56,3.48,3.48,0.86
2.44,4.88,3.56,3.56,0.877
3.12,6.24,3.2,3.2,0.833
0.24,0.48,3.28,3.28,0.848
0.16,0.32,3.08,3.08,0.866
3.88,7.76,4.0,4.0,0.831
2.08,4.16,3.16,3.16,0.856
3.84,7.68,3.8,3.8,0.852
1.64,3.28,3.72,3.72,0.862
1.36,2.72,3.52,3.52,0.88
2.72,5.44,3.76,3.76,0.869
2.76,5.52,3.96,3.96,0.869
0.88,1.76,3.88,3.88,0.869
2.28,4.56,3.36,3.36,0.849
1.88,3.76,3.92,3.92,0.872
1.2,2.4,3.32,3.32,0.873
3.32,6.64,3.4,3.4,0.848
3.48,6.96,3.6,3.6,0.838
3.16,6.32,3.2,3.2,0.842
0.28,0.56,3.28,3.28,0.851
1.24,2.48,3.12,3.12,0.874
0.32,0.64,3.48,3.48,0.857
0.56,1.12,3.68,3.68,0.853
3.92,7.84,4.0,4.0,0.853
0.2,0.4,3.08,3.08,0.855
2.48,4.96,3.56,3.56,0.872
1.4,2.8,3.52,3.52,0.867
2.12,4.24,3.16,3.16,0.861
0.92,1.84,3.88,3.88,0.853
1.68,3.36,3.72,3.72,0.872
3.88,7.76,3.8,3.8,0.861
2.32,4.64,3.36,3.36,0.86
1.92,3.84,3.92,3.92,0.891
2.8,5.6,3.96,3.96,0.85
3.2,6.4,3.2,3.2,0.858
2.76,5.52,3.76,3.76,0.867
1.24,2.48,3.32,3.32,0.851
3.52,7.04,3.6,3.6,0.839
0.24,0.48,3.08,3.08,0.871
3.96,7.92,4.0,4.0,0.832
0.6,1.2,3.68,3.68,0.848
3.36,6.72,3.4,3.4,0.837
0.32,0.64,3.28,3.28,0.838
1.28,2.56,3.12,3.12,0.891
0.36,0.72,3.48,3.48,0.869
0.96,1.92,3.88,3.88,0.841
2.16,4.32,3.16,3.16,0.875
2.52,5.04,3.56,3.56,0.869
1.96,3.92,3.92,3.92,0.867
1.44,2.88,3.52,3.52,0.877
1.72,3.44,3.72,3.72,0.857
1.28,2.56,3.32,3.32,0.875
2.36,4.72,3.36,3.36,0.871
3.24,6.48,3.2,3.2,0.849
2.84,5.68,3.96,3.96,0.862
3.92,7.84,3.8,3.8,0.843
3.56,7.12,3.6,3.6,0.844
2.8,5.6,3.76,3.76,0.898
0.36,0.72,3.28,3.28,0.862
3.4,6.8,3.4,3.4,0.842
1.32,2.64,3.12,3.12,0.865
0.64,1.28,3.68,3.68,0.854
0.28,0.56,3.08,3.08,0.865
4.0,8.0,4.0,4.0,0.836
1.0,2.0,3.88,3.88,0.839
2.2,4.4,3.16,3.16,0.863
0.4,0.8,3.48,3.48,0.854
1.32,2.64,3.32,3.32,0.89
1.48,2.96,3.52,3.52,0.867
2.4,4.8,3.36,3.36,0.868
2.0,4.0,3.92,3.92,0.877
2.56,5.12,3.56,3.56,0.87
1.76,3.52,3.72,3.72,0.855
3.96,7.92,3.8,3.8,0.844
2.88,5.76,3.96,3.96,0.838
3.6,7.2,3.6,3.6,0.845
3.28,6.56,3.2,3.2,0.835
2.84,5.68,3.76,3.76,0.857
0.68,1.36,3.68,3.68,0.856
0.4,0.8,3.28,3.28,0.866
3.44,6.88,3.4,3.4,0.841
2.24,4.48,3.16,3.16,0.854
0.32,0.64,3.08,3.08,0.861
1.36,2.72,3.32,3.32,0.852
1.36,2.72,3.12,3.12,0.883
1.04,2.08,3.88,3.88,0.84
2.44,4.88,3.36,3.36,0.866
0.44,0.88,3.48,3.48,0.852
1.8,3.6,3.72,3.72,0.85
3.64,7.28,3.6,3.6,0.854
1.52,3.04,3.52,3.52,0.883
2.92,5.84,3.96,3.96,0.877
2.6,5.2,3.56,3.56,0.863
4.0,8.0,3.8,3.8,0.84
2.04,4.08,3.92,3.92,0.878
0.72,1.44,3.68,3.68,0.858
3.32,6.64,3.2,3.2,0.831
2.88,5.76,3.76,3.76,0.876
0.44,0.88,3.28,3.28,0.863
2.28,4.56,3.16,3.16,0.86
1.4,2.8,3.32,3.32,0.859
3.48,6.96,3.4,3.4,0.863
0.36,0.72,3.08,3.08,0.854
2.48,4.96,3.36,3.36,0.879
1.4,2.8,3.12,3.12,0.864
1.08,2.16,3.88,3.88,0.854
0.0,0.0,3.84,3.84,0.84
1.84,3.68,3.72,3.72,0.871
2.96,5.92,3.96,3.96,0.862
2.64,5.28,3.56,3.56,0.861
0.48,0.96,3.48,3.48,0.875
1.56,3.12,3.52,3.52,0.86
3.68,7.36,3.6,3.6,0.833
3.36,6.72,3.2,3.2,0.841
2.92,5.84,3.76,3.76,0.865
0.76,1.52,3.68,3.68,0.872
2.08,4.16,3.92,3.92,0.852
0.48,0.96,3.28,3.28,0.855
3.52,7.04,3.4,3.4,0.846
1.44,2.88,3.32,3.32,0.867
0.4,0.8,3.08,3.08,0.85
2.32,4.64,3.16,3.16,0.86
1.12,2.24,3.88,3.88,0.865
2.52,5.04,3.36,3.36,0.846
1.88,3.76,3.72,3.72,0.859
1.44,2.88,3.12,3.12,0.884
2.68,5.36,3.56,3.56,0.853
0.04,0.08,3.84,3.84,0.847
3.0,6.0,3.96,3.96,0.86
1.6,3.2,3.52,3.52,0.853
3.4,6.8,3.2,3.2,0.838
3.72,7.44,3.6,3.6,0.823
0.52,1.04,3.48,3.48,0.862
0.8,1.6,3.68,3.68,0.866
0.52,1.04,3.28,3.28,0.865
3.56,7.12,3.4,3.4,0.848
2.12,4.24,3.92,3.92,0.867
2.96,5.92,3.76,3.76,0.866
1.48,2.96,3.32,3.32,0.872
1.16,2.32,3.88,3.88,0.852
0.44,0.88,3.08,3.08,0.858
2.56,5.12,3.36,3.36,0.851
1.92,3.84,3.72,3.72,0.87
2.36,4.72,3.16,3.16,0.869
0.08,0.16,3.84,3.84,0.845
3.76,7.52,3.6,3.6,0.845
1.64,3.28,3.52,3.52,0.873
3.44,6.88,3.2,3.2,0.845
2.72,5.44,3.56,3.56,0.871
3.04,6.08,3.96,3.96,0.863
0.56,1.12,3.48,3.48,0.859
1.48,2.96,3.12,3.12,0.887
0.84,1.68,3.68,3.68,0.85
3.6,7.2,3.4,3.4,0.84
0.56,1.12,3.28,3.28,0.846
0.48,0.96,3.08,3.08,0.871
1.2,2.4,3.88,3.88,0.864
1.52,3.04,3.32,3.32,0.861
2.16,4.32,3.92,3.92,0.867
3.0,6.0,3.76,3.76,0.861
2.6,5.2,3.36,3.36,0.859
1.96,3.92,3.72,3.72,0.862
2.4,4.8,3.16,3.16,0.835
2.76,5.52,3.56,3.56,0.865
0.88,1.76,3.68,3.68,0.868
1.68,3.36,3.52,3.52,0.881
3.8,7.6,3.6,3.6,0.834
3.08,6.16,3.96,3.96,0.852
3.48,6.96,3.2,3.2,0.81
0.12,0.24,3.84,3.84,0.852
0.6,1.2,3.48,3.48,0.847
0.52,1.04,3.08,3.08,0.885
3.64,7.28,3.4,3.4,0.838
0.6,1.2,3.28,3.28,0.855
2.2,4.4,3.92,3.92,0.844
3.04,6.08,3.76,3.76,0.855
1.52,3.04,3.12,3.12,0.867
1.24,2.48,3.88,3.88,0.875
2.0,4.0,3.72,3.72,0.878
1.56,3.12,3.32,3.32,0.865
2.64,5.28,3.36,3.36,0.844
2.44,4.88,3.16,3.16,0.874
0.92,1.84,3.68,3.68,0.867
2.8,5.6,3.56,3.56,0.862
0.56,1.12,3.08,3.08,0.874
0.64,1.28,3.48,3.48,0.855
2.04,4.08,3.72,3.72,0.869
0.16,0.32,3.84,3.84,0.838
3.52,7.04,3.2,3.2,0.833
3.84,7.68,3.6,3.6,0.851
1.72,3.44,3.52,3.52,0.869
3.08,6.16,3.76,3.76,0.852
3.12,6.24,3.96,3.96,0.874
2.24,4.48,3.92,3.92,0.866
3.68,7.36,3.4,3.4,0.85
1.6,3.2,3.32,3.32,0.878
0.64,1.28,3.28,3.28,0.86
1.56,3.12,3.12,3.12,0.864
1.28,2.56,3.88,3.88,0.87
2.68,5.36,3.36,3.36,0.85
2.48,4.96,3.16,3.16,0.868
0.6,1.2,3.08,3.08,0.884
2.08,4.16,3.72,3.72,0.888
0.2,0.4,3.84,3.84,0.848
0.68,1.36,3.48,3.48,0.862
1.76,3.52,3.52,3.52,0.858
3.16,6.32,3.96,3.96,0.856
3.88,7.76,3.6,3.6,0.834
2.84,5.68,3.56,3.56,0.865
3.56,7.12,3.2,3.2,0.827
3.12,6.24,3.76,3.76,0.873
0.96,1.92,3.68,3.68,0.847
0.68,1.36,3.28,3.28,0.869
2.28,4.56,3.92,3.92,0.86
3.72,7.44,3.4,3.4,0.845
1.64,3.28,3.32,3.32,0.882
1.32,2.64,3.88,3.88,0.846
1.6,3.2,3.12,3.12,0.866
2.72,5.44,3.36,3.36,0.848
2.52,5.04,3.16,3.16,0.869
0.64,1.28,3.08,3.08,0.885
2.88,5.76,3.56,3.56,0.859
1.8,3.6,3.52,3.52,0.882
0.24,0.48,3.84,3.84,0.852
2.12,4.24,3.72,3.72,0.855
3.16,6.32,3.76,3.76,0.841
0.72,1.44,3.28,3.28,0.833
3.92,7.84,3.6,3.6,0.849
0.72,1.44,3.48,3.48,0.859
3.2,6.4,3.96,3.96,0.876
