mux1,mux2,muh1,muh2,success_rate
9.6,9.6,4.0,8.0,0.391
-1.3,-1.3,3.3,6.6,0.212
8.3,8.3,3.0,6.0,0.238
-3.1,-3.1,1.8,3.6,0.165
9.0,9.0,3.5,7.0,0.281
10.9,10.9,5.0,10.0,0.655
1.6,1.6,5.8,11.6,0.332
-3.7,-3.7,1.3,2.6,0.153
0.7,0.7,4.8,9.6,0.362
0.0,0.0,4.3,8.6,0.311
7.2,7.2,2.0,4.0,0.128
-0.6,-0.6,3.8,7.6,0.256
7.7,7.7,2.5,5.0,0.164
6.3,6.3,1.0,2.0,0.109
11.5,11.5,5.5,11.0,0.717
-1.9,-1.9,2.8,5.6,0.189
1.3,1.3,5.3,10.6,0.389
-2.5,-2.5,2.3,4.6,0.183
6.7,6.7,1.5,3.0,0.115
9.7,9.7,4.0,8.0,0.373
10.3,10.3,4.5,9.0,0.5
-1.2,-1.2,3.3,6.6,0.239
8.4,8.4,3.0,6.0,0.185
-3.0,-3.0,1.8,3.6,0.176
1.7,1.7,5.8,11.6,0.365
9.1,9.1,3.5,7.0,0.237
11.0,11.0,5.0,10.0,0.606
-3.6,-3.6,1.3,2.6,0.138
0.8,0.8,4.8,9.6,0.393
0.1,0.1,4.3,8.6,0.351
-0.5,-0.5,3.8,7.6,0.315
7.3,7.3,2.0,4.0,0.11
-1.8,-1.8,2.8,5.6,0.206
7.8,7.8,2.5,5.0,0.133
6.4,6.4,1.0,2.0,0.092
1.4,1.4,5.3,10.6,0.418
11.6,11.6,5.5,11.0,0.707
-2.4,-2.4,2.3,4.6,0.198
6.8,6.8,1.5,3.0,0.104
9.8,9.8,4.0,8.0,0.321
-1.1,-1.1,3.3,6.6,0.283
10.4,10.4,4.5,9.0,0.474
-2.9,-2.9,1.8,3.6,0.223
8.5,8.5,3.0,6.0,0.194
1.8,1.8,5.8,11.6,0.405
9.2,9.2,3.5,7.0,0.232
11.1,11.1,5.0,10.0,0.576
-3.5,-3.5,1.3,2.6,0.189
0.9,0.9,4.8,9.6,0.433
0.2,0.2,4.3,8.6,0.359
-0.4,-0.4,3.8,7.6,0.304
-1.7,-1.7,2.8,5.6,0.253
7.4,7.4,2.0,4.0,0.108
6.5,6.5,1.0,2.0,0.096
1.5,1.5,5.3,10.6,0.474
7.9,7.9,2.5,5.0,0.138
-2.3,-2.3,2.3,4.6,0.197
11.7,11.7,5.5,11.0,0.678
6.9,6.9,1.5,3.0,0.099
9.9,9.9,4.0,8.0,0.283
-1.0,-1.0,3.3,6.6,0.265
10.5,10.5,4.5,9.0,0.421
-2.8,-2.8,1.8,3.6,0.21
1.9,1.9,5.8,11.6,0.402
8.6,8.6,3.0,6.0,0.182
11.2,11.2,5.0,10.0,0.547
-3.4,-3.4,1.3,2.6,0.181
1.0,1.0,4.8,9.6,0.442
9.3,9.3,3.5,7.0,0.217
0.3,0.3,4.3,8.6,0.414
-0.3,-0.3,3.8,7.6,0.366
-1.6,-1.6,2.8,5.6,0.266
-2.2,-2.2,2.3,4.6,0.209
6.6,6.6,1.0,2.0,0.106
7.5,7.5,2.0,4.0,0.113
1.6,1.6,5.3,10.6,0.481
8.0,8.0,2.5,5.0,0.131
11.8,11.8,5.5,11.0,0.643
10.0,10.0,4.0,8.0,0.272
7.0,7.0,1.5,3.0,0.108
-0.9,-0.9,3.3,6.6,0.333
-2.7,-2.7,1.8,3.6,0.246
10.6,10.6,4.5,9.0,0.361
2.0,2.0,5.8,11.6,0.482
8.7,8.7,3.0,6.0,0.168
-3.3,-3.3,1.3,2.6,0.223
1.1,1.1,4.8,9.6,0.508
11.3,11.3,5.0,10.0,0.485
9.4,9.4,3.5,7.0,0.2
0.4,0.4,4.3,8.6,0.421
-0.2,-0.2,3.8,7.6,0.406
-2.1,-2.1,2.3,4.6,0.256
-1.5,-1.5,2.8,5.6,0.298
1.7,1.7,5.3,10.6,0.522
7.6,7.6,2.0,4.0,0.099
6.7,6.7,1.0,2.0,0.102
8.1,8.1,2.5,5.0,0.123
11.9,11.9,5.5,11.0,0.663
-0.8,-0.8,3.3,6.6,0.321
7.1,7.1,1.5,3.0,0.097
10.1,10.1,4.0,8.0,0.261
-2.6,-2.6,1.8,3.6,0.251
2.1,2.1,5.8,11.6,0.511
10.7,10.7,4.5,9.0,0.342
-3.2,-3.2,1.3,2.6,0.241
8.8,8.8,3.0,6.0,0.163
1.2,1.2,4.8,9.6,0.531
11.4,11.4,5.0,10.0,0.456
-0.1,-0.1,3.8,7.6,0.466
9.5,9.5,3.5,7.0,0.16
0.5,0.5,4.3,8.6,0.467
-1.4,-1.4,2.8,5.6,0.325
-2.0,-2.0,2.3,4.6,0.282
1.8,1.8,5.3,10.6,0.56
8.2,8.2,2.5,5.0,0.126
6.8,6.8,1.0,2.0,0.097
7.7,7.7,2.0,4.0,0.107
-0.7,-0.7,3.3,6.6,0.397
12.0,12.0,5.5,11.0,0.617
7.2,7.2,1.5,3.0,0.131
-2.5,-2.5,1.8,3.6,0.294
2.2,2.2,5.8,11.6,0.546
10.2,10.2,4.0,8.0,0.236
10.8,10.8,4.5,9.0,0.342
-3.1,-3.1,1.3,2.6,0.276
1.3,1.3,4.8,9.6,0.58
11.5,11.5,5.0,10.0,0.425
0.0,0.0,3.8,7.6,0.491
8.9,8.9,3.0,6.0,0.152
0.6,0.6,4.3,8.6,0.509
9.6,9.6,3.5,7.0,0.167
-1.3,-1.3,2.8,5.6,0.372
-1.9,-1.9,2.3,4.6,0.328
8.3,8.3,2.5,5.0,0.122
1.9,1.9,5.3,10.6,0.591
6.9,6.9,1.0,2.0,0.11
7.8,7.8,2.0,4.0,0.101
-0.6,-0.6,3.3,6.6,0.416
-2.4,-2.4,1.8,3.6,0.302
12.1,12.1,5.5,11.0,0.568
7.3,7.3,1.5,3.0,0.113
2.3,2.3,5.8,11.6,0.59
10.3,10.3,4.0,8.0,0.198
10.9,10.9,4.5,9.0,0.292
-3.0,-3.0,1.3,2.6,0.278
0.7,0.7,4.3,8.6,0.538
9.0,9.0,3.0,6.0,0.144
11.6,11.6,5.0,10.0,0.406
0.1,0.1,3.8,7.6,0.523
1.4,1.4,4.8,9.6,0.598
9.7,9.7,3.5,7.0,0.173
-1.2,-1.2,2.8,5.6,0.404
-1.8,-1.8,2.3,4.6,0.367
2.0,2.0,5.3,10.6,0.622
8.4,8.4,2.5,5.0,0.119
-2.3,-2.3,1.8,3.6,0.371
7.0,7.0,1.0,2.0,0.1
-0.5,-0.5,3.3,6.6,0.449
7.9,7.9,2.0,4.0,0.098
12.2,12.2,5.5,11.0,0.525
2.4,2.4,5.8,11.6,0.596
7.4,7.4,1.5,3.0,0.104
10.4,10.4,4.0,8.0,0.205
-2.9,-2.9,1.3,2.6,0.322
11.0,11.0,4.5,9.0,0.261
0.8,0.8,4.3,8.6,0.541
11.7,11.7,5.0,10.0,0.377
9.1,9.1,3.0,6.0,0.134
0.2,0.2,3.8,7.6,0.515
1.5,1.5,4.8,9.6,0.64
-1.7,-1.7,2.3,4.6,0.374
9.8,9.8,3.5,7.0,0.134
-1.1,-1.1,2.8,5.6,0.453
8.5,8.5,2.5,5.0,0.121
2.1,2.1,5.3,10.6,0.652
-0.4,-0.4,3.3,6.6,0.509
-2.2,-2.2,1.8,3.6,0.394
7.1,7.1,1.0,2.0,0.101
8.0,8.0,2.0,4.0,0.111
12.3,12.3,5.5,11.0,0.548
2.5,2.5,5.8,11.6,0.671
7.5,7.5,1.5,3.0,0.096
-2.8,-2.8,1.3,2.6,0.375
10.5,10.5,4.0,8.0,0.185
11.1,11.1,4.5,9.0,0.246
0.3,0.3,3.8,7.6,0.557
0.9,0.9,4.3,8.6,0.605
11.8,11.8,5.0,10.0,0.339
9.2,9.2,3.0,6.0,0.12
1.6,1.6,4.8,9.6,0.685
-1.6,-1.6,2.3,4.6,0.444
9.9,9.9,3.5,7.0,0.142
-1.0,-1.0,2.8,5.6,0.462
2.2,2.2,5.3,10.6,0.685
8.6,8.6,2.5,5.0,0.101
-0.3,-0.3,3.3,6.6,0.557
-2.1,-2.1,1.8,3.6,0.421
7.2,7.2,1.0,2.0,0.117
8.1,8.1,2.0,4.0,0.095
2.6,2.6,5.8,11.6,0.66
7.6,7.6,1.5,3.0,0.121
12.4,12.4,5.5,11.0,0.443
-2.7,-2.7,1.3,2.6,0.401
0.4,0.4,3.8,7.6,0.589
10.6,10.6,4.0,8.0,0.173
11.2,11.2,4.5,9.0,0.241
1.7,1.7,4.8,9.6,0.697
11.9,11.9,5.0,10.0,0.321
-1.5,-1.5,2.3,4.6,0.48
1.0,1.0,4.3,8.6,0.633
9.3,9.3,3.0,6.0,0.107
10.0,10.0,3.5,7.0,0.132
-0.9,-0.9,2.8,5.6,0.495
2.3,2.3,5.3,10.6,0.704
8.7,8.7,2.5,5.0,0.108
-2.0,-2.0,1.8,3.6,0.473
7.3,7.3,1.0,2.0,0.109
-0.2,-0.2,3.3,6.6,0.557
8.2,8.2,2.0,4.0,0.118
2.7,2.7,5.8,11.6,0.691
-2.6,-2.6,1.3,2.6,0.452
0.5,0.5,3.8,7.6,0.614
7.7,7.7,1.5,3.0,0.093
12.5,12.5,5.5,11.0,0.446
10.7,10.7,4.0,8.0,0.164
-1.4,-1.4,2.3,4.6,0.477
1.8,1.8,4.8,9.6,0.72
1.1,1.1,4.3,8.6,0.649
12.0,12.0,5.0,10.0,0.284
9.4,9.4,3.0,6.0,0.131
11.3,11.3,4.5,9.0,0.206
-0.8,-0.8,2.8,5.6,0.514
10.1,10.1,3.5,7.0,0.112
2.4,2.4,5.3,10.6,0.731
8.8,8.8,2.5,5.0,0.09
-0.1,-0.1,3.3,6.6,0.609
-1.9,-1.9,1.8,3.6,0.477
7.4,7.4,1.0,2.0,0.102
8.3,8.3,2.0,4.0,0.111
2.8,2.8,5.8,11.6,0.713
-2.5,-2.5,1.3,2.6,0.481
0.6,0.6,3.8,7.6,0.666
7.8,7.8,1.5,3.0,0.101
12.6,12.6,5.5,11.0,0.398
-1.3,-1.3,2.3,4.6,0.506
1.9,1.9,4.8,9.6,0.691
10.8,10.8,4.0,8.0,0.155
1.2,1.2,4.3,8.6,0.685
12.1,12.1,5.0,10.0,0.231
9.5,9.5,3.0,6.0,0.113
11.4,11.4,4.5,9.0,0.194
-0.7,-0.7,2.8,5.6,0.572
10.2,10.2,3.5,7.0,0.14
2.5,2.5,5.3,10.6,0.739
0.0,0.0,3.3,6.6,0.65
8.9,8.9,2.5,5.0,0.109
-1.8,-1.8,1.8,3.6,0.539
7.5,7.5,1.0,2.0,0.11
-2.4,-2.4,1.3,2.6,0.459
8.4,8.4,2.0,4.0,0.102
2.9,2.9,5.8,11.6,0.727
0.7,0.7,3.8,7.6,0.685
7.9,7.9,1.5,3.0,0.111
12.7,12.7,5.5,11.0,0.377
2.0,2.0,4.8,9.6,0.742
1.3,1.3,4.3,8.6,0.717
-1.2,-1.2,2.3,4.6,0.548
10.9,10.9,4.0,8.0,0.157
12.2,12.2,5.0,10.0,0.247
9.6,9.6,3.0,6.0,0.117
-0.6,-0.6,2.8,5.6,0.596
11.5,11.5,4.5,9.0,0.173
10.3,10.3,3.5,7.0,0.109
2.6,2.6,5.3,10.6,0.776
0.1,0.1,3.3,6.6,0.646
-1.7,-1.7,1.8,3.6,0.556
9.0,9.0,2.5,5.0,0.108
-2.3,-2.3,1.3,2.6,0.537
7.6,7.6,1.0,2.0,0.1
0.8,0.8,3.8,7.6,0.71
8.5,8.5,2.0,4.0,0.102
3.0,3.0,5.8,11.6,0.74
8.0,8.0,1.5,3.0,0.107
-1.1,-1.1,2.3,4.6,0.59
2.1,2.1,4.8,9.6,0.74
12.8,12.8,5.5,11.0,0.306
-0.5,-0.5,2.8,5.6,0.584
1.4,1.4,4.3,8.6,0.689
12.3,12.3,5.0,10.0,0.195
11.0,11.0,4.0,8.0,0.152
9.7,9.7,3.0,6.0,0.103
11.6,11.6,4.5,9.0,0.172
2.7,2.7,5.3,10.6,0.768
-1.6,-1.6,1.8,3.6,0.608
0.2,0.2,3.3,6.6,0.67
10.4,10.4,3.5,7.0,0.12
0.9,0.9,3.8,7.6,0.735
9.1,9.1,2.5,5.0,0.111
7.7,7.7,1.0,2.0,0.097
-2.2,-2.2,1.3,2.6,0.565
3.1,3.1,5.8,11.6,0.743
8.6,8.6,2.0,4.0,0.101
8.1,8.1,1.5,3.0,0.114
-0.4,-0.4,2.8,5.6,0.685
-1.0,-1.0,2.3,4.6,0.646
1.5,1.5,4.3,8.6,0.73
12.9,12.9,5.5,11.0,0.308
2.2,2.2,4.8,9.6,0.787
11.1,11.1,4.0,8.0,0.137
12.4,12.4,5.0,10.0,0.198
11.7,11.7,4.5,9.0,0.148
9.8,9.8,3.0,6.0,0.105
2.8,2.8,5.3,10.6,0.769
-1.5,-1.5,1.8,3.6,0.638
0.3,0.3,3.3,6.6,0.697
10.5,10.5,3.5,7.0,0.107
1.0,1.0,3.8,7.6,0.718
9.2,9.2,2.5,5.0,0.103
-2.1,-2.1,1.3,2.6,0.608
7.8,7.8,1.0,2.0,0.114
3.2,3.2,5.8,11.6,0.798
8.7,8.7,2.0,4.0,0.092
2.3,2.3,4.8,9.6,0.786
-0.9,-0.9,2.3,4.6,0.64
1.6,1.6,4.3,8.6,0.772
-0.3,-0.3,2.8,5.6,0.7
8.2,8.2,1.5,3.0,0.111
11.2,11.2,4.0,8.0,0.137
13.0,13.0,5.5,11.0,0.268
12.5,12.5,5.0,10.0,0.2
11.8,11.8,4.5,9.0,0.17
9.9,9.9,3.0,6.0,0.114
-1.4,-1.4,1.8,3.6,0.654
2.9,2.9,5.3,10.6,0.794
10.6,10.6,3.5,7.0,0.126
0.4,0.4,3.3,6.6,0.719
1.1,1.1,3.8,7.6,0.754
-2.0,-2.0,1.3,2.6,0.641
7.9,7.9,1.0,2.0,0.104
9.3,9.3,2.5,5.0,0.1
3.3,3.3,5.8,11.6,0.774
8.8,8.8,2.0,4.0,0.093
1.7,1.7,4.3,8.6,0.747
-0.8,-0.8,2.3,4.6,0.674
2.4,2.4,4.8,9.6,0.799
-0.2,-0.2,2.8,5.6,0.718
11.3,11.3,4.0,8.0,0.117
8.3,8.3,1.5,3.0,0.097
13.1,13.1,5.5,11.0,0.236
-1.3,-1.3,1.8,3.6,0.689
10.0,10.0,3.0,6.0,0.103
11.9,11.9,4.5,9.0,0.133
12.6,12.6,5.0,10.0,0.178
3.0,3.0,5.3,10.6,0.803
0.5,0.5,3.3,6.6,0.761
-1.9,-1.9,1.3,2.6,0.633
10.7,10.7,3.5,7.0,0.101
1.2,1.2,3.8,7.6,0.765
3.4,3.4,5.8,11.6,0.77
8.0,8.0,1.0,2.0,0.111
9.4,9.4,2.5,5.0,0.096
1.8,1.8,4.3,8.6,0.805
-0.7,-0.7,2.3,4.6,0.716
8.9,8.9,2.0,4.0,0.108
-0.1,-0.1,2.8,5.6,0.73
11.4,11.4,4.0,8.0,0.114
2.5,2.5,4.8,9.6,0.8
8.4,8.4,1.5,3.0,0.11
-1.2,-1.2,1.8,3.6,0.702
12.0,12.0,4.5,9.0,0.147
10.1,10.1,3.0,6.0,0.11
13.2,13.2,5.5,11.0,0.228
12.7,12.7,5.0,10.0,0.161
3.1,3.1,5.3,10.6,0.812
-1.8,-1.8,1.3,2.6,0.677
0.6,0.6,3.3,6.6,0.747
10.8,10.8,3.5,7.0,0.105
1.3,1.3,3.8,7.6,0.772
3.5,3.5,5.8,11.6,0.813
8.1,8.1,1.0,2.0,0.105
9.5,9.5,2.5,5.0,0.108
1.9,1.9,4.3,8.6,0.809
0.0,0.0,2.8,5.6,0.747
11.5,11.5,4.0,8.0,0.117
-0.6,-0.6,2.3,4.6,0.717
2.6,2.6,4.8,9.6,0.81
9.0,9.0,2.0,4.0,0.09
8.5,8.5,1.5,3.0,0.098
-1.1,-1.1,1.8,3.6,0.702
10.2,10.2,3.0,6.0,0.115
13.3,13.3,5.5,11.0,0.207
12.1,12.1,4.5,9.0,0.129
12.8,12.8,5.0,10.0,0.136
3.2,3.2,5.3,10.6,0.796
-1.7,-1.7,1.3,2.6,0.683
0.7,0.7,3.3,6.6,0.776
10.9,10.9,3.5,7.0,0.117
1.4,1.4,3.8,7.6,0.779
3.6,3.6,5.8,11.6,0.818
9.6,9.6,2.5,5.0,0.104
8.2,8.2,1.0,2.0,0.106
0.1,0.1,2.8,5.6,0.75
2.0,2.0,4.3,8.6,0.775
11.6,11.6,4.0,8.0,0.119
9.1,9.1,2.0,4.0,0.101
2.7,2.7,4.8,9.6,0.813
-0.5,-0.5,2.3,4.6,0.726
-1.0,-1.0,1.8,3.6,0.748
8.6,8.6,1.5,3.0,0.116
13.4,13.4,5.5,11.0,0.19
12.2,12.2,4.5,9.0,0.134
10.3,10.3,3.0,6.0,0.111
12.9,12.9,5.0,10.0,0.14
3.3,3.3,5.3,10.6,0.844
-1.6,-1.6,1.3,2.6,0.718
0.8,0.8,3.3,6.6,0.801
1.5,1.5,3.8,7.6,0.805
11.0,11.0,3.5,7.0,0.099
3.7,3.7,5.8,11.6,0.794
0.2,0.2,2.8,5.6,0.788
9.7,9.7,2.5,5.0,0.082
8.3,8.3,1.0,2.0,0.094
2.1,2.1,4.3,8.6,0.793
11.7,11.7,4.0,8.0,0.12
9.2,9.2,2.0,4.0,0.118
2.8,2.8,4.8,9.6,0.835
-0.9,-0.9,1.8,3.6,0.766
-0.4,-0.4,2.3,4.6,0.758
8.7,8.7,1.5,3.0,0.109
13.5,13.5,5.5,11.0,0.174
12.3,12.3,4.5,9.0,0.13
13.0,13.0,5.0,10.0,0.141
10.4,10.4,3.0,6.0,0.115
3.4,3.4,5.3,10.6,0.841
-1.5,-1.5,1.3,2.6,0.753
0.9,0.9,3.3,6.6,0.781
1.6,1.6,3.8,7.6,0.806
11.1,11.1,3.5,7.0,0.096
3.8,3.8,5.8,11.6,0.803
0.3,0.3,2.8,5.6,0.76
2.2,2.2,4.3,8.6,0.823
8.4,8.4,1.0,2.0,0.093
9.8,9.8,2.5,5.0,0.094
2.9,2.9,4.8,9.6,0.845
11.8,11.8,4.0,8.0,0.11
-0.3,-0.3,2.3,4.6,0.774
9.3,9.3,2.0,4.0,0.098
-0.8,-0.8,1.8,3.6,0.775
8.8,8.8,1.5,3.0,0.09
3.5,3.5,5.3,10.6,0.849
13.6,13.6,5.5,11.0,0.174
12.4,12.4,4.5,9.0,0.109
-1.4,-1.4,1.3,2.6,0.776
10.5,10.5,3.0,6.0,0.104
13.1,13.1,5.0,10.0,0.155
1.0,1.0,3.3,6.6,0.806
1.7,1.7,3.8,7.6,0.808
11.2,11.2,3.5,7.0,0.111
3.9,3.9,5.8,11.6,0.831
0.4,0.4,2.8,5.6,0.793
2.3,2.3,4.3,8.6,0.812
9.9,9.9,2.5,5.0,0.108
8.5,8.5,1.0,2.0,0.101
3.0,3.0,4.8,9.6,0.83
11.9,11.9,4.0,8.0,0.094
9.4,9.4,2.0,4.0,0.096
-0.2,-0.2,2.3,4.6,0.78
-0.7,-0.7,1.8,3.6,0.792
8.9,8.9,1.5,3.0,0.095
3.6,3.6,5.3,10.6,0.838
-1.3,-1.3,1.3,2.6,0.75
10.6,10.6,3.0,6.0,0.089
13.7,13.7,5.5,11.0,0.148
13.2,13.2,5.0,10.0,0.125
1.1,1.1,3.3,6.6,0.803
1.8,1.8,3.8,7.6,0.849
12.5,12.5,4.5,9.0,0.121
4.0,4.0,5.8,11.6,0.839
0.5,0.5,2.8,5.6,0.782
11.3,11.3,3.5,7.0,0.105
2.4,2.4,4.3,8.6,0.82
12.0,12.0,4.0,8.0,0.098
10.0,10.0,2.5,5.0,0.105
3.1,3.1,4.8,9.6,0.87
-0.1,-0.1,2.3,4.6,0.814
8.6,8.6,1.0,2.0,0.135
9.5,9.5,2.0,4.0,0.083
-0.6,-0.6,1.8,3.6,0.781
10.7,10.7,3.0,6.0,0.119
9.0,9.0,1.5,3.0,0.092
3.7,3.7,5.3,10.6,0.828
13.8,13.8,5.5,11.0,0.152
-1.2,-1.2,1.3,2.6,0.807
13.3,13.3,5.0,10.0,0.122
1.2,1.2,3.3,6.6,0.838
1.9,1.9,3.8,7.6,0.817
4.1,4.1,5.8,11.6,0.843
12.6,12.6,4.5,9.0,0.109
0.6,0.6,2.8,5.6,0.797
11.4,11.4,3.5,7.0,0.098
2.5,2.5,4.3,8.6,0.837
10.1,10.1,2.5,5.0,0.117
12.1,12.1,4.0,8.0,0.101
3.2,3.2,4.8,9.6,0.85
0.0,0.0,2.3,4.6,0.803
9.6,9.6,2.0,4.0,0.103
8.7,8.7,1.0,2.0,0.094
-0.5,-0.5,1.8,3.6,0.801
10.8,10.8,3.0,6.0,0.091
-1.1,-1.1,1.3,2.6,0.817
3.8,3.8,5.3,10.6,0.858
9.1,9.1,1.5,3.0,0.092
13.9,13.9,5.5,11.0,0.138
1.3,1.3,3.3,6.6,0.828
2.0,2.0,3.8,7.6,0.832
13.4,13.4,5.0,10.0,0.12
4.2,4.2,5.8,11.6,0.849
0.7,0.7,2.8,5.6,0.808
12.7,12.7,4.5,9.0,0.108
11.5,11.5,3.5,7.0,0.1
2.6,2.6,4.3,8.6,0.848
12.2,12.2,4.0,8.0,0.11
10.2,10.2,2.5,5.0,0.084
3.3,3.3,4.8,9.6,0.847
0.1,0.1,2.3,4.6,0.815
8.8,8.8,1.0,2.0,0.085
9.7,9.7,2.0,4.0,0.097
-0.4,-0.4,1.8,3.6,0.816
10.9,10.9,3.0,6.0,0.109
-1.0,-1.0,1.3,2.6,0.799
3.9,3.9,5.3,10.6,0.867
1.4,1.4,3.3,6.6,0.813
9.2,9.2,1.5,3.0,0.119
14.0,14.0,5.5,11.0,0.135
0.8,0.8,2.8,5.6,0.805
2.1,2.1,3.8,7.6,0.839
4.3,4.3,5.8,11.6,0.863
13.5,13.5,5.0,10.0,0.128
12.8,12.8,4.5,9.0,0.117
2.7,2.7,4.3,8.6,0.84
11.6,11.6,3.5,7.0,0.09
12.3,12.3,4.0,8.0,0.108
0.2,0.2,2.3,4.6,0.834
10.3,10.3,2.5,5.0,0.103
3.4,3.4,4.8,9.6,0.821
9.8,9.8,2.0,4.0,0.096
-0.3,-0.3,1.8,3.6,0.82
8.9,8.9,1.0,2.0,0.106
11.0,11.0,3.0,6.0,0.096
-0.9,-0.9,1.3,2.6,0.814
4.0,4.0,5.3,10.6,0.86
1.5,1.5,3.3,6.6,0.83
2.2,2.2,3.8,7.6,0.834
0.9,0.9,2.8,5.6,0.836
14.1,14.1,5.5,11.0,0.148
9.3,9.3,1.5,3.0,0.1
4.4,4.4,5.8,11.6,0.868
13.6,13.6,5.0,10.0,0.114
12.9,12.9,4.5,9.0,0.109
2.8,2.8,4.3,8.6,0.839
11.7,11.7,3.5,7.0,0.098
0.3,0.3,2.3,4.6,0.831
12.4,12.4,4.0,8.0,0.085
10.4,10.4,2.5,5.0,0.087
3.5,3.5,4.8,9.6,0.848
-0.2,-0.2,1.8,3.6,0.821
9.9,9.9,2.0,4.0,0.104
9.0,9.0,1.0,2.0,0.095
-0.8,-0.8,1.3,2.6,0.835
11.1,11.1,3.0,6.0,0.08
4.1,4.1,5.3,10.6,0.827
2.3,2.3,3.8,7.6,0.827
1.6,1.6,3.3,6.6,0.85
1.0,1.0,2.8,5.6,0.82
9.4,9.4,1.5,3.0,0.12
14.2,14.2,5.5,11.0,0.132
4.5,4.5,5.8,11.6,0.848
13.7,13.7,5.0,10.0,0.125
13.0,13.0,4.5,9.0,0.104
2.9,2.9,4.3,8.6,0.845
11.8,11.8,3.5,7.0,0.099
0.4,0.4,2.3,4.6,0.827
3.6,3.6,4.8,9.6,0.838
12.5,12.5,4.0,8.0,0.089
10.5,10.5,2.5,5.0,0.113
-0.1,-0.1,1.8,3.6,0.85
9.1,9.1,1.0,2.0,0.105
-0.7,-0.7,1.3,2.6,0.829
10.0,10.0,2.0,4.0,0.092
4.2,4.2,5.3,10.6,0.844
1.7,1.7,3.3,6.6,0.847
11.2,11.2,3.0,6.0,0.102
1.1,1.1,2.8,5.6,0.837
2.4,2.4,3.8,7.6,0.829
9.5,9.5,1.5,3.0,0.088
4.6,4.6,5.8,11.6,0.854
14.3,14.3,5.5,11.0,0.127
13.8,13.8,5.0,10.0,0.118
13.1,13.1,4.5,9.0,0.124
3.0,3.0,4.3,8.6,0.852
0.5,0.5,2.3,4.6,0.823
12.6,12.6,4.0,8.0,0.115
11.9,11.9,3.5,7.0,0.092
3.7,3.7,4.8,9.6,0.855
0.0,0.0,1.8,3.6,0.868
10.6,10.6,2.5,5.0,0.105
-0.6,-0.6,1.3,2.6,0.832
4.3,4.3,5.3,10.6,0.838
10.1,10.1,2.0,4.0,0.097
9.2,9.2,1.0,2.0,0.101
1.8,1.8,3.3,6.6,0.857
9.6,9.6,1.5,3.0,0.099
2.5,2.5,3.8,7.6,0.852
1.2,1.2,2.8,5.6,0.832
11.3,11.3,3.0,6.0,0.099
4.7,4.7,5.8,11.6,0.869
14.4,14.4,5.5,11.0,0.118
13.9,13.9,5.0,10.0,0.105
3.1,3.1,4.3,8.6,0.861
0.6,0.6,2.3,4.6,0.836
13.2,13.2,4.5,9.0,0.105
3.8,3.8,4.8,9.6,0.864
12.7,12.7,4.0,8.0,0.098
12.0,12.0,3.5,7.0,0.118
0.1,0.1,1.8,3.6,0.82
10.7,10.7,2.5,5.0,0.113
-0.5,-0.5,1.3,2.6,0.86
4.4,4.4,5.3,10.6,0.85
1.9,1.9,3.3,6.6,0.827
9.3,9.3,1.0,2.0,0.092
10.2,10.2,2.0,4.0,0.091
2.6,2.6,3.8,7.6,0.845
1.3,1.3,2.8,5.6,0.832
4.8,4.8,5.8,11.6,0.863
11.4,11.4,3.0,6.0,0.082
9.7,9.7,1.5,3.0,0.096
14.5,14.5,5.5,11.0,0.138
0.7,0.7,2.3,4.6,0.846
3.2,3.2,4.3,8.6,0.852
14.0,14.0,5.0,10.0,0.101
13.3,13.3,4.5,9.0,0.101
3.9,3.9,4.8,9.6,0.834
0.2,0.2,1.8,3.6,0.857
12.1,12.1,3.5,7.0,0.111
12.8,12.8,4.0,8.0,0.108
-0.4,-0.4,1.3,2.6,0.852
10.8,10.8,2.5,5.0,0.104
4.5,4.5,5.3,10.6,0.84
2.0,2.0,3.3,6.6,0.848
1.4,1.4,2.8,5.6,0.857
4.9,4.9,5.8,11.6,0.843
2.7,2.7,3.8,7.6,0.845
9.4,9.4,1.0,2.0,0.094
9.8,9.8,1.5,3.0,0.105
11.5,11.5,3.0,6.0,0.092
10.3,10.3,2.0,4.0,0.097
14.6,14.6,5.5,11.0,0.122
3.3,3.3,4.3,8.6,0.844
0.8,0.8,2.3,4.6,0.853
13.4,13.4,4.5,9.0,0.108
14.1,14.1,5.0,10.0,0.102
0.3,0.3,1.8,3.6,0.846
4.0,4.0,4.8,9.6,0.832
12.2,12.2,3.5,7.0,0.097
-0.3,-0.3,1.3,2.6,0.864
12.9,12.9,4.0,8.0,0.099
10.9,10.9,2.5,5.0,0.089
4.6,4.6,5.3,10.6,0.825
2.1,2.1,3.3,6.6,0.845
1.5,1.5,2.8,5.6,0.838
5.0,5.0,5.8,11.6,0.845
2.8,2.8,3.8,7.6,0.859
10.4,10.4,2.0,4.0,0.098
9.5,9.5,1.0,2.0,0.087
11.6,11.6,3.0,6.0,0.081
9.9,9.9,1.5,3.0,0.101
14.7,14.7,5.5,11.0,0.135
3.4,3.4,4.3,8.6,0.85
0.9,0.9,2.3,4.6,0.831
14.2,14.2,5.0,10.0,0.105
13.5,13.5,4.5,9.0,0.105
0.4,0.4,1.8,3.6,0.861
4.1,4.1,4.8,9.6,0.84
-0.2,-0.2,1.3,2.6,0.871
12.3,12.3,3.5,7.0,0.094
