mux1,mux2,muh1,muh2,success_rate
1.3,2.6,-3.8,-7.6,0.109
12.8,25.6,-2.6,-5.2,0.094
5.8,11.6,-0.8,-1.6,0.087
-3.9,-7.8,-0.5,-1.0,0.77
4.2,8.4,-1.8,-3.6,0.094
14.7,29.4,-1.6,-3.2,0.117
15.5,31.0,-1.1,-2.2,0.098
-3.1,-6.2,0.0,0.0,0.784
3.6,7.2,-2.3,-4.6,0.088
7.4,14.8,0.2,0.4,0.107
6.9,13.8,-0.3,-0.6,0.081
-2.0,-4.0,0.5,1.0,0.811
12.2,24.4,-3.1,-6.2,0.102
2.5,5.0,-2.8,-5.6,0.101
8.3,16.6,0.7,1.4,0.118
-1.3,-2.6,1.0,2.0,0.817
11.5,23.0,-3.6,-7.2,0.102
13.9,27.8,-2.1,-4.2,0.102
5.1,10.2,-1.3,-2.6,0.086
1.6,3.2,-3.3,-6.6,0.108
1.4,2.8,-3.8,-7.6,0.111
-3.8,-7.6,-0.5,-1.0,0.769
5.9,11.8,-0.8,-1.6,0.103
12.9,25.8,-2.6,-5.2,0.101
4.3,8.6,-1.8,-3.6,0.087
14.8,29.6,-1.6,-3.2,0.099
15.6,31.2,-1.1,-2.2,0.088
-3.0,-6.0,0.0,0.0,0.783
7.5,15.0,0.2,0.4,0.094
3.7,7.4,-2.3,-4.6,0.1
-1.9,-3.8,0.5,1.0,0.837
7.0,14.0,-0.3,-0.6,0.097
12.3,24.6,-3.1,-6.2,0.102
2.6,5.2,-2.8,-5.6,0.102
-1.2,-2.4,1.0,2.0,0.821
8.4,16.8,0.7,1.4,0.09
11.6,23.2,-3.6,-7.2,0.102
5.2,10.4,-1.3,-2.6,0.103
-3.7,-7.4,-0.5,-1.0,0.807
6.0,12.0,-0.8,-1.6,0.105
14.0,28.0,-2.1,-4.2,0.118
1.5,3.0,-3.8,-7.6,0.1
1.7,3.4,-3.3,-6.6,0.085
4.4,8.8,-1.8,-3.6,0.086
13.0,26.0,-2.6,-5.2,0.103
14.9,29.8,-1.6,-3.2,0.087
-2.9,-5.8,0.0,0.0,0.804
15.7,31.4,-1.1,-2.2,0.085
7.6,15.2,0.2,0.4,0.118
3.8,7.6,-2.3,-4.6,0.086
-1.8,-3.6,0.5,1.0,0.846
7.1,14.2,-0.3,-0.6,0.087
12.4,24.8,-3.1,-6.2,0.112
2.7,5.4,-2.8,-5.6,0.109
-1.1,-2.2,1.0,2.0,0.848
8.5,17.0,0.7,1.4,0.088
-3.6,-7.2,-0.5,-1.0,0.807
11.7,23.4,-3.6,-7.2,0.112
6.1,12.2,-0.8,-1.6,0.106
5.3,10.6,-1.3,-2.6,0.105
1.6,3.2,-3.8,-7.6,0.091
14.1,28.2,-2.1,-4.2,0.099
1.8,3.6,-3.3,-6.6,0.096
13.1,26.2,-2.6,-5.2,0.112
4.5,9.0,-1.8,-3.6,0.103
15.0,30.0,-1.6,-3.2,0.086
-2.8,-5.6,0.0,0.0,0.818
15.8,31.6,-1.1,-2.2,0.097
-1.7,-3.4,0.5,1.0,0.854
7.7,15.4,0.2,0.4,0.09
3.9,7.8,-2.3,-4.6,0.086
7.2,14.4,-0.3,-0.6,0.079
12.5,25.0,-3.1,-6.2,0.102
-1.0,-2.0,1.0,2.0,0.855
2.8,5.6,-2.8,-5.6,0.097
8.6,17.2,0.7,1.4,0.079
-3.5,-7.0,-0.5,-1.0,0.812
6.2,12.4,-0.8,-1.6,0.081
11.8,23.6,-3.6,-7.2,0.102
5.4,10.8,-1.3,-2.6,0.106
14.2,28.4,-2.1,-4.2,0.088
1.9,3.8,-3.3,-6.6,0.098
1.7,3.4,-3.8,-7.6,0.073
13.2,26.4,-2.6,-5.2,0.103
4.6,9.2,-1.8,-3.6,0.104
-2.7,-5.4,0.0,0.0,0.823
15.1,30.2,-1.6,-3.2,0.096
-1.6,-3.2,0.5,1.0,0.869
7.8,15.6,0.2,0.4,0.087
15.9,31.8,-1.1,-2.2,0.114
-0.9,-1.8,1.0,2.0,0.874
7.3,14.6,-0.3,-0.6,0.092
4.0,8.0,-2.3,-4.6,0.095
12.6,25.2,-3.1,-6.2,0.118
8.7,17.4,0.7,1.4,0.091
-3.4,-6.8,-0.5,-1.0,0.831
2.9,5.8,-2.8,-5.6,0.095
6.3,12.6,-0.8,-1.6,0.097
5.5,11.0,-1.3,-2.6,0.081
2.0,4.0,-3.3,-6.6,0.094
14.3,28.6,-2.1,-4.2,0.084
11.9,23.8,-3.6,-7.2,0.118
1.8,3.6,-3.8,-7.6,0.105
13.3,26.6,-2.6,-5.2,0.117
4.7,9.4,-1.8,-3.6,0.107
-2.6,-5.2,0.0,0.0,0.831
15.2,30.4,-1.6,-3.2,0.115
-1.5,-3.0,0.5,1.0,0.869
-0.8,-1.6,1.0,2.0,0.857
7.4,14.8,-0.3,-0.6,0.107
7.9,15.8,0.2,0.4,0.078
4.1,8.2,-2.3,-4.6,0.107
12.7,25.4,-3.1,-6.2,0.098
16.0,32.0,-1.1,-2.2,0.09
8.8,17.6,0.7,1.4,0.106
-3.3,-6.6,-0.5,-1.0,0.844
5.6,11.2,-1.3,-2.6,0.097
2.1,4.2,-3.3,-6.6,0.095
3.0,6.0,-2.8,-5.6,0.102
14.4,28.8,-2.1,-4.2,0.097
12.0,24.0,-3.6,-7.2,0.098
6.4,12.8,-0.8,-1.6,0.086
1.9,3.8,-3.8,-7.6,0.092
13.4,26.8,-2.6,-5.2,0.098
4.8,9.6,-1.8,-3.6,0.08
-2.5,-5.0,0.0,0.0,0.814
15.3,30.6,-1.6,-3.2,0.091
-1.4,-2.8,0.5,1.0,0.869
-0.7,-1.4,1.0,2.0,0.85
7.5,15.0,-0.3,-0.6,0.105
8.0,16.0,0.2,0.4,0.092
12.8,25.6,-3.1,-6.2,0.089
4.2,8.4,-2.3,-4.6,0.105
-4.0,-8.0,-1.0,-2.0,0.867
-3.2,-6.4,-0.5,-1.0,0.828
8.9,17.8,0.7,1.4,0.107
2.2,4.4,-3.3,-6.6,0.099
5.7,11.4,-1.3,-2.6,0.087
12.1,24.2,-3.6,-7.2,0.089
3.1,6.2,-2.8,-5.6,0.106
14.5,29.0,-2.1,-4.2,0.115
6.5,13.0,-0.8,-1.6,0.079
13.5,27.0,-2.6,-5.2,0.088
-2.4,-4.8,0.0,0.0,0.852
4.9,9.8,-1.8,-3.6,0.097
2.0,4.0,-3.8,-7.6,0.098
-1.3,-2.6,0.5,1.0,0.882
15.4,30.8,-1.6,-3.2,0.086
-0.6,-1.2,1.0,2.0,0.867
8.1,16.2,0.2,0.4,0.106
7.6,15.2,-0.3,-0.6,0.089
-3.1,-6.2,-0.5,-1.0,0.878
12.9,25.8,-3.1,-6.2,0.084
4.3,8.6,-2.3,-4.6,0.112
-3.9,-7.8,-1.0,-2.0,0.861
9.0,18.0,0.7,1.4,0.089
2.3,4.6,-3.3,-6.6,0.09
3.2,6.4,-2.8,-5.6,0.106
5.8,11.6,-1.3,-2.6,0.079
12.2,24.4,-3.6,-7.2,0.084
14.6,29.2,-2.1,-4.2,0.09
-2.3,-4.6,0.0,0.0,0.839
5.0,10.0,-1.8,-3.6,0.087
6.6,13.2,-0.8,-1.6,0.092
13.6,27.2,-2.6,-5.2,0.085
2.1,4.2,-3.8,-7.6,0.091
-1.2,-2.4,0.5,1.0,0.862
15.5,31.0,-1.6,-3.2,0.08
-0.5,-1.0,1.0,2.0,0.863
8.2,16.4,0.2,0.4,0.106
7.7,15.4,-0.3,-0.6,0.09
-3.0,-6.0,-0.5,-1.0,0.872
-3.8,-7.6,-1.0,-2.0,0.855
13.0,26.0,-3.1,-6.2,0.097
4.4,8.8,-2.3,-4.6,0.097
9.1,18.2,0.7,1.4,0.09
2.4,4.8,-3.3,-6.6,0.101
3.3,6.6,-2.8,-5.6,0.104
5.9,11.8,-1.3,-2.6,0.092
-2.2,-4.4,0.0,0.0,0.859
12.3,24.6,-3.6,-7.2,0.097
14.7,29.4,-2.1,-4.2,0.086
5.1,10.2,-1.8,-3.6,0.087
13.7,27.4,-2.6,-5.2,0.097
6.7,13.4,-0.8,-1.6,0.106
2.2,4.4,-3.8,-7.6,0.089
-1.1,-2.2,0.5,1.0,0.888
-0.4,-0.8,1.0,2.0,0.901
15.6,31.2,-1.6,-3.2,0.091
8.3,16.6,0.2,0.4,0.09
-2.9,-5.8,-0.5,-1.0,0.854
7.8,15.6,-0.3,-0.6,0.109
-3.7,-7.4,-1.0,-2.0,0.874
13.1,26.2,-3.1,-6.2,0.115
4.5,9.0,-2.3,-4.6,0.088
9.2,18.4,0.7,1.4,0.106
2.5,5.0,-3.3,-6.6,0.116
-2.1,-4.2,0.0,0.0,0.858
3.4,6.8,-2.8,-5.6,0.081
6.0,12.0,-1.3,-2.6,0.107
12.4,24.8,-3.6,-7.2,0.115
14.8,29.6,-2.1,-4.2,0.08
5.2,10.4,-1.8,-3.6,0.102
13.8,27.6,-2.6,-5.2,0.114
6.8,13.6,-0.8,-1.6,0.106
2.3,4.6,-3.8,-7.6,0.105
-1.0,-2.0,0.5,1.0,0.887
-0.3,-0.6,1.0,2.0,0.878
15.7,31.4,-1.6,-3.2,0.107
8.4,16.8,0.2,0.4,0.09
-2.8,-5.6,-0.5,-1.0,0.873
7.9,15.8,-0.3,-0.6,0.103
-3.6,-7.2,-1.0,-2.0,0.858
13.2,26.4,-3.1,-6.2,0.09
9.3,18.6,0.7,1.4,0.104
4.6,9.2,-2.3,-4.6,0.107
-2.0,-4.0,0.0,0.0,0.867
2.6,5.2,-3.3,-6.6,0.113
3.5,7.0,-2.8,-5.6,0.095
6.1,12.2,-1.3,-2.6,0.104
12.5,25.0,-3.6,-7.2,0.09
14.9,29.8,-2.1,-4.2,0.092
-0.9,-1.8,0.5,1.0,0.891
13.9,27.8,-2.6,-5.2,0.09
5.3,10.6,-1.8,-3.6,0.108
2.4,4.8,-3.8,-7.6,0.099
6.9,13.8,-0.8,-1.6,0.089
-0.2,-0.4,1.0,2.0,0.89
15.8,31.6,-1.6,-3.2,0.106
-2.7,-5.4,-0.5,-1.0,0.88
8.5,17.0,0.2,0.4,0.106
-3.5,-7.0,-1.0,-2.0,0.865
8.0,16.0,-0.3,-0.6,0.101
13.3,26.6,-3.1,-6.2,0.086
9.4,18.8,0.7,1.4,0.104
-1.9,-3.8,0.0,0.0,0.879
4.7,9.4,-2.3,-4.6,0.105
2.7,5.4,-3.3,-6.6,0.112
3.6,7.2,-2.8,-5.6,0.105
12.6,25.2,-3.6,-7.2,0.086
6.2,12.4,-1.3,-2.6,0.09
15.0,30.0,-2.1,-4.2,0.107
14.0,28.0,-2.6,-5.2,0.086
-0.8,-1.6,0.5,1.0,0.876
2.5,5.0,-3.8,-7.6,0.11
5.4,10.8,-1.8,-3.6,0.078
7.0,14.0,-0.8,-1.6,0.091
-0.1,-0.2,1.0,2.0,0.872
15.9,31.8,-1.6,-3.2,0.089
-2.6,-5.2,-0.5,-1.0,0.882
-3.4,-6.8,-1.0,-2.0,0.881
8.6,17.2,0.2,0.4,0.106
8.1,16.2,-0.3,-0.6,0.095
13.4,26.8,-3.1,-6.2,0.08
-1.8,-3.6,0.0,0.0,0.9
9.5,19.0,0.7,1.4,0.094
4.8,9.6,-2.3,-4.6,0.09
2.8,5.6,-3.3,-6.6,0.106
3.7,7.4,-2.8,-5.6,0.1
12.7,25.4,-3.6,-7.2,0.08
6.3,12.6,-1.3,-2.6,0.09
-0.7,-1.4,0.5,1.0,0.883
15.1,30.2,-2.1,-4.2,0.105
14.1,28.2,-2.6,-5.2,0.08
2.6,5.2,-3.8,-7.6,0.11
5.5,11.0,-1.8,-3.6,0.093
7.1,14.2,-0.8,-1.6,0.106
0.0,0.0,1.0,2.0,0.882
16.0,32.0,-1.6,-3.2,0.089
-3.3,-6.6,-1.0,-2.0,0.874
-2.5,-5.0,-0.5,-1.0,0.881
8.7,17.4,0.2,0.4,0.101
8.2,16.4,-0.3,-0.6,0.102
13.5,27.0,-3.1,-6.2,0.092
9.6,19.2,0.7,1.4,0.101
-1.7,-3.4,0.0,0.0,0.885
4.9,9.8,-2.3,-4.6,0.089
2.9,5.8,-3.3,-6.6,0.09
3.8,7.6,-2.8,-5.6,0.087
-0.6,-1.2,0.5,1.0,0.867
12.8,25.6,-3.6,-7.2,0.092
6.4,12.8,-1.3,-2.6,0.108
15.2,30.4,-2.1,-4.2,0.089
14.2,28.4,-2.6,-5.2,0.092
2.7,5.4,-3.8,-7.6,0.085
0.1,0.2,1.0,2.0,0.895
5.6,11.2,-1.8,-3.6,0.105
7.2,14.4,-0.8,-1.6,0.106
-3.2,-6.4,-1.0,-2.0,0.873
-2.4,-4.8,-0.5,-1.0,0.885
-4.0,-8.0,-1.5,-3.0,0.868
8.8,17.6,0.2,0.4,0.095
8.3,16.6,-0.3,-0.6,0.102
-1.6,-3.2,0.0,0.0,0.873
13.6,27.2,-3.1,-6.2,0.107
9.7,19.4,0.7,1.4,0.102
5.0,10.0,-2.3,-4.6,0.109
3.0,6.0,-3.3,-6.6,0.105
-0.5,-1.0,0.5,1.0,0.89
3.9,7.8,-2.8,-5.6,0.107
12.9,25.8,-3.6,-7.2,0.107
6.5,13.0,-1.3,-2.6,0.104
0.2,0.4,1.0,2.0,0.882
14.3,28.6,-2.6,-5.2,0.108
2.8,5.6,-3.8,-7.6,0.089
15.3,30.6,-2.1,-4.2,0.09
5.7,11.4,-1.8,-3.6,0.092
7.3,14.6,-0.8,-1.6,0.101
-2.3,-4.6,-0.5,-1.0,0.887
-3.9,-7.8,-1.5,-3.0,0.872
-3.1,-6.2,-1.0,-2.0,0.887
8.9,17.8,0.2,0.4,0.102
8.4,16.8,-0.3,-0.6,0.107
-1.5,-3.0,0.0,0.0,0.882
13.7,27.4,-3.1,-6.2,0.105
9.8,19.6,0.7,1.4,0.106
5.1,10.2,-2.3,-4.6,0.104
3.1,6.2,-3.3,-6.6,0.1
-0.4,-0.8,0.5,1.0,0.883
4.0,8.0,-2.8,-5.6,0.106
0.3,0.6,1.0,2.0,0.886
13.0,26.0,-3.6,-7.2,0.105
2.9,5.8,-3.8,-7.6,0.111
6.6,13.2,-1.3,-2.6,0.101
14.4,28.8,-2.6,-5.2,0.105
15.4,30.8,-2.1,-4.2,0.11
7.4,14.8,-0.8,-1.6,0.095
5.8,11.6,-1.8,-3.6,0.097
-3.8,-7.6,-1.5,-3.0,0.876
-2.2,-4.4,-0.5,-1.0,0.873
-3.0,-6.0,-1.0,-2.0,0.877
8.5,17.0,-0.3,-0.6,0.103
-1.4,-2.8,0.0,0.0,0.909
9.0,18.0,0.2,0.4,0.101
13.8,27.6,-3.1,-6.2,0.089
9.9,19.8,0.7,1.4,0.104
5.2,10.4,-2.3,-4.6,0.1
-0.3,-0.6,0.5,1.0,0.898
3.2,6.4,-3.3,-6.6,0.109
4.1,8.2,-2.8,-5.6,0.089
0.4,0.8,1.0,2.0,0.893
13.1,26.2,-3.6,-7.2,0.089
3.0,6.0,-3.8,-7.6,0.102
6.7,13.4,-1.3,-2.6,0.095
15.5,31.0,-2.1,-4.2,0.103
14.5,29.0,-2.6,-5.2,0.088
7.5,15.0,-0.8,-1.6,0.102
5.9,11.8,-1.8,-3.6,0.089
-2.1,-4.2,-0.5,-1.0,0.895
-3.7,-7.4,-1.5,-3.0,0.869
-2.9,-5.8,-1.0,-2.0,0.901
-1.3,-2.6,0.0,0.0,0.892
8.6,17.2,-0.3,-0.6,0.094
9.1,18.2,0.2,0.4,0.107
13.9,27.8,-3.1,-6.2,0.09
10.0,20.0,0.7,1.4,0.093
-0.2,-0.4,0.5,1.0,0.876
4.2,8.4,-2.8,-5.6,0.089
5.3,10.6,-2.3,-4.6,0.096
3.3,6.6,-3.3,-6.6,0.109
0.5,1.0,1.0,2.0,0.883
13.2,26.4,-3.6,-7.2,0.09
3.1,6.2,-3.8,-7.6,0.1
6.8,13.6,-1.3,-2.6,0.102
14.6,29.2,-2.6,-5.2,0.09
15.6,31.2,-2.1,-4.2,0.099
-3.6,-7.2,-1.5,-3.0,0.886
6.0,12.0,-1.8,-3.6,0.094
-2.0,-4.0,-0.5,-1.0,0.871
7.6,15.2,-0.8,-1.6,0.1
-2.8,-5.6,-1.0,-2.0,0.873
-1.2,-2.4,0.0,0.0,0.898
8.7,17.4,-0.3,-0.6,0.122
9.2,18.4,0.2,0.4,0.104
14.0,28.0,-3.1,-6.2,0.11
10.1,20.2,0.7,1.4,0.125
-0.1,-0.2,0.5,1.0,0.896
4.3,8.6,-2.8,-5.6,0.111
5.4,10.8,-2.3,-4.6,0.101
0.6,1.2,1.0,2.0,0.902
3.4,6.8,-3.3,-6.6,0.085
6.9,13.8,-1.3,-2.6,0.102
13.3,26.6,-3.6,-7.2,0.11
3.2,6.4,-3.8,-7.6,0.097
14.7,29.4,-2.6,-5.2,0.11
15.7,31.4,-2.1,-4.2,0.097
-3.5,-7.0,-1.5,-3.0,0.874
6.1,12.2,-1.8,-3.6,0.105
-1.9,-3.8,-0.5,-1.0,0.888
-2.7,-5.4,-1.0,-2.0,0.895
7.7,15.4,-0.8,-1.6,0.108
-1.1,-2.2,0.0,0.0,0.884
8.8,17.6,-0.3,-0.6,0.102
9.3,18.6,0.2,0.4,0.093
14.1,28.2,-3.1,-6.2,0.102
0.0,0.0,0.5,1.0,0.862
10.2,20.4,0.7,1.4,0.102
4.4,8.8,-2.8,-5.6,0.102
0.7,1.4,1.0,2.0,0.886
5.5,11.0,-2.3,-4.6,0.102
3.5,7.0,-3.3,-6.6,0.09
14.8,29.6,-2.6,-5.2,0.103
3.3,6.6,-3.8,-7.6,0.1
13.4,26.8,-3.6,-7.2,0.102
7.0,14.0,-1.3,-2.6,0.107
-1.8,-3.6,-0.5,-1.0,0.889
-3.4,-6.8,-1.5,-3.0,0.875
15.8,31.6,-2.1,-4.2,0.1
6.2,12.4,-1.8,-3.6,0.102
7.8,15.6,-0.8,-1.6,0.103
-2.6,-5.2,-1.0,-2.0,0.878
-1.0,-2.0,0.0,0.0,0.905
8.9,17.8,-0.3,-0.6,0.091
9.4,18.8,0.2,0.4,0.123
14.2,28.4,-3.1,-6.2,0.1
0.1,0.2,0.5,1.0,0.894
10.3,20.6,0.7,1.4,0.091
4.5,9.0,-2.8,-5.6,0.1
0.8,1.6,1.0,2.0,0.909
3.6,7.2,-3.3,-6.6,0.11
5.6,11.2,-2.3,-4.6,0.108
14.9,29.8,-2.6,-5.2,0.099
-3.3,-6.6,-1.5,-3.0,0.876
3.4,6.8,-3.8,-7.6,0.103
7.1,14.2,-1.3,-2.6,0.103
13.5,27.0,-3.6,-7.2,0.1
6.3,12.6,-1.8,-3.6,0.107
-1.7,-3.4,-0.5,-1.0,0.887
15.9,31.8,-2.1,-4.2,0.103
-2.5,-5.0,-1.0,-2.0,0.898
7.9,15.8,-0.8,-1.6,0.094
-0.9,-1.8,0.0,0.0,0.893
9.0,18.0,-0.3,-0.6,0.096
0.2,0.4,0.5,1.0,0.893
9.5,19.0,0.2,0.4,0.102
14.3,28.6,-3.1,-6.2,0.097
10.4,20.8,0.7,1.4,0.095
4.6,9.2,-2.8,-5.6,0.096
0.9,1.8,1.0,2.0,0.893
3.7,7.4,-3.3,-6.6,0.102
5.7,11.4,-2.3,-4.6,0.102
-3.2,-6.4,-1.5,-3.0,0.884
15.0,30.0,-2.6,-5.2,0.097
7.2,14.4,-1.3,-2.6,0.093
3.5,7.0,-3.8,-7.6,0.11
-1.6,-3.2,-0.5,-1.0,0.89
13.6,27.2,-3.6,-7.2,0.097
16.0,32.0,-2.1,-4.2,0.11
6.4,12.8,-1.8,-3.6,0.103
-0.8,-1.6,0.0,0.0,0.892
8.0,16.0,-0.8,-1.6,0.123
-2.4,-4.8,-1.0,-2.0,0.88
9.1,18.2,-0.3,-0.6,0.108
0.3,0.6,0.5,1.0,0.865
9.6,19.2,0.2,0.4,0.091
14.4,28.8,-3.1,-6.2,0.1
10.5,21.0,0.7,1.4,0.106
1.0,2.0,1.0,2.0,0.863
4.7,9.4,-2.8,-5.6,0.101
-3.1,-6.2,-1.5,-3.0,0.892
3.8,7.6,-3.3,-6.6,0.1
5.8,11.6,-2.3,-4.6,0.095
7.3,14.6,-1.3,-2.6,0.123
15.1,30.2,-2.6,-5.2,0.101
-1.5,-3.0,-0.5,-1.0,0.863
-4.0,-8.0,-2.0,-4.0,0.856
3.6,7.2,-3.8,-7.6,0.099
13.7,27.4,-3.6,-7.2,0.1
-2.3,-4.6,-1.0,-2.0,0.895
6.5,13.0,-1.8,-3.6,0.095
8.1,16.2,-0.8,-1.6,0.102
-0.7,-1.4,0.0,0.0,0.883
9.2,18.4,-0.3,-0.6,0.091
0.4,0.8,0.5,1.0,0.877
9.7,19.4,0.2,0.4,0.096
14.5,29.0,-3.1,-6.2,0.103
10.6,21.2,0.7,1.4,0.094
1.1,2.2,1.0,2.0,0.88
4.8,9.6,-2.8,-5.6,0.102
5.9,11.8,-2.3,-4.6,0.122
3.9,7.8,-3.3,-6.6,0.097
-3.0,-6.0,-1.5,-3.0,0.882
15.2,30.4,-2.6,-5.2,0.102
-1.4,-2.8,-0.5,-1.0,0.881
-3.9,-7.8,-2.0,-4.0,0.872
7.4,14.8,-1.3,-2.6,0.102
-2.2,-4.4,-1.0,-2.0,0.888
-0.6,-1.2,0.0,0.0,0.891
13.8,27.6,-3.6,-7.2,0.103
6.6,13.2,-1.8,-3.6,0.122
3.7,7.4,-3.8,-7.6,0.096
8.2,16.4,-0.8,-1.6,0.091
9.3,18.6,-0.3,-0.6,0.091
0.5,1.0,0.5,1.0,0.871
9.8,19.6,0.2,0.4,0.107
14.6,29.2,-3.1,-6.2,0.11
10.7,21.4,0.7,1.4,0.09
1.2,2.4,1.0,2.0,0.849
4.9,9.8,-2.8,-5.6,0.109
6.0,12.0,-2.3,-4.6,0.101
-2.9,-5.8,-1.5,-3.0,0.882
4.0,8.0,-3.3,-6.6,0.1
-1.3,-2.6,-0.5,-1.0,0.907
-2.1,-4.2,-1.0,-2.0,0.867
7.5,15.0,-1.3,-2.6,0.091
15.3,30.6,-2.6,-5.2,0.11
-3.8,-7.6,-2.0,-4.0,0.873
3.8,7.6,-3.8,-7.6,0.122
-0.5,-1.0,0.0,0.0,0.878
13.9,27.8,-3.6,-7.2,0.11
6.7,13.4,-1.8,-3.6,0.101
8.3,16.6,-0.8,-1.6,0.096
9.4,18.8,-0.3,-0.6,0.111
0.6,1.2,0.5,1.0,0.852
9.9,19.8,0.2,0.4,0.092
14.7,29.4,-3.1,-6.2,0.099
10.8,21.6,0.7,1.4,0.108
1.3,2.6,1.0,2.0,0.868
6.1,12.2,-2.3,-4.6,0.092
-2.8,-5.6,-1.5,-3.0,0.869
5.0,10.0,-2.8,-5.6,0.101
-3.7,-7.4,-2.0,-4.0,0.88
-1.2,-2.4,-0.5,-1.0,0.878
-2.0,-4.0,-1.0,-2.0,0.867
4.1,8.2,-3.3,-6.6,0.103
7.6,15.2,-1.3,-2.6,0.096
15.4,30.8,-2.6,-5.2,0.099
3.9,7.8,-3.8,-7.6,0.101
-0.4,-0.8,0.0,0.0,0.889
8.4,16.8,-0.8,-1.6,0.107
14.0,28.0,-3.6,-7.2,0.099
6.8,13.6,-1.8,-3.6,0.092
9.5,19.0,-0.3,-0.6,0.119
0.7,1.4,0.5,1.0,0.869
10.0,20.0,0.2,0.4,0.091
14.8,29.6,-3.1,-6.2,0.096
10.9,21.8,0.7,1.4,0.121
1.4,2.8,1.0,2.0,0.845
-2.7,-5.4,-1.5,-3.0,0.863
6.2,12.4,-2.3,-4.6,0.095
5.1,10.2,-2.8,-5.6,0.095
-3.6,-7.2,-2.0,-4.0,0.854
4.2,8.4,-3.3,-6.6,0.11
-1.1,-2.2,-0.5,-1.0,0.864
-1.9,-3.8,-1.0,-2.0,0.878
7.7,15.4,-1.3,-2.6,0.107
15.5,31.0,-2.6,-5.2,0.097
4.0,8.0,-3.8,-7.6,0.091
-0.3,-0.6,0.0,0.0,0.846
6.9,13.8,-1.8,-3.6,0.095
8.5,17.0,-0.8,-1.6,0.092
14.1,28.2,-3.6,-7.2,0.096
9.6,19.2,-0.3,-0.6,0.095
0.8,1.6,0.5,1.0,0.846
10.1,20.2,0.2,0.4,0.11
14.9,29.8,-3.1,-6.2,0.122
-2.6,-5.2,-1.5,-3.0,0.862
1.5,3.0,1.0,2.0,0.877
11.0,22.0,0.7,1.4,0.094
6.3,12.6,-2.3,-4.6,0.109
4.3,8.6,-3.3,-6.6,0.099
-3.5,-7.0,-2.0,-4.0,0.862
5.2,10.4,-2.8,-5.6,0.123
-1.0,-2.0,-0.5,-1.0,0.895
-1.8,-3.6,-1.0,-2.0,0.873
4.1,8.2,-3.8,-7.6,0.096
15.6,31.2,-2.6,-5.2,0.122
7.8,15.6,-1.3,-2.6,0.092
-0.2,-0.4,0.0,0.0,0.884
7.0,14.0,-1.8,-3.6,0.108
8.6,17.2,-0.8,-1.6,0.091
14.2,28.4,-3.6,-7.2,0.122
0.9,1.8,0.5,1.0,0.853
9.7,19.4,-0.3,-0.6,0.104
10.2,20.4,0.2,0.4,0.12
15.0,30.0,-3.1,-6.2,0.101
-2.5,-5.0,-1.5,-3.0,0.88
1.6,3.2,1.0,2.0,0.863
6.4,12.8,-2.3,-4.6,0.09
11.1,22.2,0.7,1.4,0.104
-3.4,-6.8,-2.0,-4.0,0.877
-0.9,-1.8,-0.5,-1.0,0.838
5.3,10.6,-2.8,-5.6,0.101
4.4,8.8,-3.3,-6.6,0.096
4.2,8.4,-3.8,-7.6,0.111
-1.7,-3.4,-1.0,-2.0,0.847
15.7,31.4,-2.6,-5.2,0.101
-0.1,-0.2,0.0,0.0,0.863
7.9,15.8,-1.3,-2.6,0.091
7.1,14.2,-1.8,-3.6,0.091
8.7,17.4,-0.8,-1.6,0.11
14.3,28.6,-3.6,-7.2,0.101
1.0,2.0,0.5,1.0,0.849
10.3,20.6,0.2,0.4,0.095
9.8,19.6,-0.3,-0.6,0.1
15.1,30.2,-3.1,-6.2,0.091
-2.4,-4.8,-1.5,-3.0,0.89
1.7,3.4,1.0,2.0,0.854
6.5,13.0,-2.3,-4.6,0.091
4.5,9.0,-3.3,-6.6,0.122
-3.3,-6.6,-2.0,-4.0,0.861
11.2,22.4,0.7,1.4,0.101
-0.8,-1.6,-0.5,-1.0,0.854
4.3,8.6,-3.8,-7.6,0.089
5.4,10.8,-2.8,-5.6,0.091
-1.6,-3.2,-1.0,-2.0,0.875
15.8,31.6,-2.6,-5.2,0.091
0.0,0.0,0.0,0.0,0.861
8.0,16.0,-1.3,-2.6,0.111
7.2,14.4,-1.8,-3.6,0.091
8.8,17.6,-0.8,-1.6,0.119
14.4,28.8,-3.6,-7.2,0.091
1.1,2.2,0.5,1.0,0.829
9.9,19.8,-0.3,-0.6,0.096
10.4,20.8,0.2,0.4,0.102
-2.3,-4.6,-1.5,-3.0,0.859
15.2,30.4,-3.1,-6.2,0.096
1.8,3.6,1.0,2.0,0.841
6.6,13.2,-2.3,-4.6,0.111
-0.7,-1.4,-0.5,-1.0,0.857
11.3,22.6,0.7,1.4,0.098
-3.2,-6.4,-2.0,-4.0,0.851
5.5,11.0,-2.8,-5.6,0.095
4.6,9.2,-3.3,-6.6,0.101
-1.5,-3.0,-1.0,-2.0,0.853
4.4,8.8,-3.8,-7.6,0.089
15.9,31.8,-2.6,-5.2,0.097
8.1,16.2,-1.3,-2.6,0.119
7.3,14.6,-1.8,-3.6,0.111
0.1,0.2,0.0,0.0,0.857
8.9,17.8,-0.8,-1.6,0.096
14.5,29.0,-3.6,-7.2,0.096
1.2,2.4,0.5,1.0,0.817
10.0,20.0,-0.3,-0.6,0.095
10.5,21.0,0.2,0.4,0.102
-2.2,-4.4,-1.5,-3.0,0.869
